st_dbscan_cluster_id,vehicle_type,count,share
5,OTHERS,6,0.005671077504725898
5,PASSENGER AUTO,216,0.20415879017013233
5,PRIVATE BUS,1,0.000945179584120983
5,SCOOTER,280,0.2646502835538752
5,TEMPO,7,0.006616257088846881
5,VAN,21,0.01984877126654064
6,CAR,3,0.05555555555555555
6,MOPED,9,0.16666666666666666
6,MOTOR CYCLE,17,0.3148148148148148
6,PASSENGER AUTO,1,0.018518518518518517
6,SCOOTER,24,0.4444444444444444
7,CAR,42,0.12209302325581395
7,FACTORY BUS,1,0.0029069767441860465
7,GOODS AUTO,2,0.005813953488372093
7,JEEP,1,0.0029069767441860465
7,LGV,2,0.005813953488372093
7,LORRY/GOODS VEHICLE,1,0.0029069767441860465
7,MAXI-CAB,11,0.03197674418604651
7,MOPED,1,0.0029069767441860465
7,MOTOR CYCLE,83,0.24127906976744187
7,PASSENGER AUTO,27,0.07848837209302326
7,SCHOOL VEHICLE,1,0.0029069767441860465
7,SCOOTER,171,0.49709302325581395
7,VAN,1,0.0029069767441860465
8,CAR,3,0.05084745762711865
8,GOODS AUTO,1,0.01694915254237288
8,MOTOR CYCLE,19,0.3220338983050847
8,OTHERS,1,0.01694915254237288
8,SCOOTER,35,0.5932203389830508
9,CAR,36,0.28125
9,LGV,1,0.0078125
9,MOTOR CYCLE,31,0.2421875
9,PASSENGER AUTO,8,0.0625
9,SCOOTER,44,0.34375
9,TANKER,1,0.0078125
9,TEMPO,4,0.03125
9,VAN,3,0.0234375
10,CAR,74,0.5068493150684932
10,GOODS AUTO,1,0.00684931506849315
10,LGV,6,0.0410958904109589
10,MAXI-CAB,7,0.04794520547945205
10,MOTOR CYCLE,17,0.11643835616438356
10,OTHERS,1,0.00684931506849315
10,PASSENGER AUTO,12,0.0821917808219178
10,SCOOTER,26,0.1780821917808219
10,TEMPO,1,0.00684931506849315
10,VAN,1,0.00684931506849315
11,CAR,26,0.053388090349075976
11,JEEP,1,0.002053388090349076
11,MAXI-CAB,1,0.002053388090349076
11,MOPED,1,0.002053388090349076
11,MOTOR CYCLE,82,0.16837782340862423
11,PASSENGER AUTO,7,0.014373716632443531
11,SCOOTER,369,0.757700205338809
12,MOTOR CYCLE,10,0.3225806451612903
12,PASSENGER AUTO,2,0.06451612903225806
12,SCOOTER,19,0.6129032258064516
13,CAR,912,0.640899508081518
13,HGV,1,0.0007027406886858749
13,JEEP,1,0.0007027406886858749
13,LGV,8,0.005621925509486999
13,MAXI-CAB,489,0.3436401967673928
13,MOTOR CYCLE,1,0.0007027406886858749
13,SCOOTER,6,0.004216444132115249
13,TEMPO,2,0.0014054813773717498
13,VAN,3,0.0021082220660576245
14,CAR,45,0.6338028169014085
14,HGV,2,0.028169014084507043
14,LGV,1,0.014084507042253521
14,MAXI-CAB,6,0.08450704225352113
14,MOTOR CYCLE,3,0.04225352112676056
14,PASSENGER AUTO,13,0.18309859154929578
14,SCOOTER,1,0.014084507042253521
15,CAR,233,0.3782467532467532
15,LGV,4,0.006493506493506494
15,MAXI-CAB,147,0.23863636363636365
15,MOPED,2,0.003246753246753247
15,MOTOR CYCLE,27,0.04383116883116883
15,OTHERS,2,0.003246753246753247
15,PASSENGER AUTO,147,0.23863636363636365
15,PRIVATE BUS,1,0.0016233766233766235
15,SCOOTER,48,0.07792207792207792
15,VAN,5,0.008116883116883116
16,CAR,237,0.6253298153034301
16,GOODS AUTO,1,0.002638522427440633
16,JEEP,5,0.013192612137203167
16,LORRY/GOODS VEHICLE,1,0.002638522427440633
16,MAXI-CAB,22,0.05804749340369393
16,MOTOR CYCLE,36,0.09498680738786279
16,OTHERS,5,0.013192612137203167
16,PASSENGER AUTO,10,0.026385224274406333
16,PRIVATE BUS,1,0.002638522427440633
16,SCHOOL VEHICLE,1,0.002638522427440633
16,SCOOTER,60,0.158311345646438
17,CAR,358,0.2581110310021629
17,GOODS AUTO,13,0.009372746935832732
17,HGV,1,0.0007209805335255948
17,JEEP,4,0.002883922134102379
17,LGV,11,0.007930785868781542
17,LORRY/GOODS VEHICLE,5,0.003604902667627974
17,MAXI-CAB,5,0.003604902667627974
17,MOPED,1,0.0007209805335255948
17,MOTOR CYCLE,251,0.1809661139149243
17,PASSENGER AUTO,47,0.033886085075702954
17,SCHOOL VEHICLE,1,0.0007209805335255948
17,SCOOTER,683,0.4924297043979812
17,TANKER,1,0.0007209805335255948
17,VAN,6,0.004325883201153569
18,CAR,12,0.2857142857142857
18,GOODS AUTO,2,0.047619047619047616
18,MOTOR CYCLE,6,0.14285714285714285
18,OTHERS,1,0.023809523809523808
18,PASSENGER AUTO,1,0.023809523809523808
18,SCOOTER,20,0.47619047619047616
19,CAR,1244,0.4239945466939332
19,GOODS AUTO,16,0.0054533060668029995
19,JEEP,15,0.005112474437627812
19,LGV,17,0.005794137695978187
19,LORRY/GOODS VEHICLE,7,0.0023858214042263124
19,MAXI-CAB,114,0.03885480572597137
19,MINI LORRY,2,0.0006816632583503749
19,MOPED,1,0.00034083162917518747
19,MOTOR CYCLE,310,0.1056578050443081
19,OTHERS,4,0.0013633265167007499
19,PASSENGER AUTO,477,0.16257668711656442
19,PRIVATE BUS,4,0.0013633265167007499
19,SCHOOL VEHICLE,1,0.00034083162917518747
19,SCOOTER,684,0.2331288343558282
19,TANKER,25,0.008520790729379687
19,TEMPO,4,0.0013633265167007499
19,TOURIST BUS,1,0.00034083162917518747
19,VAN,8,0.0027266530334014998
20,CAR,68,0.18181818181818182
20,GOODS AUTO,22,0.058823529411764705
20,HGV,1,0.00267379679144385
20,JEEP,1,0.00267379679144385
20,LGV,43,0.11497326203208556
20,MAXI-CAB,1,0.00267379679144385
20,MOPED,2,0.0053475935828877
20,MOTOR CYCLE,26,0.06951871657754011
20,PASSENGER AUTO,87,0.232620320855615
20,SCOOTER,115,0.3074866310160428
20,VAN,8,0.0213903743315508
21,CAR,32,0.45714285714285713
21,LGV,6,0.08571428571428572
21,MAXI-CAB,9,0.12857142857142856
21,MOTOR CYCLE,3,0.04285714285714286
21,PASSENGER AUTO,4,0.05714285714285714
21,SCOOTER,14,0.2
21,TEMPO,2,0.02857142857142857
22,CAR,2,0.1111111111111111
22,MOTOR CYCLE,7,0.3888888888888889
22,PASSENGER AUTO,1,0.05555555555555555
22,SCOOTER,8,0.4444444444444444
23,CAR,360,0.5142857142857142
23,GOODS AUTO,2,0.002857142857142857
23,JEEP,2,0.002857142857142857
23,LGV,3,0.004285714285714286
23,MAXI-CAB,9,0.012857142857142857
23,MOPED,1,0.0014285714285714286
23,MOTOR CYCLE,56,0.08
23,OTHERS,3,0.004285714285714286
23,PASSENGER AUTO,133,0.19
23,SCOOTER,124,0.17714285714285713
23,TANKER,2,0.002857142857142857
23,VAN,5,0.007142857142857143
24,CAR,8,0.21052631578947367
24,LGV,2,0.05263157894736842
24,MAXI-CAB,14,0.3684210526315789
24,MOTOR CYCLE,1,0.02631578947368421
24,PASSENGER AUTO,10,0.2631578947368421
24,SCOOTER,3,0.07894736842105263
25,CAR,1,0.02
25,MOPED,1,0.02
25,MOTOR CYCLE,11,0.22
25,PASSENGER AUTO,1,0.02
25,SCOOTER,36,0.72
26,CAR,14,0.7777777777777778
26,PASSENGER AUTO,3,0.16666666666666666
26,TEMPO,1,0.05555555555555555
27,BUS (BMTC/KSRTC),1,0.0007173601147776184
27,CAR,832,0.5968436154949784
27,GOODS AUTO,4,0.0028694404591104736
27,JEEP,17,0.012195121951219513
27,LGV,12,0.00860832137733142
27,LORRY/GOODS VEHICLE,1,0.0007173601147776184
27,MAXI-CAB,21,0.015064562410329985
27,MOTOR CYCLE,157,0.11262553802008608
27,PASSENGER AUTO,74,0.05308464849354376
27,SCOOTER,272,0.1951219512195122
27,VAN,3,0.002152080344332855
28,CAR,35,0.660377358490566
28,LGV,2,0.03773584905660377
28,MOTOR CYCLE,3,0.05660377358490566
28,PASSENGER AUTO,6,0.11320754716981132
28,SCOOTER,5,0.09433962264150944
28,VAN,2,0.03773584905660377
29,CAR,97,0.15619967793880837
29,LGV,3,0.004830917874396135
29,MAXI-CAB,9,0.014492753623188406
29,MOTOR CYCLE,167,0.2689210950080515
29,PASSENGER AUTO,73,0.11755233494363929
29,SCOOTER,269,0.4331723027375201
29,VAN,3,0.004830917874396135
30,CAR,16,0.42105263157894735
30,GOODS AUTO,1,0.02631578947368421
30,LGV,1,0.02631578947368421
30,LORRY/GOODS VEHICLE,3,0.07894736842105263
30,MAXI-CAB,1,0.02631578947368421
30,MOTOR CYCLE,6,0.15789473684210525
30,PASSENGER AUTO,1,0.02631578947368421
30,SCOOTER,9,0.23684210526315788
31,CAR,7,0.1044776119402985
31,MOTOR CYCLE,12,0.1791044776119403
31,PASSENGER AUTO,1,0.014925373134328358
31,SCOOTER,47,0.7014925373134329
32,BUS (BMTC/KSRTC),1,0.0003156565656565657
32,CAR,1202,0.37941919191919193
32,GOODS AUTO,5,0.0015782828282828283
32,HGV,2,0.0006313131313131314
32,JEEP,15,0.004734848484848485
32,LGV,14,0.004419191919191919
32,LORRY/GOODS VEHICLE,1,0.0003156565656565657
32,MAXI-CAB,16,0.005050505050505051
32,MINI LORRY,2,0.0006313131313131314
32,MOPED,63,0.019886363636363636
32,MOTOR CYCLE,495,0.15625
32,OTHERS,4,0.0012626262626262627
32,PASSENGER AUTO,125,0.039457070707070704
32,PRIVATE BUS,1,0.0003156565656565657
32,SCOOTER,1214,0.3832070707070707
32,TEMPO,2,0.0006313131313131314
32,VAN,6,0.001893939393939394
33,CAR,29,0.7631578947368421
33,LGV,1,0.02631578947368421
33,MOTOR CYCLE,2,0.05263157894736842
33,PASSENGER AUTO,2,0.05263157894736842
33,SCOOTER,4,0.10526315789473684
34,CAR,99,0.526595744680851
34,JEEP,5,0.026595744680851064
34,LGV,2,0.010638297872340425
34,MOTOR CYCLE,30,0.1595744680851064
34,PASSENGER AUTO,5,0.026595744680851064
34,SCOOTER,47,0.25
35,CAR,86,0.052121212121212124
35,JEEP,1,0.0006060606060606061
35,LGV,7,0.004242424242424243
35,LORRY/GOODS VEHICLE,2,0.0012121212121212121
35,MAXI-CAB,1,0.0006060606060606061
35,MOPED,1,0.0006060606060606061
35,MOTOR CYCLE,559,0.3387878787878788
35,OTHERS,1,0.0006060606060606061
35,PASSENGER AUTO,12,0.007272727272727273
35,SCHOOL VEHICLE,1,0.0006060606060606061
35,SCOOTER,978,0.5927272727272728
35,VAN,1,0.0006060606060606061
36,CAR,24,0.6486486486486487
36,MOTOR CYCLE,4,0.10810810810810811
36,PASSENGER AUTO,1,0.02702702702702703
36,SCOOTER,8,0.21621621621621623
37,CAR,328,0.41102756892230574
37,GOODS AUTO,3,0.0037593984962406013
37,HGV,2,0.002506265664160401
37,JEEP,2,0.002506265664160401
37,LGV,20,0.02506265664160401
37,MAXI-CAB,32,0.040100250626566414
37,MINI LORRY,1,0.0012531328320802004
37,MOPED,6,0.007518796992481203
37,MOTOR CYCLE,75,0.09398496240601503
37,OTHERS,3,0.0037593984962406013
37,PASSENGER AUTO,69,0.08646616541353383
37,PRIVATE BUS,7,0.008771929824561403
37,SCOOTER,240,0.3007518796992481
37,TEMPO,3,0.0037593984962406013
37,TOURIST BUS,3,0.0037593984962406013
37,VAN,4,0.005012531328320802
38,CAR,27,0.9310344827586207
38,JEEP,1,0.034482758620689655
38,SCOOTER,1,0.034482758620689655
39,MAXI-CAB,1,0.01694915254237288
39,MOTOR CYCLE,17,0.288135593220339
39,PASSENGER AUTO,3,0.05084745762711865
39,SCOOTER,38,0.6440677966101694
40,CAR,8,0.2
40,MAXI-CAB,4,0.1
40,MOPED,1,0.025
40,MOTOR CYCLE,5,0.125
40,PASSENGER AUTO,12,0.3
40,SCOOTER,6,0.15
40,TEMPO,1,0.025
40,VAN,3,0.075
41,CAR,23,0.38333333333333336
41,GOODS AUTO,1,0.016666666666666666
41,HGV,1,0.016666666666666666
41,MOTOR CYCLE,6,0.1
41,OTHERS,2,0.03333333333333333
41,PASSENGER AUTO,2,0.03333333333333333
41,SCHOOL VEHICLE,1,0.016666666666666666
41,SCOOTER,24,0.4
42,CAR,29,0.31868131868131866
42,MOTOR CYCLE,31,0.34065934065934067
42,SCOOTER,31,0.34065934065934067
43,CAR,17,0.4594594594594595
43,LGV,1,0.02702702702702703
43,MAXI-CAB,1,0.02702702702702703
43,MOTOR CYCLE,7,0.1891891891891892
43,PASSENGER AUTO,3,0.08108108108108109
43,SCOOTER,8,0.21621621621621623
44,CAR,26,0.43333333333333335
44,LGV,10,0.16666666666666666
44,MAXI-CAB,1,0.016666666666666666
44,MOTOR CYCLE,11,0.18333333333333332
44,PASSENGER AUTO,8,0.13333333333333333
44,SCOOTER,4,0.06666666666666667
45,CAR,21,0.23863636363636365
45,LGV,3,0.03409090909090909
45,MAXI-CAB,3,0.03409090909090909
45,MOTOR CYCLE,9,0.10227272727272728
45,PASSENGER AUTO,31,0.3522727272727273
45,SCOOTER,21,0.23863636363636365
46,CAR,13,0.10483870967741936
46,GOODS AUTO,1,0.008064516129032258
46,LGV,2,0.016129032258064516
46,MAXI-CAB,1,0.008064516129032258
46,MOTOR CYCLE,8,0.06451612903225806
46,PASSENGER AUTO,32,0.25806451612903225
46,SCOOTER,65,0.5241935483870968
46,TRACTOR,1,0.008064516129032258
46,VAN,1,0.008064516129032258
47,CAR,66,0.5454545454545454
47,FACTORY BUS,1,0.008264462809917356
47,GOODS AUTO,1,0.008264462809917356
47,LGV,8,0.06611570247933884
47,LORRY/GOODS VEHICLE,3,0.024793388429752067
47,MAXI-CAB,1,0.008264462809917356
47,MOTOR CYCLE,10,0.08264462809917356
47,OTHERS,4,0.03305785123966942
47,PASSENGER AUTO,8,0.06611570247933884
47,SCHOOL VEHICLE,2,0.01652892561983471
47,SCOOTER,17,0.14049586776859505
48,CAR,20,0.9523809523809523
48,MAXI-CAB,1,0.047619047619047616
49,CAR,14,0.043478260869565216
49,GOODS AUTO,5,0.015527950310559006
49,LGV,6,0.018633540372670808
49,MAXI-CAB,1,0.003105590062111801
49,MOPED,7,0.021739130434782608
49,MOTOR CYCLE,52,0.16149068322981366
49,PASSENGER AUTO,28,0.08695652173913043
49,SCOOTER,208,0.6459627329192547
49,VAN,1,0.003105590062111801
50,JEEP,1,0.05
50,MOTOR CYCLE,6,0.3
50,PASSENGER AUTO,1,0.05
50,SCOOTER,12,0.6
51,CAR,17,0.8095238095238095
51,LGV,1,0.047619047619047616
51,MAXI-CAB,1,0.047619047619047616
51,MOTOR CYCLE,1,0.047619047619047616
51,PASSENGER AUTO,1,0.047619047619047616
52,CAR,19,0.15447154471544716
52,GOODS AUTO,2,0.016260162601626018
52,LGV,4,0.032520325203252036
52,LORRY/GOODS VEHICLE,1,0.008130081300813009
52,MAXI-CAB,7,0.056910569105691054
52,MOTOR CYCLE,20,0.16260162601626016
52,OTHERS,1,0.008130081300813009
52,PASSENGER AUTO,19,0.15447154471544716
52,SCOOTER,49,0.3983739837398374
52,TEMPO,1,0.008130081300813009
53,CAR,17,0.7083333333333334
53,LGV,1,0.041666666666666664
53,MAXI-CAB,1,0.041666666666666664
53,MOTOR CYCLE,1,0.041666666666666664
53,SCOOTER,4,0.16666666666666666
54,CAR,1,0.058823529411764705
54,MOTOR CYCLE,4,0.23529411764705882
54,SCHOOL VEHICLE,7,0.4117647058823529
54,SCOOTER,4,0.23529411764705882
54,TOURIST BUS,1,0.058823529411764705
55,CAR,58,0.19463087248322147
55,LGV,3,0.010067114093959731
55,MOTOR CYCLE,40,0.1342281879194631
55,OTHERS,1,0.003355704697986577
55,PASSENGER AUTO,31,0.1040268456375839
55,SCOOTER,165,0.5536912751677853
56,CAR,90,0.33962264150943394
56,LGV,2,0.007547169811320755
56,LORRY/GOODS VEHICLE,1,0.0037735849056603774
56,MOTOR CYCLE,54,0.2037735849056604
56,OTHERS,1,0.0037735849056603774
56,PASSENGER AUTO,9,0.033962264150943396
56,SCOOTER,108,0.4075471698113208
57,CAR,13,0.5
57,LGV,5,0.19230769230769232
57,LORRY/GOODS VEHICLE,3,0.11538461538461539
57,MAXI-CAB,1,0.038461538461538464
57,PASSENGER AUTO,2,0.07692307692307693
57,SCOOTER,2,0.07692307692307693
58,CAR,13,0.2549019607843137
58,MAXI-CAB,24,0.47058823529411764
58,MOTOR CYCLE,3,0.058823529411764705
58,PASSENGER AUTO,1,0.0196078431372549
58,SCOOTER,2,0.0392156862745098
58,TANKER,1,0.0196078431372549
58,TEMPO,6,0.11764705882352941
58,VAN,1,0.0196078431372549
59,CAR,9,0.5625
59,MAXI-CAB,3,0.1875
59,MOTOR CYCLE,1,0.0625
59,PASSENGER AUTO,3,0.1875
60,CAR,16,0.9411764705882353
60,SCOOTER,1,0.058823529411764705
61,CAR,17,0.2698412698412698
61,MAXI-CAB,7,0.1111111111111111
61,MOTOR CYCLE,11,0.1746031746031746
61,OTHERS,1,0.015873015873015872
61,PASSENGER AUTO,8,0.12698412698412698
61,SCOOTER,18,0.2857142857142857
61,TEMPO,1,0.015873015873015872
62,CAR,4,0.12903225806451613
62,MAXI-CAB,12,0.3870967741935484
62,MOTOR CYCLE,1,0.03225806451612903
62,PASSENGER AUTO,13,0.41935483870967744
62,SCOOTER,1,0.03225806451612903
63,CAR,15,0.19736842105263158
63,GOODS AUTO,8,0.10526315789473684
63,HGV,2,0.02631578947368421
63,JEEP,2,0.02631578947368421
63,LGV,5,0.06578947368421052
63,MINI LORRY,1,0.013157894736842105
63,MOTOR CYCLE,8,0.10526315789473684
63,PASSENGER AUTO,14,0.18421052631578946
63,SCOOTER,21,0.27631578947368424
64,CAR,20,0.19607843137254902
64,GOODS AUTO,4,0.0392156862745098
64,LGV,11,0.10784313725490197
64,MINI LORRY,1,0.00980392156862745
64,MOPED,1,0.00980392156862745
64,MOTOR CYCLE,24,0.23529411764705882
64,PASSENGER AUTO,9,0.08823529411764706
64,SCOOTER,31,0.30392156862745096
64,VAN,1,0.00980392156862745
65,CAR,21,0.38181818181818183
65,JEEP,1,0.01818181818181818
65,MOTOR CYCLE,5,0.09090909090909091
65,PASSENGER AUTO,5,0.09090909090909091
65,SCOOTER,23,0.41818181818181815
66,CAR,4,0.2
66,MOTOR CYCLE,5,0.25
66,PASSENGER AUTO,1,0.05
66,SCOOTER,10,0.5
67,CAR,3,0.014634146341463415
67,MAXI-CAB,2,0.00975609756097561
67,MOTOR CYCLE,63,0.3073170731707317
67,PASSENGER AUTO,3,0.014634146341463415
67,SCHOOL VEHICLE,1,0.004878048780487805
67,SCOOTER,133,0.6487804878048781
68,CAR,7,0.21875
68,GOODS AUTO,1,0.03125
68,MOTOR CYCLE,5,0.15625
68,PASSENGER AUTO,2,0.0625
68,SCOOTER,16,0.5
68,VAN,1,0.03125
69,MOTOR CYCLE,4,0.26666666666666666
69,PASSENGER AUTO,1,0.06666666666666667
69,SCOOTER,10,0.6666666666666666
70,CAR,1,0.03225806451612903
70,HGV,1,0.03225806451612903
70,MOTOR CYCLE,10,0.3225806451612903
70,SCOOTER,19,0.6129032258064516
71,CAR,1,0.06666666666666667
71,GOODS AUTO,1,0.06666666666666667
71,MAXI-CAB,8,0.5333333333333333
71,PASSENGER AUTO,4,0.26666666666666666
71,SCOOTER,1,0.06666666666666667
72,MOTOR CYCLE,8,0.36363636363636365
72,SCOOTER,14,0.6363636363636364
73,CAR,4,0.08695652173913043
73,MAXI-CAB,1,0.021739130434782608
73,MOTOR CYCLE,9,0.1956521739130435
73,PASSENGER AUTO,1,0.021739130434782608
73,SCOOTER,31,0.6739130434782609
74,CAR,67,0.21337579617834396
74,GOODS AUTO,1,0.0031847133757961785
74,JEEP,1,0.0031847133757961785
74,LGV,5,0.01592356687898089
74,MAXI-CAB,3,0.009554140127388535
74,MOPED,2,0.006369426751592357
74,MOTOR CYCLE,25,0.07961783439490445
74,PASSENGER AUTO,62,0.19745222929936307
74,SCOOTER,147,0.4681528662420382
74,VAN,1,0.0031847133757961785
75,CAR,9,0.2903225806451613
75,LGV,1,0.03225806451612903
75,MOTOR CYCLE,3,0.0967741935483871
75,OTHERS,1,0.03225806451612903
75,PASSENGER AUTO,1,0.03225806451612903
75,SCOOTER,16,0.5161290322580645
76,CAR,31,0.14622641509433962
76,LGV,5,0.02358490566037736
76,MAXI-CAB,8,0.03773584905660377
76,MOTOR CYCLE,71,0.33490566037735847
76,OTHERS,1,0.0047169811320754715
76,PASSENGER AUTO,1,0.0047169811320754715
76,SCOOTER,93,0.4386792452830189
76,TANKER,2,0.009433962264150943
77,CAR,30,0.2631578947368421
77,GOODS AUTO,1,0.008771929824561403
77,LGV,2,0.017543859649122806
77,MAXI-CAB,7,0.06140350877192982
77,MOPED,1,0.008771929824561403
77,MOTOR CYCLE,6,0.05263157894736842
77,PASSENGER AUTO,61,0.5350877192982456
77,SCOOTER,6,0.05263157894736842
78,CAR,17,0.18478260869565216
78,MAXI-CAB,5,0.05434782608695652
78,MOTOR CYCLE,18,0.1956521739130435
78,PASSENGER AUTO,3,0.03260869565217391
78,SCOOTER,49,0.532608695652174
79,CAR,6,0.4
79,JEEP,1,0.06666666666666667
79,LGV,1,0.06666666666666667
79,MAXI-CAB,3,0.2
79,MOTOR CYCLE,1,0.06666666666666667
79,TEMPO,3,0.2
80,CAR,20,0.136986301369863
80,LGV,2,0.0136986301369863
80,MOTOR CYCLE,38,0.2602739726027397
80,PASSENGER AUTO,5,0.03424657534246575
80,SCOOTER,80,0.547945205479452
80,TEMPO,1,0.00684931506849315
81,CAR,33,0.8918918918918919
81,LGV,1,0.02702702702702703
81,MOTOR CYCLE,2,0.05405405405405406
81,SCOOTER,1,0.02702702702702703
82,CAR,20,0.45454545454545453
82,GOODS AUTO,1,0.022727272727272728
82,MAXI-CAB,1,0.022727272727272728
82,MOTOR CYCLE,6,0.13636363636363635
82,OTHERS,1,0.022727272727272728
82,PASSENGER AUTO,8,0.18181818181818182
82,SCOOTER,6,0.13636363636363635
82,VAN,1,0.022727272727272728
83,CAR,119,0.5979899497487438
83,GOODS AUTO,1,0.005025125628140704
83,MAXI-CAB,18,0.09045226130653267
83,MOTOR CYCLE,13,0.06532663316582915
83,PASSENGER AUTO,26,0.1306532663316583
83,SCOOTER,21,0.10552763819095477
83,TEMPO,1,0.005025125628140704
84,CAR,12,0.41379310344827586
84,MOTOR CYCLE,8,0.27586206896551724
84,PASSENGER AUTO,2,0.06896551724137931
84,SCOOTER,7,0.2413793103448276
85,CAR,19,0.4418604651162791
85,MOPED,3,0.06976744186046512
85,MOTOR CYCLE,3,0.06976744186046512
85,SCOOTER,18,0.4186046511627907
86,CAR,20,0.38461538461538464
86,MAXI-CAB,12,0.23076923076923078
86,MOTOR CYCLE,6,0.11538461538461539
86,PASSENGER AUTO,11,0.21153846153846154
86,SCOOTER,2,0.038461538461538464
86,TEMPO,1,0.019230769230769232
87,CAR,1,0.012195121951219513
87,MOTOR CYCLE,15,0.18292682926829268
87,PASSENGER AUTO,1,0.012195121951219513
87,SCOOTER,65,0.7926829268292683
88,MOTOR CYCLE,8,0.34782608695652173
88,SCOOTER,15,0.6521739130434783
89,CAR,13,0.18309859154929578
89,MAXI-CAB,1,0.014084507042253521
89,MOTOR CYCLE,1,0.014084507042253521
89,PASSENGER AUTO,51,0.7183098591549296
89,SCOOTER,5,0.07042253521126761
90,CAR,133,0.3715083798882682
90,HGV,1,0.002793296089385475
90,JEEP,3,0.008379888268156424
90,LGV,2,0.00558659217877095
90,LORRY/GOODS VEHICLE,1,0.002793296089385475
90,MOPED,1,0.002793296089385475
90,MOTOR CYCLE,65,0.18156424581005587
90,OTHERS,4,0.0111731843575419
90,PASSENGER AUTO,10,0.027932960893854747
90,PRIVATE BUS,1,0.002793296089385475
90,SCOOTER,136,0.37988826815642457
90,VAN,1,0.002793296089385475
91,CAR,80,0.28776978417266186
91,LGV,2,0.007194244604316547
91,MOPED,1,0.0035971223021582736
91,MOTOR CYCLE,77,0.27697841726618705
91,PASSENGER AUTO,12,0.04316546762589928
91,SCOOTER,104,0.37410071942446044
91,VAN,2,0.007194244604316547
92,MOPED,1,0.043478260869565216
92,MOTOR CYCLE,3,0.13043478260869565
92,SCOOTER,19,0.8260869565217391
93,CAR,18,0.8181818181818182
93,MAXI-CAB,4,0.18181818181818182
94,CAR,34,0.6296296296296297
94,JEEP,1,0.018518518518518517
94,MOTOR CYCLE,8,0.14814814814814814
94,PASSENGER AUTO,2,0.037037037037037035
94,SCOOTER,9,0.16666666666666666
95,CAR,64,0.38323353293413176
95,GOODS AUTO,1,0.005988023952095809
95,LGV,1,0.005988023952095809
95,MAXI-CAB,6,0.03592814371257485
95,MOPED,1,0.005988023952095809
95,MOTOR CYCLE,14,0.08383233532934131
95,PASSENGER AUTO,21,0.12574850299401197
95,SCOOTER,59,0.3532934131736527
96,CAR,7,0.07142857142857142
96,JEEP,3,0.030612244897959183
96,LORRY/GOODS VEHICLE,1,0.01020408163265306
96,MAXI-CAB,3,0.030612244897959183
96,MOTOR CYCLE,31,0.3163265306122449
96,PASSENGER AUTO,3,0.030612244897959183
