st_dbscan_cluster_id,records_total,peak_window_records,distinct_days,severity_sum,severity_mean,unique_vehicles,centroid_lat,centroid_lon,dominant_police_station,dominant_junction_name,unique_vehicle_types,dominant_vehicle_type,records_peak_hour,gap_count,mean_dwell_minutes,median_dwell_minutes,std_dwell_minutes,mu_departures_per_hour,growth_first_half_mean,growth_second_half_mean,growth_pct_change,growth_multiplier,lambda_hr_peak_window,lambda_hr_peak_hour,cluster_label,lat,lon,vehicle_width_avg_m,cluster_label_mu,gap_count_mu,median_dwell_minutes_mu,std_dwell_minutes_mu,blocking_vehicles_L,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,dominant_violation_tag,lat_key,lon_key,geometry_source,road_class,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality,base_saturation_per_lane_pcu_hr,base_capacity_pcu_hr,blocked_width_fraction,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_speed_kmh,free_flow_time_min,V_over_C0,V_over_Cp,delay_minutes_per_vehicle,criticality_factor,stage5_rank,mappls_address
13,1423,483,78,2079,1.460997891777934,1367,13.185280326141953,77.67998198784258,Chikkajala,,9,CAR,132.0,19.0,62.31578947368421,47.0,84.62303570390955,0.962837837822387,93.66666666666667,143.5,0.5320284697452096,1.5320284697452096,0.9113207547169812,1.6923076923076923,POLICE_STATION::Chikkajala,13.185280326141953,77.67998198784258,1.8957835558678846,POLICE_STATION::Chikkajala,19.0,47.0,84.62303570390955,0.9464945372645361,53,0,['NO PARKING'],13.1853,77.68,osmnx,residential,2,7.0,32.21333224576199,4,6.436456086745057e-06,1500.0,3000.0,0.25633553988693636,2230.993380339191,0.25633553988718427,30.0,0.06442666449152183,0.0003037735849055591,0.0004084820523214727,1.1004758521392887e-09,1.2143330939667907,11,
145,298,185,17,582,1.9530201342281879,271,12.965104991610739,77.53820424395974,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",12,SCOOTER,73.0,5.0,486.0,484.0,8.07465169527454,0.12345679012320276,71.5,77.5,0.08391608391491026,1.0839160839149102,0.3490566037735849,4.294117647058823,"BTP016 - 5th Main Road, RPC Layout",12.965104991610739,77.53820424395974,1.2620805369127517,"BTP016 - 5th Main Road, RPC Layout",5.0,484.0,8.07465169527454,2.8273584676702517,13,3,['WRONG PARKING'],12.9651,77.5382,osmnx,tertiary,2,7.0,55.04857105680446,8,0.0006984520322531398,1700.0,3400.0,0.5097648703446174,1666.799440828301,0.5097648703447615,35.0,0.09436897895451925,0.00010266370699220065,0.00020941727914182342,6.535962111787391e-10,1.5051414093424658,12,
23,700,406,46,1098,1.5685714285714285,671,12.997535074571429,77.571064959,Malleshwaram,,12,CAR,122.0,10.0,41.1,18.0,48.55193096057045,1.4598540145630206,94.0,81.0,-0.13829787233895427,1.0,0.7660377358490567,2.652173913043478,POLICE_STATION::Malleshwaram,12.997535074571429,77.571064959,1.5731428571428572,POLICE_STATION::Malleshwaram,10.0,18.0,48.55193096057045,0.5247358487099271,25,1,['WRONG PARKING'],12.9975,77.5711,osmnx,residential,2,7.0,75.12089377734061,4,9.223441572305667e-05,1500.0,3000.0,0.11792635030955577,2646.2209490713326,0.11792635030984977,30.0,0.1502417875546762,0.00025534591194960045,0.00028948366390856413,6.195068502456558e-10,1.2149646655236004,13,
382,411,353,24,769,1.8710462287104623,386,13.071194625790755,77.58817191459855,Kodigehalli,,8,SCOOTER,99.0,10.0,56.8,33.0,52.691175731805416,1.0563380281504167,38.666666666666664,98.33333333333333,1.5431034482359545,2.5431034482359545,0.6660377358490566,4.125,POLICE_STATION::Kodigehalli,13.071194625790755,77.58817191459855,1.1420924574209246,POLICE_STATION::Kodigehalli,10.0,33.0,52.691175731805416,0.6305157226846525,21,0,['WRONG PARKING'],13.0712,77.5882,osmnx,secondary,2,9.0,312.5093325877144,6,0.000491198146259949,1800.0,3600.0,0.08001191678704812,3311.9570995666268,0.08001191678730368,40.0,0.46876399888155995,0.0001850104821802421,0.00020110095506249378,6.194816320119207e-10,1.3607586397893565,14,
348,657,218,14,970,1.4764079147640792,561,12.933367415041863,77.68994128087768,HAL Old Airport,,16,SCOOTER,144.0,48.0,82.89583333333333,65.5,71.083061620231,0.7237999497273832,229.0,214.0,-0.0655021834058275,1.0,0.41132075471698115,10.285714285714286,POLICE_STATION::HAL Old Airport,12.933367415041863,77.68994128087768,1.2987823439878234,POLICE_STATION::HAL Old Airport,48.0,65.5,71.083061620231,0.568279611381051,67,2,['NO PARKING'],12.9334,77.6899,osmnx,tertiary,2,7.0,288.58821164634935,3,0.0007973803623064114,1700.0,3400.0,0.105438789372076,3041.5081161349417,0.10543878937233908,35.0,0.4947226485365848,0.00012097669256378241,0.0001352357906049385,3.6600464620718257e-10,1.1487267784192838,15,
286,396,139,43,466,1.1767676767676767,388,13.191321278434344,77.64629431666667,Chikkajala,,11,CAR,43.0,2.0,220.0,220.0,197.0,0.2727272727260331,64.75,34.25,-0.47104247103519625,1.0,0.2622641509433962,1.0,POLICE_STATION::Chikkajala,13.191321278434344,77.64629431666667,1.870959595959596,POLICE_STATION::Chikkajala,2.0,220.0,197.0,0.9616352166041612,6,0,['NO PARKING'],13.1913,77.6463,osmnx,residential,2,7.0,113.78832329278389,2,0.0,1500.0,3000.0,0.257025805151602,2228.922584545194,0.2570258051518497,30.0,0.22757664658556018,8.74213836477696e-05,0.00011766409150400929,2.784182048173909e-10,1.0714285714183673,16,
131,495,256,42,824,1.6646464646464647,472,12.943914226702026,77.57132933553025,Basavanagudi,BTP108 - Tagore Park Junction,9,SCOOTER,70.0,6.0,80.16666666666667,36.5,117.21976037435932,0.7484407484314123,55.666666666666664,82.0,0.473053892207071,1.473053892207071,0.4830188679245283,1.6666666666666667,BTP108 - Tagore Park Junction,12.943914226702026,77.57132933553025,1.1812121212121214,BTP108 - Tagore Park Junction,6.0,36.5,117.21976037435932,0.6453668754560411,19,0,['WRONG PARKING'],12.9439,77.5713,osmnx,tertiary,2,7.0,147.22934632398545,6,0.01733434171001745,1700.0,3400.0,0.10890216797265244,3029.7326288929817,0.10890216797291452,35.0,0.252393165126825,0.00014206437291893712,0.00015942623560840635,2.728117751433511e-10,1.4847435276261398,17,
123,333,176,20,509,1.5285285285285286,245,12.981368157657657,77.59847802402403,Shivajinagar,BTP042 - Minsk Square Junction (CTO),7,SCOOTER,59.0,13.0,187.84615384615384,193.0,138.6283610420577,0.3194103194086191,71.0,95.5,0.3450704225303511,1.3450704225303511,0.3320754716981132,2.95,BTP042 - Minsk Square Junction (CTO),12.981368157657657,77.59847802402403,0.9633633633633634,BTP042 - Minsk Square Junction (CTO),13.0,193.0,138.6283610420577,1.0396516658362562,43,6,['WRONG PARKING'],12.9814,77.5985,osmnx,residential,2,7.0,123.74213174435968,6,4.956071186793694e-06,1500.0,3000.0,0.1430803321976084,2570.759003407175,0.14308033219789396,30.0,0.2474842634887111,0.00011069182389933416,0.00012917409654419776,2.2044274531802959e-10,1.357179339469837,18,
74,314,246,16,595,1.894904458598726,309,12.981843999681528,77.60897611878981,Shivajinagar,BTP051 - Safina Plaza Junction,10,SCOOTER,88.0,2.0,69.5,69.5,68.5,0.8633093525055638,40.0,137.0,2.4249999999393754,3.4249999999393754,0.4641509433962264,5.5,BTP051 - Safina Plaza Junction,12.981843999681528,77.60897611878981,1.247452229299363,BTP051 - Safina Plaza Junction,2.0,69.5,68.5,0.5376415088189301,5,0,['WRONG PARKING'],12.9818,77.609,osmnx,unclassified,2,7.0,91.07788523570986,4,2.233450262100535e-05,1650.0,3300.0,0.09581172837774798,2983.8212963534315,0.09581172837802199,30.0,0.18215577047141365,0.0001406518010291169,0.00015555587861890925,1.6570317684034812e-10,1.2144501218546617,19,
16,379,191,43,387,1.0211081794195251,352,12.971356912928758,77.59757005382586,Cubbon Park,BTP063 - Siddalingaiah Circle,11,CAR,57.0,15.0,44.4,18.0,68.42494671779681,1.3513513513209157,62.5,32.25,-0.483999999992256,1.0,0.360377358490566,1.3255813953488371,BTP063 - Siddalingaiah Circle,12.971356912928758,77.59757005382586,1.624274406332454,BTP063 - Siddalingaiah Circle,15.0,18.0,68.42494671779681,0.26667924509168245,20,0,['NO PARKING'],12.9714,77.5976,osmnx,residential,2,7.0,136.84936500803127,8,0.000652978470000286,1500.0,3000.0,0.06188003892008563,2814.359883239743,0.061880038920398395,30.0,0.2736987300160534,0.00012012578616348196,0.00012804949382507204,1.0857028548429083e-10,1.5048066716793855,20,
29,621,231,51,700,1.1272141706924315,542,13.03533621900161,77.58903224975846,Hebbala,,7,SCOOTER,60.0,32.0,129.65625,66.5,134.815987872127,0.46276211134856393,56.0,79.4,0.41785714284968123,1.4178571428496811,0.4358490566037736,1.1764705882352942,POLICE_STATION::Hebbala,13.03533621900161,77.58903224975846,1.1207729468599035,POLICE_STATION::Hebbala,32.0,66.5,134.815987872127,0.9418425687267181,66,0,['NO PARKING'],13.0353,77.589,osmnx,tertiary,3,10.5,161.88384932494859,4,0.003065265664471032,1700.0,5100.0,0.1005325401075631,4587.284045451428,0.1005325401077396,35.0,0.27751517027133255,8.546059933405649e-05,9.501244141091492e-05,9.288663445053321e-11,1.236849591251149,21,
56,265,144,9,502,1.8943396226415095,255,12.999429728679246,77.5503542664151,Malleshwaram,BTP027 - Modi Bridge Junction,7,SCOOTER,77.0,,94.4,,,0.635593220338983,7.0,129.0,17.428571426081632,18.428571426081632,0.27169811320754716,8.555555555555555,BTP027 - Modi Bridge Junction,12.999429728679246,77.5503542664151,1.2377358490566037,,,,,0.4274716974406521,10,0,['WRONG PARKING'],12.9994,77.5504,osmnx,tertiary,2,7.0,215.80369731149315,6,0.002146268464405573,1700.0,3400.0,0.07558529204339826,3143.010007052446,0.07558529204367015,35.0,0.3699491953911206,7.991120976690213e-05,8.644519508299708e-05,7.731607747529808e-11,1.3729418588529774,22,
290,135,119,8,256,1.8962962962962964,124,13.071124075555556,77.58794889925926,Kodigehalli,,5,SCOOTER,59.0,3.0,251.66666666666666,328.0,129.00215329813514,0.23841059602554276,7.0,128.0,17.285714283244896,18.285714283244896,0.22452830188679246,7.375,POLICE_STATION::Kodigehalli,13.071124075555556,77.58794889925926,0.9170370370370371,POLICE_STATION::Kodigehalli,3.0,328.0,129.00215329813514,0.9417714845231355,7,1,['WRONG PARKING'],13.0711,77.5879,osmnx,secondary,2,9.0,312.5093325877144,6,0.000491198146259949,1800.0,3600.0,0.09595992573745646,3254.5442673451566,0.09595992573770762,40.0,0.46876399888155995,6.236897274631392e-05,6.898916820384162e-05,7.61889347748671e-11,1.3607586397893565,23,
646,139,88,11,254,1.8273381294964028,139,13.005555866330935,77.68554430352519,K.R. Pura,,10,CAR,31.0,,94.4,,,0.635593220338983,19.0,60.0,2.1578947367285317,3.1578947367285317,0.1660377358490566,2.8181818181818183,POLICE_STATION::K.R. Pura,13.005555866330935,77.68554430352519,1.506474820143885,,,,,0.2612327039915096,0,0,['WRONG PARKING'],13.0056,77.6855,osmnx,tertiary,2,7.0,819.2947925320815,6,0.00019450970294143563,1700.0,3400.0,0.05622007010072715,3208.8517616575277,0.056220070101004715,35.0,1.4045053586263854,4.883462819088463e-05,5.174366040618788e-05,7.437981830690327e-11,1.358574671979068,24,
473,337,207,13,645,1.913946587537092,316,12.939359207121663,77.69632467032642,HAL Old Airport,,11,CAR,94.0,14.0,46.857142857142854,41.5,37.378101195480646,1.2804878048507216,107.5,61.0,-0.4325581395308599,1.0,0.3905660377358491,7.230769230769231,POLICE_STATION::HAL Old Airport,12.939359207121663,77.69632467032642,1.82106824925816,POLICE_STATION::HAL Old Airport,14.0,41.5,37.378101195480646,0.30501347685725716,19,0,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",12.9394,77.6963,osmnx,residential,2,7.0,57.16978007414944,6,0.00012760274191972074,1500.0,3000.0,0.0793500511744628,2761.9498464766116,0.07935005117476968,30.0,0.11433956014829508,0.00013018867924523964,0.00014140953291890814,7.105709546681309e-11,1.3580821598760642,25,
55,298,158,34,439,1.4731543624161074,279,12.94463117718121,77.57114230436243,Basavanagudi,BTP108 - Tagore Park Junction,6,SCOOTER,45.0,5.0,100.8,35.0,101.96156138467083,0.5952380952321901,59.333333333333336,30.0,-0.4943820224635779,1.0,0.2981132075471698,1.3235294117647058,BTP108 - Tagore Park Junction,12.94463117718121,77.57114230436243,1.1255033557046978,BTP108 - Tagore Park Junction,5.0,35.0,101.96156138467084,0.5008301878428192,12,1,['NO PARKING'],12.9446,77.5711,osmnx,tertiary,2,7.0,147.22934632398545,6,0.0019134618477480044,1700.0,3400.0,0.0805265795678258,3126.209629469392,0.08052657956809628,35.0,0.252393165126825,8.76803551609065e-05,9.53593145951869e-05,6.899506534161097e-11,1.3712281346811988,26,
91,278,210,18,420,1.5107913669064748,263,13.071108985251799,77.58809059820145,Kodigehalli,,7,SCOOTER,96.0,5.0,32.2,38.0,16.154256405046937,1.8633540372092126,75.5,63.5,-0.1589403973488882,1.0,0.39622641509433965,5.333333333333333,POLICE_STATION::Kodigehalli,13.071108985251799,77.58809059820145,1.2007194244604318,POLICE_STATION::Kodigehalli,5.0,38.0,16.154256405046937,0.21264150932644843,12,0,['NO PARKING'],13.0711,77.5881,osmnx,secondary,2,9.0,312.5093325877144,6,0.000491198146259949,1800.0,3600.0,0.028369198962942387,3497.870883733407,0.02836919896321244,40.0,0.46876399888155995,0.00011006289308173044,0.00011327645538228652,6.701227398326512e-11,1.3607586397893565,27,
20,374,141,12,630,1.6844919786096257,368,12.965108344385026,77.57599985347593,City Market,BTP082 - KR Market Junction,11,SCOOTER,45.0,1.0,49.0,49.0,0.0,1.2244897958933778,13.0,180.5,12.88461538362426,13.88461538362426,0.2660377358490566,3.75,BTP082 - KR Market Junction,12.965108344385026,77.57599985347593,1.429144385026738,BTP082 - KR Market Junction,1.0,49.0,0.0,0.21726415077039776,6,0,['WRONG PARKING'],12.9651,77.576,osmnx,residential,2,7.0,223.7564041556953,6,0.0597797122854599,1500.0,3000.0,0.0443574058709656,2866.9277823871034,0.04435740587128412,30.0,0.4475128083113757,8.867924528298931e-05,9.279540889845909e-05,6.494523487766822e-11,1.7971902208497719,28,
230,515,191,36,673,1.3067961165048543,414,12.971777659360194,77.6580884973399,Jeevanbheemanagar,,11,SCOOTER,55.0,17.0,120.3529411764706,81.0,127.75801629112593,0.49853372433603366,69.66666666666667,76.5,0.09808612440050586,1.0980861244005058,0.360377358490566,1.5277777777777777,POLICE_STATION::Jeevanbheemanagar,12.971777659360194,77.6580884973399,1.1833009708737863,POLICE_STATION::Jeevanbheemanagar,17.0,81.0,127.75801629112593,0.7228745823517874,51,8,['NO PARKING'],12.9718,77.6581,osmnx,unclassified,2,7.0,37.2838595266391,4,4.344607858552913e-05,1650.0,3300.0,0.12219688499923655,2896.7502795025193,0.12219688499950254,30.0,0.07456771905327572,0.00010920526014862327,0.00012440746482031303,5.3037739962738214e-11,1.2146055273090004,29,
366,328,120,14,535,1.6310975609756098,312,12.969011838370493,77.64492171694344,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",8,CAR,50.0,11.0,71.0,16.0,94.00773662552751,0.8450704225233088,114.0,107.0,-0.061403508771391196,1.0,0.22641509433962265,3.5714285714285716,"BTP148 - 17th Main, Doopanahalli Bus Stop",12.969011838370493,77.64492171694344,1.572560975609756,"BTP148 - 17th Main, Doopanahalli Bus Stop",11.0,16.0,94.00773662552751,0.2679245279886164,15,0,['NO PARKING'],12.969,77.6449,osmnx,residential,2,7.0,160.09582655892333,4,7.75271135648442e-05,1500.0,3000.0,0.06018966529476747,2819.4310041156978,0.06018966529508063,30.0,0.320191653117836,7.54716981131824e-05,8.030524386269082e-05,4.598953880283887e-11,1.2148564028823918,30,
355,80,68,3,151,1.8875,79,13.05385348625,77.59275450875,Kodigehalli,,5,SCOOTER,55.0,1.0,274.0,274.0,0.0,0.21897810218898184,72.0,8.0,-0.8888888888765432,1.0,0.12830188679245283,18.333333333333332,POLICE_STATION::Kodigehalli,13.05385348625,77.59275450875,0.9375,POLICE_STATION::Kodigehalli,1.0,274.0,0.0,0.5859119470120083,1,0,['WRONG PARKING'],13.0539,77.5928,osmnx,residential,2,7.0,364.710740821767,6,0.01963572876611358,1500.0,3000.0,0.07847035003504108,2764.588949894877,0.07847035003534819,30.0,0.7294214816435096,4.276729559747002e-05,4.640902829235612e-05,4.2262253059962464e-11,1.501684380438977,31,
174,393,228,23,627,1.5954198473282444,382,12.998461690839694,77.57099575419848,Malleshwaram,,11,CAR,73.0,8.0,16.25,13.5,13.169567191065923,3.6923076920804734,94.5,102.0,0.07936507936423952,1.0793650793642395,0.43018867924528303,3.1739130434782608,POLICE_STATION::Malleshwaram,12.998461690839694,77.57099575419848,1.5595419847328245,POLICE_STATION::Malleshwaram,8.0,13.5,13.169567191065925,0.11650943393787933,10,0,['WRONG PARKING'],12.9985,77.571,osmnx,residential,2,7.0,82.65380380843382,4,0.0005312007208390695,1500.0,3000.0,0.025957336259660124,2922.12799122102,0.025957336259984753,30.0,0.1653076076168621,0.00014339622641504655,0.00014721760324583872,3.773974075428823e-11,1.2181959618607667,32,
240,593,249,72,822,1.3861720067453627,553,12.957646907944977,77.70153484887044,HAL Old Airport,,18,MOTOR CYCLE,76.0,13.0,40.38461538461539,28.0,48.18480204306119,1.4857142856774967,38.333333333333336,60.5,0.5782608695501322,1.5782608695501321,0.469811320754717,1.0555555555555556,POLICE_STATION::HAL Old Airport,12.957646907944977,77.70153484887044,1.3011804384485666,POLICE_STATION::HAL Old Airport,13.0,28.0,48.18480204306119,0.3162191579952806,30,1,['NO PARKING'],12.9576,77.7015,osmnx,tertiary,2,7.0,37.4506938966808,4,0.0010040549672517953,1700.0,3400.0,0.05877974036962229,3200.148882743284,0.05877974036989919,35.0,0.06420118953716525,0.00013817980022193493,0.00014680920731157697,3.23825262964767e-11,1.2216767123799739,33,
