st_dbscan_cluster_id,cluster_label,stage5_rank,records_total,distinct_days,peak_window_records,records_peak_hour,lambda_hr_peak_window,lambda_hr_peak_hour,mean_dwell_minutes,mu_departures_per_hour,blocking_vehicles_L,road_class,lane_count,carriageway_width_m,base_saturation_per_lane_pcu_hr,base_capacity_pcu_hr,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_time_min,delay_minutes_per_vehicle,growth_first_half_mean,growth_second_half_mean,growth_pct_change,growth_multiplier,criticality_factor,dominant_vehicle_type,dominant_violation_tag,geometry_source,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,unique_vehicles,unique_vehicle_types,centroid_lat,centroid_lon,mappls_address
473,POLICE_STATION::HAL Old Airport,25,337,13,207,94.0,0.3905660377358491,7.230769230769231,46.857142857142854,1.2804878048507216,0.30501347685725716,residential,2,7.0,1500.0,3000.0,2761.9498464766116,0.07935005117476968,0.11433956014829508,7.105709546681309e-11,107.5,61.0,-0.4325581395308599,1.0,1.3580821598760642,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",osmnx,19,0,316,11,12.939359207121663,77.69632467032642,
55,BTP108 - Tagore Park Junction,26,298,34,158,45.0,0.2981132075471698,1.3235294117647058,100.8,0.5952380952321901,0.5008301878428192,tertiary,2,7.0,1700.0,3400.0,3126.209629469392,0.08052657956809628,0.252393165126825,6.899506534161097e-11,59.333333333333336,30.0,-0.4943820224635779,1.0,1.3712281346811988,SCOOTER,['NO PARKING'],osmnx,12,1,279,6,12.94463117718121,77.57114230436243,
91,POLICE_STATION::Kodigehalli,27,278,18,210,96.0,0.39622641509433965,5.333333333333333,32.2,1.8633540372092126,0.21264150932644843,secondary,2,9.0,1800.0,3600.0,3497.870883733407,0.02836919896321244,0.46876399888155995,6.701227398326512e-11,75.5,63.5,-0.1589403973488882,1.0,1.3607586397893565,SCOOTER,['NO PARKING'],osmnx,12,0,263,7,13.071108985251799,77.58809059820145,
20,BTP082 - KR Market Junction,28,374,12,141,45.0,0.2660377358490566,3.75,49.0,1.2244897958933778,0.21726415077039776,residential,2,7.0,1500.0,3000.0,2866.9277823871034,0.04435740587128412,0.4475128083113757,6.494523487766822e-11,13.0,180.5,12.88461538362426,13.88461538362426,1.7971902208497719,SCOOTER,['WRONG PARKING'],osmnx,6,0,368,11,12.965108344385026,77.57599985347593,
230,POLICE_STATION::Jeevanbheemanagar,29,515,36,191,55.0,0.360377358490566,1.5277777777777777,120.3529411764706,0.49853372433603366,0.7228745823517874,unclassified,2,7.0,1650.0,3300.0,2896.7502795025193,0.12219688499950254,0.07456771905327572,5.3037739962738214e-11,69.66666666666667,76.5,0.09808612440050586,1.0980861244005058,1.2146055273090004,SCOOTER,['NO PARKING'],osmnx,51,8,414,11,12.971777659360194,77.6580884973399,
366,"BTP148 - 17th Main, Doopanahalli Bus Stop",30,328,14,120,50.0,0.22641509433962265,3.5714285714285716,71.0,0.8450704225233088,0.2679245279886164,residential,2,7.0,1500.0,3000.0,2819.4310041156978,0.06018966529508063,0.320191653117836,4.598953880283887e-11,114.0,107.0,-0.061403508771391196,1.0,1.2148564028823918,CAR,['NO PARKING'],osmnx,15,0,312,8,12.969011838370493,77.64492171694344,
355,POLICE_STATION::Kodigehalli,31,80,3,68,55.0,0.12830188679245283,18.333333333333332,274.0,0.21897810218898184,0.5859119470120083,residential,2,7.0,1500.0,3000.0,2764.588949894877,0.07847035003534819,0.7294214816435096,4.2262253059962464e-11,72.0,8.0,-0.8888888888765432,1.0,1.501684380438977,SCOOTER,['WRONG PARKING'],osmnx,1,0,79,5,13.05385348625,77.59275450875,
174,POLICE_STATION::Malleshwaram,32,393,23,228,73.0,0.43018867924528303,3.1739130434782608,16.25,3.6923076920804734,0.11650943393787933,residential,2,7.0,1500.0,3000.0,2922.12799122102,0.025957336259984753,0.1653076076168621,3.773974075428823e-11,94.5,102.0,0.07936507936423952,1.0793650793642395,1.2181959618607667,CAR,['WRONG PARKING'],osmnx,10,0,382,11,12.998461690839694,77.57099575419848,
240,POLICE_STATION::HAL Old Airport,33,593,72,249,76.0,0.469811320754717,1.0555555555555556,40.38461538461539,1.4857142856774967,0.3162191579952806,tertiary,2,7.0,1700.0,3400.0,3200.148882743284,0.05877974036989919,0.06420118953716525,3.23825262964767e-11,38.333333333333336,60.5,0.5782608695501322,1.5782608695501321,1.2216767123799739,MOTOR CYCLE,['NO PARKING'],osmnx,30,1,553,18,12.957646907944977,77.70153484887044,
341,BTP032 - Windsor Circle,34,819,28,110,72.0,0.20754716981132076,2.5714285714285716,140.0,0.4285714285683674,0.48427672843322844,residential,2,7.0,1500.0,3000.0,2820.3285188853433,0.059890493705198944,0.2499726506357755,2.9692559292642646e-11,127.0,188.33333333333334,0.4829396325421291,1.4829396325421291,1.3578336532882573,SCOOTER,['WRONG PARKING'],osmnx,141,19,528,8,12.992328987859814,77.5888701927762,
5,POLICE_STATION::K.R. Pura,35,1058,85,340,96.0,0.6415094339622641,1.1294117647058823,14.5625,4.120171673536812,0.1556996855074934,trunk,2,7.0,2100.0,4200.0,4065.839261554089,0.03194303296354273,0.08027072248093875,2.6031571547771172e-11,83.83333333333333,79.28571428571429,-0.054245952853655556,1.0,1.2325584107635075,CAR,['WRONG PARKING'],osmnx,61,1,974,17,13.008494429253307,77.69530268616256,
128,BTP020 - Hosahalli Metro Station,36,369,4,101,89.0,0.19056603773584907,22.25,94.4,0.635593220338983,0.2998238988993463,road,2,7.0,1600.0,3200.0,3080.6554626990655,0.03729516790684284,0.49999999999998335,2.5927879552052804e-11,369.0,369.0,0.0,1.0,1.214285714255102,SCOOTER,['WRONG PARKING'],fallback,28,0,337,5,12.97445318807588,77.54586688075881,
11,BTP032 - Windsor Circle,37,487,15,86,38.0,0.16226415094339622,2.533333333333333,237.43478260869566,0.25270097051715584,0.6421192208688447,residential,2,7.0,1500.0,3000.0,2753.9641753654837,0.0820119415451448,0.2499726506357755,2.5055633229543872e-11,154.0,166.5,0.0811688311683041,1.081168831168304,1.3578336532882573,SCOOTER,['WRONG PARKING'],osmnx,79,11,333,7,12.992327070020535,77.58879523408625,
80,BTP020 - Hosahalli Metro Station,38,146,8,94,48.0,0.17735849056603772,6.0,94.4,0.635593220338983,0.27904402471820344,road,2,7.0,1600.0,3200.0,3068.7673972393372,0.04101018836300674,0.49999999999998335,2.4632866300575572e-11,131.0,15.0,-0.8854961831993474,1.0,1.214285714255102,SCOOTER,['WRONG PARKING'],fallback,8,0,138,6,12.974472561643836,77.54625698219178,
227,POLICE_STATION::HAL Old Airport,39,397,14,181,81.0,0.34150943396226413,5.785714285714286,106.5,0.5633802816848509,0.6061792442127425,tertiary,2,7.0,1700.0,3400.0,2928.7638028642104,0.1385988815107797,0.03503805303112083,2.439987627250384e-11,94.0,151.5,0.611702127653067,1.611702127653067,1.214587759917117,MAXI-CAB,['WRONG PARKING'],osmnx,16,1,373,10,12.964865415365239,77.7177672,
342,"BTP070 - Cholurpalya Junction, Magadi Road",40,266,13,129,46.0,0.24339622641509434,3.5384615384615383,71.53333333333333,0.8387698042753201,0.29018238959520165,residential,2,7.0,1500.0,3000.0,2888.259520241656,0.03724682658643563,0.23580176171891187,2.352102583878796e-11,23.0,121.5,4.2826086954659734,5.2826086954659734,1.4471657306916332,SCOOTER,['NO PARKING'],osmnx,21,0,243,7,12.973605712030075,77.5511454537594,
717,POLICE_STATION::HAL Old Airport,41,205,6,81,34.0,0.15283018867924528,5.666666666666667,195.0,0.3076923076907298,0.4966981115958254,primary,2,7.0,1900.0,3800.0,3345.169904900252,0.1196921302896391,0.19954196012070552,1.6649563268224298e-11,205.0,205.0,0.0,1.0,1.2166722303328596,MAXI-CAB,['WRONG PARKING'],osmnx,2,0,203,8,12.962452163414634,77.71727016780487,
9,POLICE_STATION::K.R. Pura,42,128,13,65,22.0,0.12264150943396226,1.6923076923076923,67.0,0.8955223880463354,0.13694968538370808,tertiary,2,7.0,1700.0,3400.0,3314.5654061036366,0.025127821734511224,1.4045053586263854,1.6621142611820305e-11,27.0,50.5,0.8703703703381345,1.8703703703381345,1.3583870483207807,SCOOTER,['WRONG PARKING'],osmnx,3,0,125,8,13.0057245203125,77.68582747421875,
138,"BTP070 - Cholurpalya Junction, Magadi Road",43,400,19,216,82.0,0.4075471698113208,4.315789473684211,9.0,6.666666665925926,0.06113207546932076,residential,2,7.0,1500.0,3000.0,2976.6431805972366,0.007785606467918593,0.23580176171891187,1.3987583035155062e-11,96.5,103.5,0.07253886010287525,1.0725388601028754,1.4471657306916332,SCOOTER,['NO PARKING'],osmnx,6,1,391,11,12.97358562225,77.55106776925,
244,BTP048 - Shanthala Junction,44,114,8,65,25.0,0.12264150943396226,3.125,94.4,0.635593220338983,0.19295597453918326,primary,2,7.0,1900.0,3800.0,3633.965978122622,0.04369316365219322,0.6873676136236812,1.1515721887508275e-11,71.0,43.0,-0.3943661971775441,1.0,1.449622400502564,PASSENGER AUTO,['NO PARKING'],osmnx,0,0,114,5,12.977461434210525,77.5707952991228,
484,"BTP070 - Cholurpalya Junction, Magadi Road",45,165,9,118,57.0,0.22264150943396227,6.333333333333333,46.0,1.3043478260586012,0.170691823772218,residential,2,7.0,1500.0,3000.0,2932.698652350854,0.022433782550041137,0.23580176171891187,1.1450010757334515e-11,54.0,55.5,0.027777777777263375,1.0277777777772634,1.4468499449132284,SCOOTER,['NO PARKING'],osmnx,5,0,160,7,12.973560944848483,77.55099136,
83,"BTP001 - 10th Cross, Dr. Rajkumar Road",46,199,11,87,29.0,0.1641509433962264,2.6363636363636362,27.0,2.2222222221399175,0.07386792449779717,secondary,2,7.0,1800.0,3600.0,3536.1437511360086,0.017737846906937138,0.7161852050775119,9.717404883558641e-12,18.0,90.5,4.027777777554013,5.027777777554013,1.242869317950409,CAR,['WRONG PARKING'],osmnx,4,0,195,7,13.009942601005024,77.5542728798995,
7,POLICE_STATION::HAL Old Airport,47,344,7,55,39.0,0.10377358490566038,5.571428571428571,150.0,0.3999999999973334,0.25943396161729554,primary,2,7.0,1900.0,3800.0,3646.5547236540565,0.04038033588076395,0.872834125793828,9.43237657719311e-12,339.0,5.0,-0.9852507374602205,1.0,1.2157177660408915,SCOOTER,['NO PARKING'],osmnx,33,0,300,13,12.933763406902168,77.69038360325544,
46,BTP091 - Sirsi Circle,48,124,19,77,26.0,0.14528301886792452,1.368421052631579,94.4,0.635593220338983,0.22857861599257093,residential,2,7.0,1500.0,3000.0,2883.788314259088,0.03873722858062434,0.26801235384112665,9.334061526538835e-12,30.5,31.5,0.03278688524482666,1.0327868852448268,1.35813759413874,SCOOTER,['NO PARKING'],osmnx,5,0,119,9,12.964460171774194,77.55459773548388,
223,POLICE_STATION::HAL Old Airport,49,110,3,60,43.0,0.11320754716981132,14.333333333333334,94.4,0.635593220338983,0.17811320726693838,primary,2,7.0,1900.0,3800.0,3677.4673660519948,0.03224542998657187,0.8612307258517199,8.819832300832858e-12,110.0,110.0,0.0,1.0,1.0714285714183673,SCOOTER,['WRONG PARKING'],osmnx,0,0,110,6,12.933168245454546,77.69180713818182,
90,POLICE_STATION::R.T. Nagar,50,358,20,121,42.0,0.22830188679245284,2.1,90.0,0.6666666666592592,0.3424528296788051,tertiary,2,7.0,1700.0,3400.0,3184.7876646737786,0.06329774568445823,0.07072958826157512,8.382816855732321e-12,23.0,104.0,3.5217391302816634,4.521739130281663,1.505328559203636,SCOOTER,['WRONG PARKING'],osmnx,14,0,342,12,13.021985926536313,77.59267638240223,
595,BTP061 - Bhashyam Circle,51,139,19,63,23.0,0.11886792452830189,1.2105263157894737,138.0,0.4347826086925016,0.2733962257882641,residential,2,7.0,1500.0,3000.0,2862.093661256207,0.04596877958158241,0.285984645846782,7.81613447214533e-12,26.0,43.5,0.6730769230510355,1.6730769230510356,1.3573451684607472,SCOOTER,['NO PARKING'],osmnx,10,0,125,6,12.985420964536377,77.5537002098882,
406,POLICE_STATION::Jnanabharathi,52,108,24,72,32.0,0.13584905660377358,1.3333333333333333,180.0,0.3333333333314815,0.4075471685909433,secondary,2,7.0,1800.0,3600.0,3243.299192493741,0.09908355764087773,0.13362616499871044,7.771699409466232e-12,16.5,25.0,0.5151515151202939,1.515151515120294,1.2803254515952178,CAR,['NO PARKING'],osmnx,4,0,103,6,12.960968301851851,77.51174831574073,
132,BTP061 - Bhashyam Circle,53,79,7,67,37.0,0.12641509433962264,5.285714285714286,94.4,0.635593220338983,0.19889308144808118,residential,2,7.0,1500.0,3000.0,2883.685311878625,0.03877156270744542,0.285984645846782,7.423110831549578e-12,7.0,72.0,9.285714284387755,10.285714284387755,1.362333304507329,CAR,['WRONG PARKING'],osmnx,3,0,76,5,12.985260350632911,77.55388748607595,
363,POLICE_STATION::HAL Old Airport,54,85,2,59,41.0,0.11132075471698114,20.5,94.4,0.635593220338983,0.17514465381248942,primary,2,7.0,1900.0,3800.0,3702.236903502699,0.02572713065744081,0.8612307258517199,6.719487597965181e-12,85.0,85.0,0.0,1.0,1.357237616515214,SCOOTER,['NO PARKING'],osmnx,4,0,81,7,12.933772612941178,77.69099126470589,
151,POLICE_STATION::Hebbala,55,269,23,128,39.0,0.24150943396226415,1.6956521739130435,60.75,0.9876543209713967,0.2445283016432327,tertiary,3,10.5,1700.0,5100.0,4958.313834962582,0.027781600987919708,0.27751517027133255,6.4934875935719975e-12,92.5,42.0,-0.5459459459400438,1.0,1.236849591251149,SCOOTER,['NO PARKING'],osmnx,16,1,247,7,13.035250067286245,77.58898769665427,
550,POLICE_STATION::HAL Old Airport,56,234,5,84,51.0,0.15849056603773584,10.2,180.66666666666666,0.33210332103137213,0.47723270296815645,residential,2,7.0,1500.0,3000.0,2721.789067155561,0.09273697761511546,0.05512676350890084,6.055979071827513e-12,93.0,141.0,0.5161290322525147,1.5161290322525147,1.0714285714183673,SCOOTER,['WRONG PARKING'],osmnx,10,0,223,8,12.963904620512821,77.71733305213675,
575,POLICE_STATION::R.T. Nagar,57,149,5,59,32.0,0.11132075471698114,6.4,192.55555555555554,0.3115983843030558,0.35725716167852495,residential,2,7.0,1500.0,3000.0,2724.196101109824,0.09193463296369464,0.11562130793561351,5.945801782325935e-12,149.0,149.0,0.0,1.0,1.3572603587768246,CAR,['WRONG PARKING'],osmnx,39,0,94,9,13.001403861744967,77.5958219590604,
130,POLICE_STATION::HAL Old Airport,58,99,2,58,35.0,0.10943396226415095,17.5,94.4,0.635593220338983,0.17217610035804043,primary,2,7.0,1900.0,3800.0,3712.2920534780487,0.02308103855866528,0.872834125793828,5.867152670729289e-12,99.0,99.0,0.0,1.0,1.357237616515214,SCOOTER,['WRONG PARKING'],osmnx,0,0,99,5,12.933359587937407,77.69106392381397,
549,BTP042 - Minsk Square Junction (CTO),59,118,10,47,41.0,0.08867924528301886,4.1,289.0,0.20761245674668646,0.42713836272396905,residential,2,7.0,1500.0,3000.0,2814.458541739145,0.061847152753931045,0.2474842634887111,5.0209697752341204e-12,15.0,103.0,5.866666666275555,6.866666666275555,1.357179339469837,SCOOTER,['NO PARKING'],osmnx,8,0,106,7,12.981389222033899,77.59841596101694,
410,POLICE_STATION::K.R. Pura,60,41,5,28,11.0,0.052830188679245285,2.2,228.0,0.2631578947356879,0.20075471621914465,tertiary,2,7.0,1700.0,3400.0,3258.016751594632,0.041759778943037174,1.4045053586263854,4.7598728360908465e-12,16.0,25.0,0.5624999999648438,1.5624999999648437,1.358574671979068,CAR,['WRONG PARKING'],osmnx,1,0,40,7,13.00546916829268,77.68535350487805,
232,BTP032 - Windsor Circle,61,230,15,58,33.0,0.10943396226415095,2.2,165.25,0.36308623297813564,0.3013993702409022,residential,2,7.0,1500.0,3000.0,2887.3402851024453,0.03755323829950574,0.2499726506357755,4.619491573925244e-12,18.0,106.0,4.888888888617284,5.888888888617284,1.3578336532882573,SCOOTER,['WRONG PARKING'],osmnx,33,0,185,7,12.992035426956521,77.58888548869565,
