st_dbscan_cluster_id,cluster_label,records,core_points,noise_points,start_time_ist,end_time_ist,duration_days,latitude_mean,longitude_mean,unique_vehicles,dominant_vehicle_type,dominant_police_station,dominant_junction_name,severity_sum,severity_mean
341,BTP032 - Windsor Circle,819,817,0,2023-12-06 07:41:46+05:30,2024-01-07 08:00:46+05:30,32.013194444444444,12.992328987859812,77.5888701927762,528,SCOOTER,High ground,BTP032 - Windsor Circle,1426.0,1.7411477411477412
37,BTP044 - Sagar Theatre Junction,798,754,0,2024-03-08 08:55:46+05:30,2024-03-21 03:06:46+05:30,12.75763888888889,12.976579355263159,77.57756462882205,766,CAR,Upparpet,BTP044 - Sagar Theatre Junction,1232.0,1.543859649122807
23,POLICE_STATION::Malleshwaram,700,628,0,2023-11-10 11:15:46+05:30,2023-12-27 10:12:46+05:30,46.95625,12.997535074571429,77.57106495900001,671,CAR,Malleshwaram,No Junction,1098.0,1.5685714285714285
348,POLICE_STATION::HAL Old Airport,657,646,0,2023-12-06 05:11:46+05:30,2023-12-22 11:20:46+05:30,16.25625,12.933367415041861,77.68994128087768,561,SCOOTER,HAL Old Airport,No Junction,970.0,1.4764079147640792
29,POLICE_STATION::Hebbala,621,599,0,2023-11-10 08:46:46+05:30,2024-01-06 06:21:46+05:30,56.89930555555556,13.03533621900161,77.58903224975846,542,SCOOTER,Hebbala,No Junction,700.0,1.1272141706924315
15,BTP143 - ASC Junction,616,548,0,2023-11-27 05:07:46+05:30,2024-01-27 03:20:46+05:30,60.925694444444446,12.973468945895338,77.61694256760954,567,CAR,Halasur,No Junction,708.0,1.1493506493506493
240,POLICE_STATION::HAL Old Airport,593,475,0,2023-11-10 04:10:46+05:30,2024-01-27 02:40:46+05:30,77.9375,12.957646907944977,77.70153484887044,553,MOTOR CYCLE,HAL Old Airport,No Junction,822.0,1.3861720067453627
230,POLICE_STATION::Jeevanbheemanagar,515,512,0,2023-12-14 04:44:46+05:30,2024-01-25 07:47:46+05:30,42.12708333333333,12.971777659360194,77.6580884973399,414,SCOOTER,Jeevanbheemanagar,No Junction,673.0,1.3067961165048543
131,BTP108 - Tagore Park Junction,495,440,0,2023-12-19 03:51:46+05:30,2024-02-01 11:33:46+05:30,44.32083333333333,12.943914226702026,77.57132933553024,472,SCOOTER,Basavanagudi,BTP108 - Tagore Park Junction,824.0,1.6646464646464647
11,BTP032 - Windsor Circle,487,482,0,2023-11-14 06:25:46+05:30,2023-12-03 05:08:46+05:30,18.946527777777778,12.992327070020535,77.58879523408625,333,SCOOTER,High ground,BTP032 - Windsor Circle,863.0,1.7720739219712525
382,POLICE_STATION::Kodigehalli,411,394,0,2023-12-02 11:21:46+05:30,2024-01-06 05:02:46+05:30,34.736805555555556,13.071194625790755,77.58817191459853,386,SCOOTER,Kodigehalli,No Junction,769.0,1.8710462287104623
138,"BTP070 - Cholurpalya Junction, Magadi Road",400,395,0,2024-01-10 11:58:46+05:30,2024-02-01 10:15:46+05:30,21.928472222222222,12.973585622249997,77.55106776925,391,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",423.0,1.0575
227,POLICE_STATION::HAL Old Airport,397,381,0,2024-01-10 03:13:46+05:30,2024-01-25 09:12:46+05:30,15.249305555555555,12.964865415365239,77.7177672,373,MAXI-CAB,HAL Old Airport,No Junction,773.0,1.9471032745591939
413,POLICE_STATION::Mahadevapura,396,394,0,2023-12-13 04:40:46+05:30,2024-01-07 01:14:46+05:30,24.856944444444444,13.000211981228762,77.67687500649572,365,PASSENGER AUTO,Mahadevapura,No Junction,703.0,1.7752525252525253
286,POLICE_STATION::Chikkajala,396,388,0,2023-12-04 01:21:46+05:30,2024-01-24 06:49:46+05:30,51.227777777777774,13.191321278434344,77.64629431666667,388,CAR,Chikkajala,No Junction,466.0,1.1767676767676767
174,POLICE_STATION::Malleshwaram,393,338,0,2024-01-10 05:38:46+05:30,2024-02-01 10:23:46+05:30,22.197916666666668,12.998461690839694,77.57099575419848,382,CAR,Malleshwaram,No Junction,627.0,1.5954198473282444
16,BTP063 - Siddalingaiah Circle,379,356,0,2023-11-11 08:31:46+05:30,2023-12-27 07:24:46+05:30,45.953472222222224,12.971356912928758,77.59757005382585,352,CAR,Cubbon Park,BTP063 - Siddalingaiah Circle,387.0,1.0211081794195251
20,BTP082 - KR Market Junction,374,355,0,2024-03-09 11:19:46+05:30,2024-03-20 10:39:46+05:30,10.972222222222221,12.965108344385026,77.57599985347592,368,SCOOTER,City Market,BTP082 - KR Market Junction,630.0,1.6844919786096257
128,BTP020 - Hosahalli Metro Station,369,369,0,2024-01-29 10:27:46+05:30,2024-02-01 10:13:46+05:30,2.9902777777777776,12.974453188075882,77.54586688075881,337,SCOOTER,Vijayanagara,BTP020 - Hosahalli Metro Station,629.0,1.7046070460704608
90,POLICE_STATION::R.T. Nagar,358,332,0,2023-12-03 06:00:46+05:30,2023-12-27 06:20:46+05:30,24.01388888888889,13.021985926536313,77.59267638240223,342,SCOOTER,R.T. Nagar,No Junction,658.0,1.8379888268156424
7,POLICE_STATION::HAL Old Airport,344,328,0,2024-03-12 03:14:46+05:30,2024-03-21 09:29:46+05:30,9.260416666666666,12.933763406902164,77.69038360325544,300,SCOOTER,HAL Old Airport,No Junction,765.0,2.2238372093023258
473,POLICE_STATION::HAL Old Airport,337,325,0,2023-12-03 10:00:46+05:30,2023-12-18 06:55:46+05:30,14.871527777777779,12.93935920712166,77.69632467032642,316,CAR,HAL Old Airport,No Junction,645.0,1.913946587537092
165,BTP104 - Medical College Circle,335,296,0,2024-01-03 12:15:46+05:30,2024-02-02 16:36:46+05:30,30.18125,12.959297089850745,77.57687235044776,322,SCOOTER,City Market,BTP104 - Medical College Circle,646.0,1.9283582089552238
123,BTP042 - Minsk Square Junction (CTO),333,326,0,2023-11-10 02:41:46+05:30,2023-12-03 04:19:46+05:30,23.068055555555556,12.981368157657657,77.59847802402403,245,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),509.0,1.5285285285285286
366,"BTP148 - 17th Main, Doopanahalli Bus Stop",328,298,0,2023-11-27 04:47:46+05:30,2023-12-12 10:07:46+05:30,15.222222222222221,12.969011838370493,77.64492171694344,312,CAR,Jeevanbheemanagar,No Junction,535.0,1.6310975609756098
49,BTP074 - Leprosy Hospital Junction,322,309,0,2023-11-10 08:03:46+05:30,2023-12-01 06:43:46+05:30,20.944444444444443,12.97569547518514,77.55977060421306,303,SCOOTER,Magadi Road,No Junction,523.0,1.624223602484472
74,BTP051 - Safina Plaza Junction,314,296,0,2024-03-05 11:01:46+05:30,2024-03-22 05:48:46+05:30,16.78263888888889,12.981843999681528,77.6089761187898,309,SCOOTER,Shivajinagar,BTP051 - Safina Plaza Junction,595.0,1.894904458598726
145,"BTP016 - 5th Main Road, RPC Layout",298,281,0,2024-01-10 07:50:46+05:30,2024-02-02 13:02:46+05:30,23.216666666666665,12.965104991610739,77.53820424395973,271,SCOOTER,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",582.0,1.9530201342281879
55,BTP108 - Tagore Park Junction,298,242,0,2023-11-10 04:42:46+05:30,2023-12-19 11:18:46+05:30,39.275,12.94463117718121,77.57114230436243,279,SCOOTER,Basavanagudi,BTP108 - Tagore Park Junction,439.0,1.4731543624161074
299,POLICE_STATION::Mahadevapura,292,265,0,2023-12-13 03:39:46+05:30,2024-01-19 10:40:46+05:30,37.29236111111111,12.9961715056367,77.66846079468526,271,PASSENGER AUTO,Mahadevapura,No Junction,584.0,2.0
91,POLICE_STATION::Kodigehalli,278,256,0,2023-11-10 05:55:46+05:30,2023-11-28 10:50:46+05:30,18.20486111111111,13.071108985251799,77.58809059820145,263,SCOOTER,Kodigehalli,No Junction,420.0,1.5107913669064748
151,POLICE_STATION::Hebbala,269,262,0,2024-01-10 03:24:46+05:30,2024-02-04 04:35:46+05:30,25.049305555555556,13.035250067286245,77.58898769665429,247,SCOOTER,Hebbala,No Junction,340.0,1.2639405204460967
342,"BTP070 - Cholurpalya Junction, Magadi Road",266,261,0,2023-12-23 04:06:46+05:30,2024-01-05 10:00:46+05:30,13.245833333333334,12.973605712030075,77.5511454537594,243,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",278.0,1.0451127819548873
56,BTP027 - Modi Bridge Junction,265,249,0,2024-03-10 10:13:46+05:30,2024-03-19 07:08:46+05:30,8.871527777777779,12.999429728679244,77.55035426641508,255,SCOOTER,Malleshwaram,BTP027 - Modi Bridge Junction,502.0,1.8943396226415095
550,POLICE_STATION::HAL Old Airport,234,231,0,2023-12-09 06:07:46+05:30,2023-12-14 05:34:46+05:30,4.977083333333334,12.963904620512821,77.71733305213675,223,SCOOTER,HAL Old Airport,No Junction,461.0,1.9700854700854702
639,POLICE_STATION::HAL Old Airport,233,208,0,2023-12-22 07:12:46+05:30,2024-01-06 12:00:46+05:30,15.2,12.939469399820073,77.69590168597882,228,CAR,HAL Old Airport,No Junction,464.0,1.9914163090128756
232,BTP032 - Windsor Circle,230,221,0,2024-01-10 06:13:46+05:30,2024-01-25 05:17:46+05:30,14.96111111111111,12.992035426956523,77.58888548869565,185,SCOOTER,High ground,BTP032 - Windsor Circle,407.0,1.7695652173913043
4,POLICE_STATION::Pulikeshinagar(F.Town),227,203,0,2023-11-11 02:38:46+05:30,2023-12-10 13:38:46+05:30,29.458333333333332,12.99553091585903,77.61257689030838,214,SCOOTER,Pulikeshinagar(F.Town),No Junction,324.0,1.4273127753303965
365,POLICE_STATION::HAL Old Airport,222,221,0,2023-11-14 02:26:46+05:30,2023-11-18 05:57:46+05:30,4.146527777777778,12.934144997700978,77.69071524913757,211,SCOOTER,HAL Old Airport,No Junction,246.0,1.1081081081081081
76,POLICE_STATION::Electronic City,212,182,0,2023-11-11 12:11:46+05:30,2023-12-03 10:11:46+05:30,21.916666666666668,12.84208351556604,77.64555589999999,206,SCOOTER,Electronic City,No Junction,358.0,1.6886792452830188
717,POLICE_STATION::HAL Old Airport,205,199,0,2024-01-01 09:45:46+05:30,2024-01-06 10:30:46+05:30,5.03125,12.962452163414634,77.71727016780488,203,MAXI-CAB,HAL Old Airport,No Junction,402.0,1.9609756097560975
360,POLICE_STATION::Mahadevapura,205,185,0,2023-11-11 09:48:46+05:30,2023-12-03 01:23:46+05:30,21.649305555555557,12.996214841951218,77.6685580614634,194,CAR,Mahadevapura,No Junction,393.0,1.9170731707317072
67,BTP100 - Richmond Circle,205,193,0,2023-11-29 09:14:46+05:30,2023-12-12 04:13:46+05:30,12.790972222222223,12.962080470731706,77.59836174439025,178,SCOOTER,Ashok Nagar,BTP100 - Richmond Circle,226.0,1.102439024390244
124,POLICE_STATION::Yelahanka,201,182,0,2023-11-30 02:09:46+05:30,2023-12-28 04:40:46+05:30,28.104861111111113,13.096978499502487,77.59961406169154,177,SCOOTER,Yelahanka,No Junction,332.0,1.6517412935323383
83,"BTP001 - 10th Cross, Dr. Rajkumar Road",199,189,0,2024-03-08 11:13:46+05:30,2024-03-20 14:34:46+05:30,12.139583333333333,13.009942601005024,77.5542728798995,195,CAR,Malleshwaram,No Junction,301.0,1.5125628140703518
391,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",192,168,0,2023-12-06 08:34:46+05:30,2023-12-24 03:03:46+05:30,17.770138888888887,12.992333326641583,77.55323286318433,173,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",358.0,1.8645833333333333
34,BTP220 - Puttanna Junction,188,135,0,2023-11-10 08:56:46+05:30,2023-12-01 12:53:46+05:30,21.164583333333333,12.928646611702131,77.58354133404255,187,CAR,Jayanagara,BTP220 - Puttanna Junction,217.0,1.1542553191489362
270,BTP042 - Minsk Square Junction (CTO),183,178,0,2024-01-12 03:36:46+05:30,2024-01-21 03:09:46+05:30,8.98125,12.981231009289617,77.59848063715847,123,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),308.0,1.6830601092896176
454,BTP074 - Leprosy Hospital Junction,176,153,0,2023-12-17 04:44:46+05:30,2024-01-06 13:15:46+05:30,20.354861111111113,12.975744135409672,77.5596741097618,167,SCOOTER,Magadi Road,No Junction,277.0,1.5738636363636365
323,BTP096 - Gali Anjaneya Temple,175,163,0,2023-12-12 10:25:46+05:30,2024-01-03 01:33:46+05:30,21.630555555555556,12.953190102285713,77.54218438857143,171,SCOOTER,Byatarayanapura,BTP096 - Gali Anjaneya Temple,289.0,1.6514285714285715
276,POLICE_STATION::Pulikeshinagar(F.Town),171,150,0,2024-01-05 05:58:46+05:30,2024-01-24 03:38:46+05:30,18.90277777777778,12.99590419883041,77.61324382865497,159,SCOOTER,Pulikeshinagar(F.Town),No Junction,199.0,1.1637426900584795
95,POLICE_STATION::Shivajinagar,167,161,0,2023-11-15 06:51:46+05:30,2023-11-25 08:27:46+05:30,10.066666666666666,12.989516321556888,77.59926662395209,149,CAR,Shivajinagar,No Junction,304.0,1.8203592814371257
484,"BTP070 - Cholurpalya Junction, Magadi Road",165,162,0,2023-11-10 10:56:46+05:30,2023-11-20 06:59:46+05:30,9.835416666666667,12.973560944848483,77.55099136000001,160,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",181.0,1.096969696969697
206,"BTP095 - Satellite Bus Stand, Mysore Road",162,154,0,2024-01-12 09:53:46+05:30,2024-01-28 10:33:46+05:30,16.02777777777778,12.953292750154924,77.54247975876544,153,SCOOTER,Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",278.0,1.7160493827160495
638,POLICE_STATION::HSR Layout,151,139,0,2023-12-22 11:36:46+05:30,2024-01-11 13:09:46+05:30,20.064583333333335,12.912490950331126,77.63469243708609,148,MOTOR CYCLE,HSR Layout,No Junction,221.0,1.4635761589403973
575,POLICE_STATION::R.T. Nagar,149,146,0,2023-12-12 02:06:46+05:30,2023-12-16 11:41:46+05:30,4.399305555555555,13.001403861744967,77.5958219590604,94,CAR,R.T. Nagar,No Junction,291.0,1.9530201342281879
262,POLICE_STATION::Malleshwaram,148,131,0,2024-01-09 13:08:46+05:30,2024-01-24 02:29:46+05:30,14.55625,13.007132071621623,77.5704680777027,138,CAR,Malleshwaram,No Junction,236.0,1.5945945945945945
97,BTP048 - Shanthala Junction,148,136,0,2023-11-17 00:44:46+05:30,2023-12-03 15:17:46+05:30,16.60625,12.976944883783784,77.57076306554055,144,PASSENGER AUTO,Chamarajpet,BTP048 - Shanthala Junction,210.0,1.4189189189189189
80,BTP020 - Hosahalli Metro Station,146,143,0,2024-03-11 11:09:46+05:30,2024-03-20 03:20:46+05:30,8.674305555555556,12.974472561643836,77.54625698219178,138,SCOOTER,Vijayanagara,BTP020 - Hosahalli Metro Station,295.0,2.0205479452054793
10,POLICE_STATION::HAL Old Airport,146,134,0,2023-11-16 01:45:46+05:30,2023-11-24 02:09:46+05:30,8.016666666666667,12.938897020651956,77.6974747171149,144,CAR,HAL Old Airport,No Junction,255.0,1.7465753424657535
221,POLICE_STATION::K.R. Pura,145,139,0,2024-01-12 07:36:46+05:30,2024-01-26 02:29:46+05:30,13.786805555555556,13.005724898209584,77.68587213684212,142,CAR,K.R. Pura,No Junction,281.0,1.9379310344827587
100,POLICE_STATION::Chikkajala,144,124,0,2024-03-10 12:16:46+05:30,2024-03-16 02:41:46+05:30,5.600694444444445,13.185167209722222,77.68018128819443,144,CAR,Chikkajala,No Junction,225.0,1.5625
393,BTP135 - UCO Bank Junction,142,136,0,2023-12-17 10:02:46+05:30,2024-01-02 11:20:46+05:30,16.054166666666667,12.936107884507042,77.61601190704225,134,SCOOTER,Adugodi,BTP135 - UCO Bank Junction,150.0,1.056338028169014
103,BTP104 - Medical College Circle,141,113,0,2023-11-11 02:17:46+05:30,2023-11-28 07:17:46+05:30,17.208333333333332,12.9595412070922,77.57740102553191,134,SCOOTER,City Market,BTP104 - Medical College Circle,299.0,2.120567375886525
646,POLICE_STATION::K.R. Pura,139,132,0,2023-12-24 00:48:46+05:30,2024-01-06 08:45:46+05:30,13.33125,13.005555866330937,77.68554430352519,139,CAR,K.R. Pura,No Junction,254.0,1.8273381294964028
595,BTP061 - Bhashyam Circle,139,108,0,2023-12-12 04:56:46+05:30,2024-01-03 05:43:46+05:30,22.03263888888889,12.985420964536376,77.5537002098882,125,SCOOTER,Rajajinagar,BTP061 - Bhashyam Circle,185.0,1.330935251798561
290,POLICE_STATION::Kodigehalli,135,126,0,2024-01-11 03:41:46+05:30,2024-01-21 09:12:46+05:30,10.229861111111111,13.071124075555554,77.58794889925926,124,SCOOTER,Kodigehalli,No Junction,256.0,1.8962962962962964
563,POLICE_STATION::Malleshwaram,132,100,0,2023-12-22 03:54:46+05:30,2024-01-05 06:41:46+05:30,14.115972222222222,12.998955842424241,77.57006857424244,130,CAR,Malleshwaram,No Junction,233.0,1.7651515151515151
658,"BTP189 - New Diagonal Road, Jayanagar",130,116,0,2023-12-22 09:48:46+05:30,2023-12-31 13:21:46+05:30,9.147916666666667,12.928310980000001,77.58075038615385,97,SCOOTER,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",137.0,1.0538461538461539
184,"BTP148 - 17th Main, Doopanahalli Bus Stop",130,108,0,2024-01-10 08:38:46+05:30,2024-01-19 05:20:46+05:30,8.8625,12.95953097923077,77.64660686461539,123,MAXI-CAB,Jeevanbheemanagar,No Junction,136.0,1.0461538461538462
9,POLICE_STATION::K.R. Pura,128,124,0,2023-11-10 11:52:46+05:30,2023-11-23 00:40:46+05:30,12.533333333333333,13.0057245203125,77.68582747421875,125,SCOOTER,K.R. Pura,No Junction,199.0,1.5546875
46,BTP091 - Sirsi Circle,124,110,0,2023-11-13 02:25:46+05:30,2023-12-05 12:16:46+05:30,22.410416666666666,12.964460171774194,77.55459773548385,119,SCOOTER,Magadi Road,No Junction,174.0,1.403225806451613
52,BTP010 - Rajajinagar Entrance,123,105,0,2023-11-17 13:15:46+05:30,2023-12-05 12:01:46+05:30,17.948611111111113,12.980539939009102,77.55731931536583,120,SCOOTER,Magadi Road,BTP010 - Rajajinagar Entrance,159.0,1.2926829268292683
347,"BTP148 - 17th Main, Doopanahalli Bus Stop",122,110,0,2024-01-13 07:45:46+05:30,2024-01-22 12:18:46+05:30,9.189583333333333,12.970347181732812,77.64493689027049,117,CAR,Jeevanbheemanagar,No Junction,189.0,1.5491803278688525
632,"BTP148 - 17th Main, Doopanahalli Bus Stop",122,90,0,2023-12-17 03:58:46+05:30,2024-01-07 08:08:46+05:30,21.17361111111111,12.95958451885246,77.6453094581967,120,MAXI-CAB,Jeevanbheemanagar,No Junction,130.0,1.0655737704918034
47,POLICE_STATION::Hulimavu,121,105,0,2023-11-28 02:21:46+05:30,2023-12-17 02:54:46+05:30,19.022916666666667,12.892124729808328,77.63798691754414,103,CAR,Hulimavu,No Junction,236.0,1.9504132231404958
549,BTP042 - Minsk Square Junction (CTO),118,105,0,2023-12-07 08:35:46+05:30,2023-12-16 09:00:46+05:30,9.01736111111111,12.981389222033899,77.59841596101694,106,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),176.0,1.4915254237288136
272,POLICE_STATION::Halasur,118,99,0,2024-01-07 07:57:46+05:30,2024-01-20 10:41:46+05:30,13.113888888888889,12.973449623039487,77.62197173472177,98,CAR,Halasur,No Junction,138.0,1.1694915254237288
110,BTP057 - Anand Rao Junction,117,102,0,2023-11-10 07:47:46+05:30,2023-11-21 05:14:46+05:30,10.89375,12.987958257264957,77.57406626324786,113,CAR,Sheshadripuram,No Junction,150.0,1.2820512820512822
434,POLICE_STATION::Jeevanbheemanagar,116,113,0,2023-12-04 05:28:46+05:30,2023-12-17 12:10:46+05:30,13.279166666666667,12.959644167241379,77.6490072836207,112,PASSENGER AUTO,Jeevanbheemanagar,No Junction,122.0,1.0517241379310345
359,POLICE_STATION::Halasur,116,103,0,2023-11-12 05:02:46+05:30,2023-11-26 08:07:46+05:30,14.128472222222221,12.973447327586205,77.61519790258622,115,PASSENGER AUTO,Halasur,No Junction,119.0,1.0258620689655173
77,POLICE_STATION::HAL Old Airport,114,111,0,2024-03-12 07:38:46+05:30,2024-03-16 04:14:46+05:30,3.8583333333333334,12.930072449513844,77.68511057306026,111,PASSENGER AUTO,HAL Old Airport,No Junction,440.0,3.8596491228070176
603,POLICE_STATION::Kodigehalli,114,98,0,2023-12-20 03:48:46+05:30,2024-01-06 02:27:46+05:30,16.94375,13.050160621929823,77.5930767368421,110,CAR,Kodigehalli,No Junction,166.0,1.456140350877193
244,BTP048 - Shanthala Junction,114,113,0,2024-01-16 00:46:46+05:30,2024-01-24 04:59:46+05:30,8.175694444444444,12.977461434210523,77.57079529912282,114,PASSENGER AUTO,Chamarajpet,BTP048 - Shanthala Junction,148.0,1.2982456140350878
357,"BTP163 - 16th Main Road, BTM Layout",114,102,0,2023-11-14 12:43:46+05:30,2023-11-23 14:03:46+05:30,9.055555555555555,12.91371297982456,77.60691099473685,110,SCOOTER,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",114.0,1.0
104,POLICE_STATION::Mahadevapura,113,104,0,2024-03-12 01:14:46+05:30,2024-03-19 02:08:46+05:30,7.0375,13.000369847746278,77.67703044627365,111,PASSENGER AUTO,Mahadevapura,No Junction,173.0,1.5309734513274336
553,BTP048 - Shanthala Junction,113,100,0,2023-12-06 04:23:46+05:30,2023-12-20 02:11:46+05:30,13.908333333333333,12.97705207699115,77.57076004955752,111,PASSENGER AUTO,Chamarajpet,BTP048 - Shanthala Junction,131.0,1.1592920353982301
223,POLICE_STATION::HAL Old Airport,110,101,0,2024-01-23 08:56:46+05:30,2024-01-25 11:29:46+05:30,2.10625,12.933168245454546,77.69180713818182,110,SCOOTER,HAL Old Airport,No Junction,205.0,1.8636363636363635
171,POLICE_STATION::HAL Old Airport,109,91,0,2024-01-10 02:54:46+05:30,2024-01-27 04:19:46+05:30,17.05902777777778,12.97197022293578,77.71176844220184,108,CAR,HAL Old Airport,No Junction,169.0,1.5504587155963303
226,POLICE_STATION::HAL Old Airport,108,90,0,2024-01-10 10:39:46+05:30,2024-01-26 10:53:46+05:30,16.009722222222223,12.938402515740744,77.69788902592592,104,SCOOTER,HAL Old Airport,No Junction,192.0,1.7777777777777777
406,POLICE_STATION::Jnanabharathi,108,90,0,2023-12-09 11:13:46+05:30,2024-01-05 10:49:46+05:30,26.983333333333334,12.96096830185185,77.51174831574073,103,CAR,Jnanabharathi,No Junction,184.0,1.7037037037037037
544,POLICE_STATION::HSR Layout,107,100,0,2023-12-06 13:02:46+05:30,2023-12-22 11:30:46+05:30,15.936111111111112,12.912439947945618,77.63433801917418,104,MOTOR CYCLE,HSR Layout,No Junction,174.0,1.6261682242990654
364,BTP135 - UCO Bank Junction,106,94,0,2023-11-12 06:41:46+05:30,2023-11-21 13:39:46+05:30,9.290277777777778,12.935766726415093,77.61600658018868,104,SCOOTER,Adugodi,BTP135 - UCO Bank Junction,126.0,1.1886792452830188
653,POLICE_STATION::Ashok Nagar,105,101,0,2023-12-26 01:15:46+05:30,2024-01-07 13:35:46+05:30,12.51388888888889,12.97015036952381,77.6067255304762,85,SCOOTER,Ashok Nagar,No Junction,109.0,1.0380952380952382
120,POLICE_STATION::K.R. Pura,103,88,0,2023-11-28 00:14:46+05:30,2023-12-11 13:35:46+05:30,13.55625,13.005869096116502,77.68609715825244,99,SCOOTER,K.R. Pura,No Junction,178.0,1.7281553398058251
690,BTP042 - Minsk Square Junction (CTO),103,95,0,2023-12-28 05:14:46+05:30,2024-01-07 12:37:46+05:30,10.307638888888889,12.981302880582524,77.59837369708738,89,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),153.0,1.4854368932038835
64,"BTP080 - NR Road, SP Road Junction",102,94,0,2024-03-09 06:50:46+05:30,2024-03-18 11:31:46+05:30,9.19513888888889,12.96430147647059,77.58299856470587,101,SCOOTER,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",161.0,1.5784313725490196
241,BTP172 - Nanjappa Circle,102,97,0,2024-01-14 07:36:46+05:30,2024-01-25 03:37:46+05:30,10.834027777777777,12.961897985294119,77.59917252647058,94,MOTOR CYCLE,Ashok Nagar,BTP172 - Nanjappa Circle,106.0,1.0392156862745099
130,POLICE_STATION::HAL Old Airport,99,99,0,2024-01-30 02:26:46+05:30,2024-01-31 08:23:46+05:30,1.2479166666666666,12.933359587937408,77.69106392381399,99,SCOOTER,HAL Old Airport,No Junction,188.0,1.898989898989899
96,POLICE_STATION::HAL Old Airport,98,91,0,2023-11-25 09:30:46+05:30,2023-12-02 06:49:46+05:30,6.888194444444444,12.933721112840656,77.69087792219547,91,SCOOTER,HAL Old Airport,No Junction,174.0,1.7755102040816326
234,POLICE_STATION::Bellandur,97,92,0,2024-01-17 01:57:46+05:30,2024-01-25 05:06:46+05:30,8.13125,12.92758724845361,77.6799350030928,94,MAXI-CAB,Bellandur,No Junction,165.0,1.7010309278350515
