cluster_key,week_start,records_week,active_days_week,severity_sum_week,severity_mean_week,peak_window_records_week,unique_vehicles_week,unique_vehicle_types_week,dominant_vehicle_type_week,records_per_active_day_week,peak_window_ratio_week,repeat_vehicle_ratio_week,prev_records_week,weekly_growth_pct,growth_surge_week,weekly_pressure_raw,week_index,hotspot_age_weeks,lag1_pressure_raw,lag2_pressure_raw,rolling_4w_mean_pressure_raw,rolling_4w_std_pressure_raw,rolling_4w_mean_records_week,rolling_4w_mean_severity_week,rolling_4w_mean_growth_week,rolling_4w_trend_slope_records_week,rolling_4w_pressure_acceleration,cluster_label,cluster_label_display,risk_band,ccs_score,delay_minutes_per_vehicle,records_total,distinct_days,severity_sum,severity_mean,growth_pct_change,growth_multiplier,criticality_factor,context_multiplier,layer_b_priority_boost,layer_b_alert_flag,validation_uncertainty,resurgence_score,persistence_score,anomaly_score,rop,tvs,vdi,nearby_sensitive_poi_count,road_class,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality,geometry_source,mappls_address,road_node_id,road_node_distance_m,road_node_degree,road_node_betweenness,source_pressure_score,source_pressure_norm,spillover_out_score,spillover_in_score,spillover_total_score,propagation_radius_m,network_pagerank,network_component_id,network_component_size,neighbor_count,in_neighbor_count,out_neighbor_count,influence_asymmetry,network_vulnerability_score,layer_d_alert_flag,dominant_vehicle_type,current_week_risk_raw,target_next_week_risk_raw,target_next_week_records_week,target_next_week_growth_surge_week,escalation_flag
11,2023-11-20,154,4,242,1.5714285714285714,5,131,5,SCOOTER,38.5,0.032467532467532464,0.14935064935064934,154.0,0.0,0.0,7.742149100976066,1,2,10.103313368552719,10.103313368552719,8.922731234764392,1.180582133788326,154.0,273.5,0.0,0.0,-1.1805821337883273,BTP032 - Windsor Circle,BTP032 - Windsor Circle (Cluster 11),Critical,6.863548179986542,60.0,487,15,863,1.7720739219712525,0.0811688311683041,1.081168831168304,1.3934788593777991,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residential,2,7.0,124.98632531789193,6,9.384352974474292e-05,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,7.742149100976066,10.366597636753424,179.0,0.1623376623366082,1
110,2023-11-06,28,3,32,1.1428571428571428,18,28,4,SCOOTER,9.333333333333334,0.6428571428571429,0.0,,0.0,0.0,5.46670169949845,0,1,5.46670169949845,5.46670169949845,5.46670169949845,0.0,28.0,32.0,0.0,0.0,0.0,BTP057 - Anand Rao Junction,BTP057 - Anand Rao Junction (Cluster 110),Critical,4.301555360824368,36.07789576528267,117,11,150,1.2820512820512822,0.5892857142646684,1.5892857142646684,1.5505362784341823,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,7.0,75.59882311339844,6,0.0238005020416028,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,CAR,5.46670169949845,21.585001739370632,88.0,2.1428571427806125,1
110,2023-11-13,88,7,117,1.3295454545454546,32,86,8,CAR,12.571428571428571,0.36363636363636365,0.022727272727272728,28.0,2.1428571427806125,2.1428571427806125,21.585001739370632,1,2,5.46670169949845,5.46670169949845,13.525851719434542,8.05915001993609,58.0,74.5,1.0714285713903062,59.99999999999998,8.05915001993609,BTP057 - Anand Rao Junction,BTP057 - Anand Rao Junction (Cluster 110),Critical,4.301555360824368,36.07789576528267,117,11,150,1.2820512820512822,0.5892857142646684,1.5892857142646684,1.5505362784341823,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary,2,7.0,75.59882311339844,6,0.0238005020416028,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,CAR,21.585001739370632,0.8317766166719344,1.0,0.0,0
111,2023-11-06,7,1,9,1.2857142857142858,6,7,4,CAR,7.0,0.8571428571428571,0.0,,0.0,0.0,3.734507258527052,0,1,3.734507258527052,3.734507258527052,3.734507258527052,0.0,7.0,9.0,0.0,0.0,0.0,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 111),High,2.141178755888113,60.0,23,7,39,1.6956521739130437,1.2857142855306125,2.285714285530612,1.3675823757771448,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trunk,2,7.0,335.3800676129379,4,0.019904515172296,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,3.734507258527052,9.460908844570326,16.0,1.2857142855306123,1
114,2023-11-06,19,3,22,1.1578947368421053,9,19,4,SCOOTER,6.333333333333333,0.47368421052631576,0.0,,0.0,0.0,4.5633052000757335,0,1,4.5633052000757335,4.5633052000757335,4.5633052000757335,0.0,19.0,22.0,0.0,0.0,0.0,"BTP115 - Sahasra Hospital, Jayanagar","BTP115 - Sahasra Hospital, Jayanagar (Cluster 114)",Moderate,0.7371957995262121,60.0,32,7,38,1.1875,-0.31578947366759,1.0,1.3299593842206898,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,primary,2,7.0,97.50217798588945,3,0.0260853795878364,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,4.5633052000757335,4.047595620332989,13.0,0.0,0
115,2023-11-06,1,1,1,1.0,1,1,1,CAR,1.0,1.0,0.0,,0.0,0.0,1.2476649250079015,0,1,1.2476649250079015,1.2476649250079015,1.2476649250079015,0.0,1.0,1.0,0.0,0.0,0.0,BTP166 - Coffee Board Junction,BTP166 - Coffee Board Junction (Cluster 115),High,1.6862774446312765,60.0,23,4,38,1.6521739130434785,8.0,9.0,1.2357963710311128,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tertiary,2,7.0,263.5918360068611,4,1.2390177966984236e-05,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,CAR,1.2476649250079015,25.712348229385945,22.0,20.999999979,1
12,2023-11-20,2,1,2,1.0,0,2,1,SCOOTER,2.0,0.0,0.0,,0.0,0.0,1.3183347464017316,0,1,1.3183347464017316,1.3183347464017316,1.3183347464017316,0.0,2.0,2.0,0.0,0.0,0.0,POLICE_STATION::Banashankari,POLICE_STATION::Banashankari (Cluster 12),High,2.3245022613791013,60.0,31,5,31,1.0,8.0,9.0,1.39360038833828,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residential,2,7.0,116.7601603977935,6,0.0001121874295919,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,1.3183347464017316,32.175893422715944,29.0,13.49999999325,1
120,2023-11-27,46,5,79,1.7173913043478262,27,46,5,CAR,9.2,0.5869565217391305,0.0,,0.0,0.0,6.690632205221199,0,1,6.690632205221199,6.690632205221199,6.690632205221199,0.0,46.0,79.0,0.0,0.0,0.0,POLICE_STATION::K.R. Pura,POLICE_STATION::K.R. Pura (Cluster 120),Moderate,0.9183128116873878,9.018610766666908,103,11,178,1.7281553398058251,-0.3804347826004253,1.0,1.3939769149070702,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tertiary,2,7.0,819.2947925320815,6,0.0001690213368379,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,6.690632205221199,7.132592676116752,53.0,0.15217391304017014,0
120,2023-12-04,53,5,91,1.7169811320754718,12,51,4,SCOOTER,10.6,0.22641509433962265,0.03773584905660377,46.0,0.15217391304017014,0.15217391304017014,7.132592676116752,1,2,6.690632205221199,6.690632205221199,6.911612440668975,0.22098023544777656,49.5,85.0,0.07608695652008507,6.99999999999999,0.2209802354477759,POLICE_STATION::K.R. Pura,POLICE_STATION::K.R. Pura (Cluster 120),Moderate,0.9183128116873878,9.018610766666908,103,11,178,1.7281553398058251,-0.3804347826004253,1.0,1.3939769149070702,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tertiary,2,7.0,819.2947925320815,6,0.0001690213368379,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,7.132592676116752,2.816516346759675,4.0,0.0,0
121,2023-11-27,25,2,38,1.52,25,23,5,SCOOTER,12.5,1.0,0.08,,0.0,0.0,6.882663774639621,0,1,6.882663774639621,6.882663774639621,6.882663774639621,0.0,25.0,38.0,0.0,0.0,0.0,BTP067 - Jai Muni Rao Circle,BTP067 - Jai Muni Rao Circle (Cluster 121),Watch,0.3645310033394072,3.0013209424374927,31,5,45,1.4516129032258065,-0.7599999999696,1.0,1.236634494441029,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,primary,2,7.0,139.67143148213535,4,0.0001388987223519,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,6.882663774639621,2.599952171376682,6.0,0.0,0
122,2023-11-27,29,3,31,1.0689655172413792,18,28,2,SCOOTER,9.666666666666666,0.6206896551724138,0.034482758620689655,,0.0,0.0,5.596098590813029,0,1,5.596098590813029,5.596098590813029,5.596098590813029,0.0,29.0,31.0,0.0,0.0,0.0,POLICE_STATION::Sadashivanagar,POLICE_STATION::Sadashivanagar (Cluster 122),Moderate,0.7022812065286477,60.0,30,4,32,1.0666666666666669,-0.8,1.0,1.2369526018253063,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residential,2,7.0,33.69681982933375,4,0.000186914684759,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,5.596098590813029,1.2476649250079015,1.0,0.0,0
123,2023-11-06,11,3,21,1.9090909090909092,5,11,4,SCOOTER,3.6666666666666665,0.45454545454545453,0.0,,0.0,0.0,4.214073095342956,0,1,4.214073095342956,4.214073095342956,4.214073095342956,0.0,11.0,21.0,0.0,0.0,0.0,BTP042 - Minsk Square Junction (CTO),BTP042 - Minsk Square Junction (CTO) (Cluster 123),Critical,8.29725715747189,60.0,333,20,509,1.5285285285285286,0.3450704225303511,1.3450704225303511,1.3928899769412209,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residential,2,7.0,123.74213174435968,6,4.956071186793694e-06,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,4.214073095342956,57.14437576866216,131.0,10.909090908099174,1
123,2023-11-13,131,6,186,1.4198473282442747,68,104,6,SCOOTER,21.833333333333332,0.5190839694656488,0.20610687022900764,11.0,10.909090908099174,10.909090908099174,57.14437576866216,1,2,4.214073095342956,4.214073095342956,30.679224432002556,26.465151336659602,71.0,103.5,5.454545454049587,119.99999999999997,26.465151336659602,BTP042 - Minsk Square Junction (CTO),BTP042 - Minsk Square Junction (CTO) (Cluster 123),Critical,8.29725715747189,60.0,333,20,509,1.5285285285285286,0.3450704225303511,1.3450704225303511,1.3928899769412209,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residential,2,7.0,123.74213174435968,6,4.956071186793694e-06,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,57.14437576866216,8.91788588183502,126.0,0.0,0
123,2023-11-20,126,6,199,1.5793650793650793,82,119,6,SCOOTER,21.0,0.6507936507936508,0.05555555555555555,131.0,-0.038167938931006354,0.0,8.91788588183502,2,3,57.14437576866216,4.214073095342956,23.425444915280043,23.920091793357383,89.33333333333333,135.33333333333334,3.623640989722722,57.5,-7.253779516722513,BTP042 - Minsk Square Junction (CTO),BTP042 - Minsk Square Junction (CTO) (Cluster 123),Critical,8.29725715747189,60.0,333,20,509,1.5285285285285286,0.3450704225303511,1.3450704225303511,1.3928899769412209,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residential,2,7.0,123.74213174435968,6,4.956071186793694e-06,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,8.91788588183502,7.493288850885379,65.0,0.0,0
124,2023-11-27,7,3,14,2.0,2,7,5,CAR,2.3333333333333335,0.2857142857142857,0.0,,0.0,0.0,3.3271064666877366,0,1,3.3271064666877366,3.3271064666877366,3.3271064666877366,0.0,7.0,14.0,0.0,0.0,0.0,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 124),High,1.72672739366097,42.660221071120326,201,22,332,1.6517412935323383,0.3039215686185122,1.3039215686185122,1.0785714285602042,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tertiary,2,7.0,197.99725561226936,2,0.0,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,3.3271064666877366,36.09872790901144,61.0,7.714285713183673,1
124,2023-12-04,61,5,77,1.2622950819672132,0,51,7,SCOOTER,12.2,0.0,0.16393442622950818,7.0,7.714285713183673,7.714285713183673,36.09872790901144,1,2,3.3271064666877366,3.3271064666877366,19.712917187849587,16.38581072116185,34.0,45.5,3.8571428565918366,53.999999999999986,16.38581072116185,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 124),High,1.72672739366097,42.660221071120326,201,22,332,1.6517412935323383,0.3039215686185122,1.3039215686185122,1.0785714285602042,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tertiary,2,7.0,197.99725561226936,2,0.0,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,36.09872790901144,5.837843405647304,54.0,0.0,0
124,2023-12-11,54,5,84,1.5555555555555556,0,48,8,SCOOTER,10.8,0.0,0.1111111111111111,61.0,-0.11475409835877452,0.0,5.837843405647304,2,3,36.09872790901144,3.3271064666877366,15.08789259378216,14.892220574893644,40.666666666666664,58.333333333333336,2.533177204941633,23.500000000000004,-4.625024594067428,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 124),High,1.72672739366097,42.660221071120326,201,22,332,1.6517412935323383,0.3039215686185122,1.3039215686185122,1.0785714285602042,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tertiary,2,7.0,197.99725561226936,2,0.0,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,5.837843405647304,7.804187019475462,69.0,0.27777777777263374,1
124,2023-12-18,69,5,137,1.9855072463768115,0,67,8,CAR,13.8,0.0,0.028985507246376812,54.0,0.27777777777263374,0.27777777777263374,7.804187019475462,3,4,5.837843405647304,36.09872790901144,13.266966200205484,13.277085298774601,47.75,78.0,1.9693273481493832,17.90000000000001,-1.8209263935766753,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 124),High,1.72672739366097,42.660221071120326,201,22,332,1.6517412935323383,0.3039215686185122,1.3039215686185122,1.0785714285602042,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tertiary,2,7.0,197.99725561226936,2,0.0,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,SCOOTER,7.804187019475462,3.357053381917719,10.0,0.0,0
13,2023-11-13,54,6,67,1.2407407407407407,15,54,3,MAXI-CAB,9.0,0.2777777777777778,0.0,,0.0,0.0,5.696432368349491,0,1,5.696432368349491,5.696432368349491,5.696432368349491,0.0,54.0,67.0,0.0,0.0,0.0,POLICE_STATION::Chikkajala,POLICE_STATION::Chikkajala (Cluster 13),Critical,14.734146786290262,60.0,1423,78,2079,1.460997891777934,0.5320284697452096,1.5320284697452096,1.235756927421132,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residential,2,7.0,32.21333224576199,4,6.436456086745057e-06,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,CAR,5.696432368349491,17.87858124020494,125.0,1.3148148147904666,1
13,2023-11-20,125,7,192,1.536,53,124,3,CAR,17.857142857142858,0.424,0.008,54.0,1.3148148147904666,1.3148148147904666,17.87858124020494,1,2,5.696432368349491,5.696432368349491,11.787506804277216,6.091074435927725,89.5,129.5,0.6574074073952333,70.99999999999999,6.091074435927725,POLICE_STATION::Chikkajala,POLICE_STATION::Chikkajala (Cluster 13),Critical,14.734146786290262,60.0,1423,78,2079,1.460997891777934,0.5320284697452096,1.5320284697452096,1.235756927421132,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,residential,2,7.0,32.21333224576199,4,6.436456086745057e-06,osmnx,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,CAR,17.87858124020494,6.555327525729557,51.0,0.0,0
