st_dbscan_cluster_id,week_start,weekly_count,cluster_label,emerging_hotspot_score,alert_level,emerging_rank
16,2023-12-04,60,BTP063 - Siddalingaiah Circle,43.287965592881704,Emerging-High,254
16,2023-12-11,21,BTP063 - Siddalingaiah Circle,43.287965592881704,Emerging-High,254
16,2023-12-18,43,BTP063 - Siddalingaiah Circle,43.287965592881704,Emerging-High,254
16,2023-12-25,5,BTP063 - Siddalingaiah Circle,43.287965592881704,Emerging-High,254
17,2023-11-06,122,"BTP016 - 5th Main Road, RPC Layout",44.647508878848754,Emerging-High,242
17,2023-11-13,162,"BTP016 - 5th Main Road, RPC Layout",44.647508878848754,Emerging-High,242
17,2023-11-20,275,"BTP016 - 5th Main Road, RPC Layout",44.647508878848754,Emerging-High,242
17,2023-11-27,116,"BTP016 - 5th Main Road, RPC Layout",44.647508878848754,Emerging-High,242
17,2023-12-04,191,"BTP016 - 5th Main Road, RPC Layout",44.647508878848754,Emerging-High,242
17,2023-12-11,235,"BTP016 - 5th Main Road, RPC Layout",44.647508878848754,Emerging-High,242
17,2023-12-18,280,"BTP016 - 5th Main Road, RPC Layout",44.647508878848754,Emerging-High,242
17,2023-12-25,6,"BTP016 - 5th Main Road, RPC Layout",44.647508878848754,Emerging-High,242
18,2024-03-11,42,CLUSTER::18,27.42684835638166,Emerging-Watch,378
19,2023-11-06,137,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2023-11-13,256,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2023-11-20,387,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2023-11-27,353,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2023-12-04,294,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2023-12-11,262,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2023-12-18,271,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2023-12-25,55,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2024-01-01,90,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2024-01-08,194,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2024-01-15,224,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2024-01-22,275,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
19,2024-01-29,136,"BTP001 - 10th Cross, Dr. Rajkumar Road",42.99373730530497,Emerging-High,256
20,2024-03-04,13,BTP082 - KR Market Junction,92.6341791338668,Emerging-Critical,6
20,2024-03-11,340,BTP082 - KR Market Junction,92.6341791338668,Emerging-Critical,6
20,2024-03-18,21,BTP082 - KR Market Junction,92.6341791338668,Emerging-Critical,6
21,2023-11-20,7,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",72.0980119229082,Emerging-Critical,111
21,2023-11-27,60,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",72.0980119229082,Emerging-Critical,111
21,2023-12-04,3,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",72.0980119229082,Emerging-Critical,111
22,2024-03-11,18,CLUSTER::22,20.586795145467836,Stable,687
23,2023-11-06,18,POLICE_STATION::Malleshwaram,45.4783882056438,Emerging-High,239
23,2023-11-13,51,POLICE_STATION::Malleshwaram,45.4783882056438,Emerging-High,239
23,2023-11-20,122,POLICE_STATION::Malleshwaram,45.4783882056438,Emerging-High,239
23,2023-11-27,185,POLICE_STATION::Malleshwaram,45.4783882056438,Emerging-High,239
23,2023-12-04,171,POLICE_STATION::Malleshwaram,45.4783882056438,Emerging-High,239
23,2023-12-11,89,POLICE_STATION::Malleshwaram,45.4783882056438,Emerging-High,239
23,2023-12-18,38,POLICE_STATION::Malleshwaram,45.4783882056438,Emerging-High,239
23,2023-12-25,26,POLICE_STATION::Malleshwaram,45.4783882056438,Emerging-High,239
24,2024-03-11,36,CLUSTER::24,13.71899827432207,Stable,797
24,2024-03-18,2,CLUSTER::24,13.71899827432207,Stable,797
25,2024-03-11,50,CLUSTER::25,29.20271283620337,Emerging-Watch,348
26,2023-11-27,18,CLUSTER::26,20.655857757540435,Stable,669
27,2023-11-06,129,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
27,2023-11-13,155,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
27,2023-11-20,238,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
27,2023-11-27,229,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
27,2023-12-04,176,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
27,2023-12-11,106,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
27,2023-12-18,100,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
27,2023-12-25,234,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
27,2024-01-01,27,POLICE_STATION::Malleshwaram,42.82174454007854,Emerging-High,258
28,2023-11-20,3,CLUSTER::28,36.09870516522104,Emerging-High,296
28,2023-11-27,19,CLUSTER::28,36.09870516522104,Emerging-High,296
28,2023-12-04,21,CLUSTER::28,36.09870516522104,Emerging-High,296
28,2023-12-11,10,CLUSTER::28,36.09870516522104,Emerging-High,296
29,2023-11-06,40,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
29,2023-11-13,75,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
29,2023-11-20,27,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
29,2023-11-27,82,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
29,2023-12-04,100,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
29,2023-12-11,91,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
29,2023-12-18,119,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
29,2023-12-25,48,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
29,2024-01-01,39,POLICE_STATION::Hebbala,49.76422172400259,Emerging-High,209
30,2024-03-04,4,CLUSTER::30,76.31705859601007,Emerging-Critical,75
30,2024-03-11,34,CLUSTER::30,76.31705859601007,Emerging-Critical,75
31,2023-11-13,31,BTP218 - Syndicate Bank Junction,27.74885178143866,Emerging-Watch,371
31,2023-11-20,30,BTP218 - Syndicate Bank Junction,27.74885178143866,Emerging-Watch,371
31,2023-11-27,6,BTP218 - Syndicate Bank Junction,27.74885178143866,Emerging-Watch,371
32,2023-11-06,123,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2023-11-13,278,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2023-11-20,253,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2023-11-27,305,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2023-12-04,388,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2023-12-11,311,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2023-12-18,362,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2023-12-25,272,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2024-01-01,216,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2024-01-08,147,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2024-01-15,221,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2024-01-22,127,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
32,2024-01-29,165,BTP027 - Modi Bridge Junction,42.63561198832427,Emerging-High,262
33,2023-11-13,34,CLUSTER::33,17.31621419005199,Stable,762
33,2023-11-20,4,CLUSTER::33,17.31621419005199,Stable,762
34,2023-11-06,36,CLUSTER::34,36.465829633929935,Emerging-High,293
34,2023-11-13,93,CLUSTER::34,36.465829633929935,Emerging-High,293
34,2023-11-20,31,CLUSTER::34,36.465829633929935,Emerging-High,293
34,2023-11-27,28,CLUSTER::34,36.465829633929935,Emerging-High,293
35,2023-11-06,6,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2023-11-13,113,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2023-11-20,53,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2023-11-27,327,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2023-12-04,189,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2023-12-11,107,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2023-12-18,182,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2023-12-25,155,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2024-01-01,65,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2024-01-08,195,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2024-01-15,138,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
35,2024-01-22,120,BTP020 - Hosahalli Metro Station,49.60237175273327,Emerging-High,210
36,2023-11-20,7,CLUSTER::36,68.5187156365351,Emerging-Critical,129
36,2023-11-27,30,CLUSTER::36,68.5187156365351,Emerging-Critical,129
37,2024-03-04,67,BTP044 - Sagar Theatre Junction,83.23730139252345,Emerging-Critical,31
37,2024-03-11,692,BTP044 - Sagar Theatre Junction,83.23730139252345,Emerging-Critical,31
37,2024-03-18,39,BTP044 - Sagar Theatre Junction,83.23730139252345,Emerging-Critical,31
38,2023-11-20,4,POLICE_STATION::Kodigehalli,69.35821259969887,Emerging-Critical,123
38,2023-11-27,25,POLICE_STATION::Kodigehalli,69.35821259969887,Emerging-Critical,123
39,2023-11-27,38,CLUSTER::39,27.055938094986555,Emerging-Watch,383
39,2023-12-04,21,CLUSTER::39,27.055938094986555,Emerging-Watch,383
40,2023-11-27,39,CLUSTER::40,19.024508641156107,Stable,751
40,2023-12-04,1,CLUSTER::40,19.024508641156107,Stable,751
41,2023-11-27,49,"BTP024 - NPS, Vijayanagar",21.85367240433269,Stable,524
41,2023-12-04,11,"BTP024 - NPS, Vijayanagar",21.85367240433269,Stable,524
42,2023-11-20,2,POLICE_STATION::HSR Layout,34.346667664805565,Emerging-High,307
42,2023-11-27,44,POLICE_STATION::HSR Layout,34.346667664805565,Emerging-High,307
42,2023-12-04,40,POLICE_STATION::HSR Layout,34.346667664805565,Emerging-High,307
42,2023-12-11,5,POLICE_STATION::HSR Layout,34.346667664805565,Emerging-High,307
43,2023-11-27,20,CLUSTER::43,26.19676590342329,Emerging-Watch,397
43,2023-12-04,17,CLUSTER::43,26.19676590342329,Emerging-Watch,397
44,2023-11-20,22,CLUSTER::44,48.713561649927186,Emerging-High,214
44,2023-11-27,38,CLUSTER::44,48.713561649927186,Emerging-High,214
45,2023-11-27,87,"BTP095 - Satellite Bus Stand, Mysore Road",22.10346932820902,Stable,511
45,2023-12-04,1,"BTP095 - Satellite Bus Stand, Mysore Road",22.10346932820902,Stable,511
46,2023-11-13,30,CLUSTER::46,35.79313258105326,Emerging-High,299
46,2023-11-20,31,CLUSTER::46,35.79313258105326,Emerging-High,299
46,2023-11-27,49,CLUSTER::46,35.79313258105326,Emerging-High,299
46,2023-12-04,14,CLUSTER::46,35.79313258105326,Emerging-High,299
47,2023-11-27,57,POLICE_STATION::Hulimavu,34.51831851264334,Emerging-High,304
47,2023-12-04,39,POLICE_STATION::Hulimavu,34.51831851264334,Emerging-High,304
47,2023-12-11,25,POLICE_STATION::Hulimavu,34.51831851264334,Emerging-High,304
48,2023-11-13,12,CLUSTER::48,23.846796403690927,Emerging-Watch,444
48,2023-11-20,9,CLUSTER::48,23.846796403690927,Emerging-Watch,444
49,2023-11-06,54,BTP074 - Leprosy Hospital Junction,41.14867123208214,Emerging-High,271
49,2023-11-13,150,BTP074 - Leprosy Hospital Junction,41.14867123208214,Emerging-High,271
49,2023-11-20,90,BTP074 - Leprosy Hospital Junction,41.14867123208214,Emerging-High,271
49,2023-11-27,28,BTP074 - Leprosy Hospital Junction,41.14867123208214,Emerging-High,271
50,2024-03-11,20,CLUSTER::50,20.176560465234488,Stable,730
51,2023-11-13,15,CLUSTER::51,21.731155731506323,Stable,531
51,2023-11-20,6,CLUSTER::51,21.731155731506323,Stable,531
52,2023-11-13,5,BTP010 - Rajajinagar Entrance,35.80977121805327,Emerging-High,298
52,2023-11-20,58,BTP010 - Rajajinagar Entrance,35.80977121805327,Emerging-High,298
52,2023-11-27,59,BTP010 - Rajajinagar Entrance,35.80977121805327,Emerging-High,298
52,2023-12-04,1,BTP010 - Rajajinagar Entrance,35.80977121805327,Emerging-High,298
53,2023-11-27,24,CLUSTER::53,21.73000931201345,Stable,532
54,2023-11-27,17,CLUSTER::54,20.670384717004637,Stable,664
55,2023-11-06,17,BTP108 - Tagore Park Junction,39.95203441070635,Emerging-High,276
55,2023-11-13,84,BTP108 - Tagore Park Junction,39.95203441070635,Emerging-High,276
55,2023-11-20,77,BTP108 - Tagore Park Junction,39.95203441070635,Emerging-High,276
55,2023-11-27,32,BTP108 - Tagore Park Junction,39.95203441070635,Emerging-High,276
55,2023-12-04,40,BTP108 - Tagore Park Junction,39.95203441070635,Emerging-High,276
55,2023-12-11,46,BTP108 - Tagore Park Junction,39.95203441070635,Emerging-High,276
55,2023-12-18,2,BTP108 - Tagore Park Junction,39.95203441070635,Emerging-High,276
56,2024-03-04,7,CLUSTER::56,93.70967731111158,Emerging-Critical,5
56,2024-03-11,254,CLUSTER::56,93.70967731111158,Emerging-Critical,5
56,2024-03-18,4,CLUSTER::56,93.70967731111158,Emerging-Critical,5
57,2023-11-13,26,CLUSTER::57,22.269004155215526,Stable,504
58,2024-03-11,51,CLUSTER::58,32.17683400146383,Emerging-Watch,323
59,2024-03-11,16,CLUSTER::59,20.807967817550754,Stable,646
60,2024-03-11,17,CLUSTER::60,20.5855534430005,Stable,689
61,2023-11-06,3,CLUSTER::61,75.59264479715777,Emerging-Critical,82
61,2023-11-13,51,CLUSTER::61,75.59264479715777,Emerging-Critical,82
61,2023-11-20,9,CLUSTER::61,75.59264479715777,Emerging-Critical,82
62,2023-11-27,31,CLUSTER::62,23.484603685092317,Emerging-Watch,452
63,2024-03-04,1,CLUSTER::63,82.18711480942403,Emerging-Critical,34
63,2024-03-11,74,CLUSTER::63,82.18711480942403,Emerging-Critical,34
63,2024-03-18,1,CLUSTER::63,82.18711480942403,Emerging-Critical,34
64,2024-03-04,1,CLUSTER::64,84.60453965888878,Emerging-Critical,22
64,2024-03-11,99,CLUSTER::64,84.60453965888878,Emerging-Critical,22
64,2024-03-18,2,CLUSTER::64,84.60453965888878,Emerging-Critical,22
65,2023-11-06,10,CLUSTER::65,52.430400713400886,Emerging-High,195
65,2023-11-13,42,CLUSTER::65,52.430400713400886,Emerging-High,195
65,2023-11-20,3,CLUSTER::65,52.430400713400886,Emerging-High,195
66,2024-03-11,20,CLUSTER::66,20.196741902813304,Stable,729
67,2023-11-27,78,CLUSTER::67,40.408874339298286,Emerging-High,274
67,2023-12-04,119,CLUSTER::67,40.408874339298286,Emerging-High,274
67,2023-12-11,8,CLUSTER::67,40.408874339298286,Emerging-High,274
68,2024-03-11,29,CLUSTER::68,16.98442384965244,Stable,766
68,2024-03-18,3,CLUSTER::68,16.98442384965244,Stable,766
69,2024-03-11,15,CLUSTER::69,21.714855271815896,Stable,533
70,2023-11-27,31,POLICE_STATION::Peenya,24.001190953488067,Emerging-Watch,438
71,2024-03-11,15,CLUSTER::71,21.27077166904014,Stable,615
72,2024-03-11,22,CLUSTER::72,21.239363492274567,Stable,618
73,2024-03-11,46,CLUSTER::73,28.118097320266894,Emerging-Watch,365
74,2024-03-04,40,BTP051 - Safina Plaza Junction,76.7510494540434,Emerging-Critical,69
74,2024-03-11,242,BTP051 - Safina Plaza Junction,76.7510494540434,Emerging-Critical,69
74,2024-03-18,32,BTP051 - Safina Plaza Junction,76.7510494540434,Emerging-Critical,69
75,2024-03-04,2,CLUSTER::75,76.4010943253288,Emerging-Critical,74
75,2024-03-11,29,CLUSTER::75,76.4010943253288,Emerging-Critical,74
76,2023-11-06,17,POLICE_STATION::Electronic City,48.52019214538448,Emerging-High,215
76,2023-11-13,85,POLICE_STATION::Electronic City,48.52019214538448,Emerging-High,215
76,2023-11-20,43,POLICE_STATION::Electronic City,48.52019214538448,Emerging-High,215
76,2023-11-27,67,POLICE_STATION::Electronic City,48.52019214538448,Emerging-High,215
77,2024-03-11,114,POLICE_STATION::HAL Old Airport,48.28974357877105,Emerging-High,217
78,2023-11-20,1,"BTP163 - 16th Main Road, BTM Layout",81.67437844524123,Emerging-Critical,37
78,2023-11-27,86,"BTP163 - 16th Main Road, BTM Layout",81.67437844524123,Emerging-Critical,37
78,2023-12-04,5,"BTP163 - 16th Main Road, BTM Layout",81.67437844524123,Emerging-Critical,37
79,2024-03-11,15,CLUSTER::79,21.33819512925137,Stable,600
80,2024-03-11,131,CLUSTER::80,31.312045305066082,Emerging-Watch,332
80,2024-03-18,15,CLUSTER::80,31.312045305066082,Emerging-Watch,332
81,2023-11-20,1,POLICE_STATION::Jnanabharathi,73.87228163314062,Emerging-Critical,95
81,2023-11-27,24,POLICE_STATION::Jnanabharathi,73.87228163314062,Emerging-Critical,95
81,2023-12-04,12,POLICE_STATION::Jnanabharathi,73.87228163314062,Emerging-Critical,95
82,2024-03-04,2,CLUSTER::82,80.70198144238591,Emerging-Critical,44
82,2024-03-11,42,CLUSTER::82,80.70198144238591,Emerging-Critical,44
83,2024-03-04,18,"BTP001 - 10th Cross, Dr. Rajkumar Road",83.45122842216942,Emerging-Critical,27
83,2024-03-11,154,"BTP001 - 10th Cross, Dr. Rajkumar Road",83.45122842216942,Emerging-Critical,27
83,2024-03-18,27,"BTP001 - 10th Cross, Dr. Rajkumar Road",83.45122842216942,Emerging-Critical,27
84,2024-03-04,1,CLUSTER::84,78.56634943151623,Emerging-Critical,59
84,2024-03-11,28,CLUSTER::84,78.56634943151623,Emerging-Critical,59
85,2023-11-13,43,CLUSTER::85,27.899854205881024,Emerging-Watch,368
86,2023-11-20,26,CLUSTER::86,27.56638868163137,Emerging-Watch,374
86,2023-11-27,26,CLUSTER::86,27.56638868163137,Emerging-Watch,374
87,2024-03-11,81,CLUSTER::87,19.62431734077723,Stable,740
87,2024-03-18,1,CLUSTER::87,19.62431734077723,Stable,740
88,2024-03-11,23,CLUSTER::88,20.94074065905522,Stable,635
89,2024-03-04,30,CLUSTER::89,42.93331199995774,Emerging-High,257
89,2024-03-11,41,CLUSTER::89,42.93331199995774,Emerging-High,257
90,2023-11-27,11,POLICE_STATION::R.T. Nagar,85.6069393690927,Emerging-Critical,18
90,2023-12-04,35,POLICE_STATION::R.T. Nagar,85.6069393690927,Emerging-Critical,18
90,2023-12-11,162,POLICE_STATION::R.T. Nagar,85.6069393690927,Emerging-Critical,18
90,2023-12-18,132,POLICE_STATION::R.T. Nagar,85.6069393690927,Emerging-Critical,18
90,2023-12-25,18,POLICE_STATION::R.T. Nagar,85.6069393690927,Emerging-Critical,18
91,2023-11-06,76,POLICE_STATION::Kodigehalli,43.84509962999943,Emerging-High,248
91,2023-11-13,75,POLICE_STATION::Kodigehalli,43.84509962999943,Emerging-High,248
91,2023-11-20,91,POLICE_STATION::Kodigehalli,43.84509962999943,Emerging-High,248
91,2023-11-27,36,POLICE_STATION::Kodigehalli,43.84509962999943,Emerging-High,248
