ccs_rank,st_dbscan_cluster_id,cluster_label_display,risk_band,recommended_action,ccs_score,delay_minutes_per_vehicle,lambda_hr_peak_window,severity_sum,growth_pct_change,criticality_factor,road_class,lane_count,geometry_source,physical_hotspot_key
25,639,POLICE_STATION::HAL Old Airport (Cluster 639),Critical,Immediate patrol deployment,7.361282002920848,21.12192839953638,0.1622641509433962,464,8.0,1.5045094233432286,tertiary,4,osmnx,POLICE_STATION::HAL OLD AIRPORT|12.93947|77.6959
26,646,POLICE_STATION::K.R. Pura (Cluster 646),Critical,Immediate patrol deployment,7.01529943173088,60.0,0.1660377358490566,254,2.157894736728532,1.3941457761995284,tertiary,2,osmnx,POLICE_STATION::K.R. PURA|13.00556|77.68554
27,11,BTP032 - Windsor Circle (Cluster 11),Critical,Immediate patrol deployment,6.863548179986542,60.0,0.1622641509433962,863,0.0811688311683041,1.3934788593777991,residential,2,osmnx,BTP032 - WINDSOR CIRCLE|12.99233|77.5888
28,658,"BTP189 - New Diagonal Road, Jayanagar (Cluster 658)",Critical,Immediate patrol deployment,6.568782967722801,60.0,0.1150943396226415,137,8.0,1.5768416963264207,tertiary,2,osmnx,"BTP189 - NEW DIAGONAL ROAD, JAYANAGAR|12.92831|77.58075"
29,132,BTP061 - Bhashyam Circle (Cluster 132),Critical,Immediate patrol deployment,6.468380444804469,60.0,0.1264150943396226,146,8.0,1.3975285454749635,residential,2,osmnx,BTP061 - BHASHYAM CIRCLE|12.98526|77.55389
30,454,BTP074 - Leprosy Hospital Junction (Cluster 454),Critical,Immediate patrol deployment,6.1852172905395015,60.0,0.120754716981132,277,2.29268292671743,1.2393661243387268,primary,2,osmnx,BTP074 - LEPROSY HOSPITAL JUNCTION|12.97574|77.55967
31,549,BTP042 - Minsk Square Junction (CTO) (Cluster 549),Critical,Immediate patrol deployment,6.019575035265907,60.0,0.0886792452830188,176,5.866666666275555,1.3928899769412209,residential,2,osmnx,BTP042 - MINSK SQUARE JUNCTION (CTO)|12.98139|77.59842
32,257,"BTP189 - New Diagonal Road, Jayanagar (Cluster 257)",Critical,Immediate patrol deployment,6.007505089003868,60.0,0.1358490566037735,87,8.0,1.5507730946770517,tertiary,2,osmnx,"BTP189 - NEW DIAGONAL ROAD, JAYANAGAR|12.92862|77.5807"
33,27,POLICE_STATION::Malleshwaram (Cluster 27),Critical,Immediate patrol deployment,5.999048207506614,60.0,1.3716981132075472,2110,-0.315046604525619,1.477901587572128,residential,2,osmnx,POLICE_STATION::MALLESHWARAM|13.00668|77.5705
34,222,POLICE_STATION::Madiwala (Cluster 222),Critical,Immediate patrol deployment,5.953480356202185,60.0,0.1,134,8.0,1.393749421221397,tertiary,2,osmnx,POLICE_STATION::MADIWALA|12.90659|77.62903
35,83,"BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 83)",Critical,Immediate patrol deployment,5.916275415505317,27.11004761070817,0.1641509433962264,301,4.027777777554013,1.247153814722715,secondary,2,osmnx,"BTP001 - 10TH CROSS, DR. RAJKUMAR ROAD|13.00994|77.55427"
36,277,POLICE_STATION::Sadashivanagar (Cluster 277),Critical,Immediate patrol deployment,5.913042722221585,60.0,0.1018867924528302,113,5.874999999265625,1.6087980562980588,tertiary,2,osmnx,POLICE_STATION::SADASHIVANAGAR|13.02784|77.57445
37,270,BTP042 - Minsk Square Junction (CTO) (Cluster 270),Critical,Immediate patrol deployment,5.908080660242674,60.0,0.0509433962264151,308,4.535714285552296,1.3928899769412209,residential,2,osmnx,BTP042 - MINSK SQUARE JUNCTION (CTO)|12.98123|77.59848
38,206,"BTP095 - Satellite Bus Stand, Mysore Road (Cluster 206)",Critical,Immediate patrol deployment,5.786745447335752,34.12540509086094,0.1075471698113207,278,8.0,1.2105682674002478,trunk,2,osmnx,"BTP095 - SATELLITE BUS STAND, MYSORE ROAD|12.95329|77.54248"
39,226,POLICE_STATION::HAL Old Airport (Cluster 226),Critical,Immediate patrol deployment,5.72258432954983,60.0,0.1471698113207547,192,1.4999999999166669,1.2568983052662968,tertiary,2,osmnx,POLICE_STATION::HAL OLD AIRPORT|12.9384|77.69789
40,9,POLICE_STATION::K.R. Pura (Cluster 9),Critical,Immediate patrol deployment,5.573015254906629,60.0,0.1226415094339622,199,0.8703703703381345,1.3939769149070702,tertiary,2,osmnx,POLICE_STATION::K.R. PURA|13.00572|77.68583
41,550,POLICE_STATION::HAL Old Airport (Cluster 550),Critical,Immediate patrol deployment,5.499236823507267,60.0,0.1584905660377358,461,0.5161290322525147,1.0785714285602042,residential,2,osmnx,POLICE_STATION::HAL OLD AIRPORT|12.9639|77.71733
42,544,POLICE_STATION::HSR Layout (Cluster 544),Critical,Immediate patrol deployment,5.468286133710676,60.0,0.1056603773584905,174,1.4722222221404322,1.3966032197056837,tertiary,2,osmnx,POLICE_STATION::HSR LAYOUT|12.91244|77.63434
43,174,POLICE_STATION::Malleshwaram (Cluster 174),Critical,Immediate patrol deployment,5.345082116726886,16.38412835086971,0.430188679245283,627,0.0793650793642395,1.23923350852571,residential,2,osmnx,POLICE_STATION::MALLESHWARAM|12.99846|77.571
44,595,BTP061 - Bhashyam Circle (Cluster 595),Critical,Immediate patrol deployment,5.285275431936603,60.0,0.1188679245283018,185,0.6730769230510355,1.3930392230330402,residential,2,osmnx,BTP061 - BHASHYAM CIRCLE|12.98542|77.5537
45,162,POLICE_STATION::Sadashivanagar (Cluster 162),Critical,Immediate patrol deployment,5.265997865723911,60.0,0.0849056603773584,92,8.0,1.4516240707070718,tertiary,2,osmnx,POLICE_STATION::SADASHIVANAGAR|13.02801|77.57363
46,391,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 391)",Critical,Immediate patrol deployment,5.198939838584547,60.0,0.0698113207547169,358,0.3823529411689735,1.398285009951784,tertiary,2,osmnx,"BTP011 - RR KALYANA MANTAPA, DR. RAJKUMAR ROAD|12.99233|77.55323"
47,413,POLICE_STATION::Mahadevapura (Cluster 413),Critical,Immediate patrol deployment,5.1749008074360825,13.19303359826667,0.1660377358490566,703,0.8489208632971378,1.2357142856806123,road,2,fallback,POLICE_STATION::MAHADEVAPURA|13.00021|77.67688
48,165,BTP104 - Medical College Circle (Cluster 165),Critical,Immediate patrol deployment,5.172968017516357,5.0379928605955016,0.2735849056603773,646,2.6282051281040437,1.3504181930702606,secondary,2,osmnx,BTP104 - MEDICAL COLLEGE CIRCLE|12.9593|77.57687
49,406,POLICE_STATION::Jnanabharathi (Cluster 406),Critical,Immediate patrol deployment,5.089498958329437,60.0,0.1358490566037735,184,0.5151515151202939,1.2951500492867163,secondary,2,osmnx,POLICE_STATION::JNANABHARATHI|12.96097|77.51175
50,64,"BTP080 - NR Road, SP Road Junction (Cluster 64)",Critical,Immediate patrol deployment,5.0741667511784385,60.0,0.0433962264150943,161,8.0,1.3937338569861069,living_street,2,osmnx,"BTP080 - NR ROAD, SP ROAD JUNCTION|12.9643|77.583"
51,241,BTP172 - Nanjappa Circle (Cluster 241),Critical,Immediate patrol deployment,5.040446808522133,60.0,0.0962264150943396,106,4.166666666203704,1.3261981108724243,residential,2,osmnx,BTP172 - NANJAPPA CIRCLE|12.9619|77.59917
52,100,POLICE_STATION::Chikkajala (Cluster 100),Critical,Immediate patrol deployment,4.9537270258436665,60.0,0.0377358490566037,225,8.0,1.235756927421132,residential,2,osmnx,POLICE_STATION::CHIKKAJALA|13.18517|77.68018
53,119,BTP135 - UCO Bank Junction (Cluster 119),Critical,Immediate patrol deployment,4.902207023270841,60.0,0.0962264150943396,90,8.0,1.2369059091194372,tertiary,2,osmnx,BTP135 - UCO BANK JUNCTION|12.93534|77.61528
54,673,BTP104 - Medical College Circle (Cluster 673),Critical,Immediate patrol deployment,4.882777626914754,60.0,0.0566037735849056,109,8.0,1.393218957969331,tertiary,2,osmnx,BTP104 - MEDICAL COLLEGE CIRCLE|12.95967|77.57687
55,133,POLICE_STATION::HAL Old Airport (Cluster 133),Critical,Immediate patrol deployment,4.844988266489969,60.0,1.0037735849056604,2343,-0.1128640776694921,1.1624255291447023,primary,2,osmnx,POLICE_STATION::HAL OLD AIRPORT|12.93314|77.6903
56,172,POLICE_STATION::Rajajinagar (Cluster 172),Critical,Immediate patrol deployment,4.80225306900145,60.0,0.0716981132075471,100,8.0,1.2777466757283742,trunk,3,osmnx,POLICE_STATION::RAJAJINAGAR|13.01851|77.53183
57,224,BTP098 - Nayandahalli Junction (Cluster 224),Critical,Immediate patrol deployment,4.780469768390935,60.0,0.0830188679245283,94,8.0,1.236451134956794,residential,2,osmnx,BTP098 - NAYANDAHALLI JUNCTION|12.94071|77.52468
58,95,POLICE_STATION::Shivajinagar (Cluster 95),Critical,Immediate patrol deployment,4.768433416401422,40.157030715902586,0.0811320754716981,304,0.4202898550663725,1.4287221033344202,primary,3,osmnx,POLICE_STATION::SHIVAJINAGAR|12.98952|77.59927
59,690,BTP042 - Minsk Square Junction (CTO) (Cluster 690),Critical,Immediate patrol deployment,4.731200427975062,60.0,0.0735849056603773,153,1.2187499999619142,1.3928899769412209,residential,2,osmnx,BTP042 - MINSK SQUARE JUNCTION (CTO)|12.9813|77.59837
60,272,POLICE_STATION::Halasur (Cluster 272),Critical,Immediate patrol deployment,4.705556988662761,60.0,0.0471698113207547,138,8.0,1.2724254129289096,residential,2,osmnx,POLICE_STATION::HALASUR|12.97345|77.62197
61,644,POLICE_STATION::Mahadevapura (Cluster 644),Critical,Immediate patrol deployment,4.684672738597705,60.0,0.0735849056603773,155,0.9687499999394532,1.4189302218331434,tertiary,2,osmnx,POLICE_STATION::MAHADEVAPURA|12.97919|77.69516
62,359,POLICE_STATION::Halasur (Cluster 359),Critical,Immediate patrol deployment,4.665451839342903,60.0,0.0471698113207547,119,8.0,1.335578257056124,primary,2,osmnx,POLICE_STATION::HALASUR|12.97345|77.6152
63,221,POLICE_STATION::K.R. Pura (Cluster 221),Critical,Immediate patrol deployment,4.652025219736356,23.082172094288367,0.1169811320754717,281,0.7656249999760742,1.3939769149070702,trunk,2,osmnx,POLICE_STATION::K.R. PURA|13.00572|77.68587
64,63,BTP104 - Medical College Circle (Cluster 63),Critical,Immediate patrol deployment,4.628438074176126,60.0,0.0433962264150943,151,8.0,1.238923929489537,primary,2,osmnx,BTP104 - MEDICAL COLLEGE CIRCLE|12.95989|77.57752
65,664,POLICE_STATION::HAL Old Airport (Cluster 664),Critical,Immediate patrol deployment,4.519727187866603,60.0,0.0245283018867924,157,6.777777777024691,1.5501296308126087,primary,2,osmnx,POLICE_STATION::HAL OLD AIRPORT|12.96429|77.71776
66,154,BTP028 - Vijayanagar Bus Stand Junction (Cluster 154),Critical,Immediate patrol deployment,4.503858180698555,60.0,0.0660377358490566,77,5.59999999888,1.4281487265074144,primary,2,osmnx,BTP028 - VIJAYANAGAR BUS STAND JUNCTION|12.97303|77.53866
67,96,POLICE_STATION::HAL Old Airport (Cluster 96),Critical,Immediate patrol deployment,4.489919781091959,60.0,0.0245283018867924,174,8.0,1.3931895351683723,primary,2,osmnx,POLICE_STATION::HAL OLD AIRPORT|12.93372|77.69088
68,138,"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 138)",Critical,Immediate patrol deployment,4.455185091517697,9.048341769672541,0.4075471698113208,423,0.0725388601028752,1.4738777290408374,residential,2,osmnx,"BTP070 - CHOLURPALYA JUNCTION, MAGADI ROAD|12.97359|77.55107"
69,61,POLICE_STATION::Halasur (Cluster 61),Critical,Immediate patrol deployment,4.442494245042767,60.0,0.0660377358490566,91,8.0,1.2254756066772636,secondary,2,osmnx,POLICE_STATION::HALASUR|12.97205|77.61903
70,219,BTP023 - Mahalaxmi Layout Entrance (Cluster 219),Critical,Immediate patrol deployment,4.417427815158437,60.0,0.0830188679245283,71,8.0,1.2362903755950345,residential,2,osmnx,BTP023 - MAHALAXMI LAYOUT ENTRANCE|13.00791|77.54848
71,379,POLICE_STATION::HSR Layout (Cluster 379),Critical,Immediate patrol deployment,4.417340042826789,60.0,0.1056603773584905,102,1.285714285622449,1.272045261812176,tertiary,4,osmnx,POLICE_STATION::HSR LAYOUT|12.91158|77.63809
72,347,"BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 347)",Critical,Immediate patrol deployment,4.363966768420226,15.535030827128237,0.0716981132075471,189,8.0,1.4862979888020365,tertiary,2,osmnx,"BTP148 - 17TH MAIN, DOOPANAHALLI BUS STOP|12.97035|77.64494"
73,209,BTP074 - Leprosy Hospital Junction (Cluster 209),Critical,Immediate patrol deployment,4.312285722211631,60.0,0.0584905660377358,118,3.611111110709877,1.2393827546175293,primary,2,osmnx,BTP074 - LEPROSY HOSPITAL JUNCTION|12.97571|77.55985
74,110,BTP057 - Anand Rao Junction (Cluster 110),Critical,Immediate patrol deployment,4.301555360824368,36.07789576528267,0.0943396226415094,150,0.5892857142646684,1.5505362784341823,secondary,2,osmnx,BTP057 - ANAND RAO JUNCTION|12.98796|77.57407
75,484,"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 484)",Critical,Immediate patrol deployment,4.299356144389415,46.16511228767098,0.2226415094339622,181,0.0277777777772633,1.4735935218402727,residential,2,osmnx,"BTP070 - CHOLURPALYA JUNCTION, MAGADI ROAD|12.97356|77.55099"
76,657,BTP100 - Richmond Circle (Cluster 657),Critical,Immediate patrol deployment,4.202605472407239,60.0,0.030188679245283,92,8.0,1.5625799530008737,residential,2,osmnx,BTP100 - RICHMOND CIRCLE|12.96221|77.59795
77,82,POLICE_STATION::Malleshwaram (Cluster 82),Critical,Immediate patrol deployment,4.201698566761855,60.0,0.0773584905660377,63,8.0,1.2396588598873952,primary,2,osmnx,POLICE_STATION::MALLESHWARAM|12.99966|77.57132
78,356,POLICE_STATION::HSR Layout (Cluster 356),Critical,Immediate patrol deployment,4.175224219596836,60.0,0.0792452830188679,68,4.59999999908,1.2754069234260532,tertiary,2,osmnx,POLICE_STATION::HSR LAYOUT|12.91177|77.63803
79,418,BTP054 - Shivananda Circle (Cluster 418),Critical,Immediate patrol deployment,4.128658495730126,44.058860933563345,0.0716981132075471,82,4.444444443950617,1.3662438515422288,residential,2,osmnx,BTP054 - SHIVANANDA CIRCLE|12.98761|77.57843
80,560,"BTP189 - New Diagonal Road, Jayanagar (Cluster 560)",Critical,Immediate patrol deployment,4.126597269452723,60.0,0.0679245283018867,99,0.6904761904433107,1.5768416963264207,residential,2,osmnx,"BTP189 - NEW DIAGONAL ROAD, JAYANAGAR|12.92839|77.58118"
81,259,POLICE_STATION::Bellandur (Cluster 259),Critical,Immediate patrol deployment,4.12521223652527,60.0,0.0886792452830188,95,7.8749999980312495,1.0785714285602042,secondary,2,osmnx,POLICE_STATION::BELLANDUR|12.90002|77.67549
82,285,POLICE_STATION::Byatarayanapura (Cluster 285),Critical,Immediate patrol deployment,4.084489631317934,60.0,0.0415094339622641,97,8.0,1.2481989637828548,trunk,3,osmnx,POLICE_STATION::BYATARAYANAPURA|12.95798|77.51906
83,364,BTP135 - UCO Bank Junction (Cluster 364),Critical,Immediate patrol deployment,4.056224086504206,34.06378760895221,0.0981132075471698,126,0.9090909090495868,1.3932867583367574,residential,2,osmnx,BTP135 - UCO BANK JUNCTION|12.93577|77.61601
84,89,BTP211 - Central Street Junction (Cluster 89),Critical,Immediate patrol deployment,4.0526922359291895,60.0,0.1,100,0.3666666666544444,1.4018197970321726,tertiary,2,osmnx,BTP211 - CENTRAL STREET JUNCTION|12.98419|77.60323
85,46,BTP091 - Sirsi Circle (Cluster 46),Critical,Immediate patrol deployment,4.043241040778386,60.0,0.1452830188679245,174,0.0327868852448266,1.3937524061432336,residential,2,osmnx,BTP091 - SIRSI CIRCLE|12.96446|77.5546
86,408,BTP208 - Havanur Circle (Cluster 408),Critical,Immediate patrol deployment,4.01114185742716,60.0,0.0528301886792452,71,8.0,1.263791526517165,secondary,2,osmnx,BTP208 - HAVANUR CIRCLE|12.98707|77.53745
87,431,POLICE_STATION::Sheshadripuram (Cluster 431),Critical,Immediate patrol deployment,3.9676796702153614,60.0,0.030188679245283,72,8.0,1.6070158447530343,secondary,2,osmnx,POLICE_STATION::SHESHADRIPURAM|12.98652|77.57447
88,99,BTP023 - Mahalaxmi Layout Entrance (Cluster 99),Critical,Immediate patrol deployment,3.893053866221443,60.0,0.0754716981132075,74,2.5555555552716047,1.23592493587878,residential,2,osmnx,BTP023 - MAHALAXMI LAYOUT ENTRANCE|13.00812|77.54854
89,235,POLICE_STATION::HAL Old Airport (Cluster 235),Critical,Immediate patrol deployment,3.8861825927129763,60.0,0.0679245283018867,120,0.580645161271592,1.305929881290119,tertiary,2,osmnx,POLICE_STATION::HAL OLD AIRPORT|12.95027|77.69975
90,762,POLICE_STATION::Kodigehalli (Cluster 762),Critical,Immediate patrol deployment,3.8443792072481333,60.0,0.0509433962264151,64,8.0,1.257842364088547,trunk,3,osmnx,POLICE_STATION::KODIGEHALLI|13.04744|77.57547
91,76,POLICE_STATION::Electronic City (Cluster 76),Critical,Immediate patrol deployment,3.828443159014431,18.082070924425995,0.1830188679245283,358,0.0784313725474817,1.235756927421132,residential,2,osmnx,POLICE_STATION::ELECTRONIC CITY|12.84208|77.64556
92,776,BTP067 - Jai Muni Rao Circle (Cluster 776),Critical,Immediate patrol deployment,3.796244000167074,60.0,0.0528301886792452,62,8.0,1.2373346718203642,primary,2,osmnx,BTP067 - JAI MUNI RAO CIRCLE|12.97868|77.54185
93,247,BTP008 - Navarang Theatre (Cluster 247),Critical,Immediate patrol deployment,3.7875049388935573,60.0,0.0245283018867924,119,8.0,1.2486097876399045,secondary,2,osmnx,BTP008 - NAVARANG THEATRE|12.99849|77.55295
94,367,"BTP115 - Sahasra Hospital, Jayanagar (Cluster 367)",Critical,Immediate patrol deployment,3.7552181847749617,60.0,0.0415094339622641,62,8.0,1.3299593842206898,primary,2,osmnx,"BTP115 - SAHASRA HOSPITAL, JAYANAGAR|12.91726|77.57364"
95,574,POLICE_STATION::Bellandur (Cluster 574),Critical,Immediate patrol deployment,3.7077160303322567,60.0,0.030188679245283,60,8.0,1.5494772708083733,tertiary,2,osmnx,POLICE_STATION::BELLANDUR|12.92092|77.66548
96,532,BTP171 - Indian Express (Balekundri) (Cluster 532),Critical,Immediate patrol deployment,3.7055059410691524,60.0,0.0150943396226415,127,8.0,1.4292928630312778,primary,3,osmnx,BTP171 - INDIAN EXPRESS (BALEKUNDRI)|12.98873|77.59869
97,21,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 21)",Critical,Immediate patrol deployment,3.6754105357560047,60.0,0.0188679245283018,142,3.4999999995,1.3984353220871166,tertiary,2,osmnx,"BTP011 - RR KALYANA MANTAPA, DR. RAJKUMAR ROAD|12.99323|77.55393"
98,102,BTP051 - Safina Plaza Junction (Cluster 102),Critical,Immediate patrol deployment,3.6409447248522406,60.0,0.0433962264150943,92,0.8823529411245675,1.5133804857708388,secondary,2,osmnx,BTP051 - SAFINA PLAZA JUNCTION|12.974|77.60764
99,94,POLICE_STATION::Malleshwaram (Cluster 94),Critical,Immediate patrol deployment,3.6296384682426677,60.0,0.0283018867924528,92,8.0,1.2357927464831686,living_street,2,osmnx,POLICE_STATION::MALLESHWARAM|13.00787|77.57093
100,81,POLICE_STATION::Jnanabharathi (Cluster 81),Critical,Immediate patrol deployment,3.6228790301819496,60.0,0.0452830188679245,54,8.0,1.2951500492867163,secondary,2,osmnx,POLICE_STATION::JNANABHARATHI|12.96094|77.51166
101,101,POLICE_STATION::Yeshwanthpura (Cluster 101),Critical,Immediate patrol deployment,3.6162888760566663,18.02698827614009,0.0509433962264151,126,8.0,1.386741523001389,trunk,3,osmnx,POLICE_STATION::YESHWANTHPURA|13.03047|77.53682
102,23,POLICE_STATION::Malleshwaram (Cluster 23),Critical,Immediate patrol deployment,3.6108791871723,41.82048250940235,0.7660377358490567,1098,-0.1382978723389542,1.2363253418222608,residential,2,osmnx,POLICE_STATION::MALLESHWARAM|12.99754|77.57106
103,444,BTP054 - Shivananda Circle (Cluster 444),Critical,Immediate patrol deployment,3.5963376371942744,60.0,0.0584905660377358,87,1.5909090907644627,1.2152761287623355,secondary,2,osmnx,BTP054 - SHIVANANDA CIRCLE|12.98369|77.57778
104,572,BTP192 - Urvashi Theater (Cluster 572),Critical,Immediate patrol deployment,3.5908904232876875,60.0,0.0358490566037735,45,8.0,1.5956316247034814,secondary,3,osmnx,BTP192 - URVASHI THEATER|12.95794|77.58636
105,309,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 309)",Critical,Immediate patrol deployment,3.5832646568302007,60.0,0.0169811320754716,176,1.999999999913044,1.3984353220871166,tertiary,2,osmnx,"BTP011 - RR KALYANA MANTAPA, DR. RAJKUMAR ROAD|12.99311|77.55365"
106,84,BTP207 - 8th Main Road Basaveshwara Nagar (Cluster 84),Critical,Immediate patrol deployment,3.5702930298958706,60.0,0.0396226415094339,47,8.0,1.4433477352895854,secondary,2,osmnx,BTP207 - 8TH MAIN ROAD BASAVESHWARA NAGAR|12.99157|77.53836
107,323,BTP096 - Gali Anjaneya Temple (Cluster 323),Critical,Immediate patrol deployment,3.5662299654135614,60.0,0.0735849056603773,289,0.0348837209294213,1.2105682674002478,trunk,2,osmnx,BTP096 - GALI ANJANEYA TEMPLE|12.95319|77.54218
