st_dbscan_cluster_id,records_total,peak_window_records,distinct_days,severity_sum,severity_mean,unique_vehicles,centroid_lat,centroid_lon,dominant_police_station,dominant_junction_name,unique_vehicle_types,dominant_vehicle_type,records_peak_hour,gap_count,mean_dwell_minutes,median_dwell_minutes,std_dwell_minutes,mu_departures_per_hour,growth_first_half_mean,growth_second_half_mean,growth_pct_change,growth_multiplier,lambda_hr_peak_window,lambda_hr_peak_hour,cluster_label,lat,lon,vehicle_width_avg_m,cluster_label_mu,gap_count_mu,median_dwell_minutes_mu,std_dwell_minutes_mu,blocking_vehicles_L,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,dominant_violation_tag,lat_key,lon_key,geometry_source,road_class,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality,base_saturation_per_lane_pcu_hr,base_capacity_pcu_hr,blocked_width_fraction,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_speed_kmh,free_flow_time_min,V_over_C0,V_over_Cp,delay_minutes_per_vehicle,criticality_factor,stage5_rank,mappls_address,effective_capacity_pcu_hr,delay_norm,lambda_norm,severity_norm,growth_norm,criticality_norm,ccs_raw_product,ccs_score,risk_band,physical_hotspot_key,cluster_label_display,priority_message,ccs_rank
2,21733,10074,87,34509,1.58786177702112,18627,12.973168894409923,77.5775477916929,Upparpet,BTP040 - Elite Junction,21,SCOOTER,2791.0,624.0,101.33173076923076,48.0,126.7815500341265,0.592114627313035,1792.0,1568.7142857142858,-0.1246014030611549,1.0,19.00754716981132,32.08045977011494,BTP040 - Elite Junction,12.973168894409923,77.5775477916929,1.3896056687986011,BTP040 - Elite Junction,624.0,48.0,126.7815500341265,32.101127486015336,1844,154,['WRONG PARKING'],12.9732,77.5775,osmnx,tertiary,2,7.0,64.13710759442279,5,0.0004823158368602,1700.0,3400.0,0.95,340.0,0.9000000000000294,35.0,0.1099493273047216,0.0055904550499428,0.0559045504992806,60.0,1.3174810730666666,2,"AS Char Main Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",340.0,0.9999999999830509,0.9999999999473893,0.9999999999999711,0.0,0.40243524546916803,0.21913129304124876,21.913129304124876,Critical,BTP040 - ELITE JUNCTION|12.97317|77.57755,BTP040 - Elite Junction (Cluster 2),BTP040 - Elite Junction (Cluster 2) | Critical | CCS=21.913,1
74,314,246,16,595,1.894904458598726,309,12.981843999681528,77.60897611878981,Shivajinagar,BTP051 - Safina Plaza Junction,10,SCOOTER,88.0,2.0,69.5,69.5,68.5,0.8633093525055638,40.0,137.0,2.4249999999393754,3.4249999999393754,0.4641509433962264,5.5,BTP051 - Safina Plaza Junction,12.981843999681528,77.60897611878981,1.247452229299363,BTP051 - Safina Plaza Junction,2.0,69.5,68.5,0.5376415088189301,5,0,['WRONG PARKING'],12.9818,77.609,osmnx,unclassified,2,7.0,91.07788523570986,4,2.233450262100535e-05,1650.0,3300.0,0.0958117283777479,2983.8212963534315,0.0958117283780219,30.0,0.1821557704714136,0.0001406518010291,0.0001555558786189,60.0,1.2358622525202159,19,,2983.8212963534315,0.9999999999830509,0.024419297199429996,0.016985507246376323,0.3031249999545313,0.2989761958816116,0.10567216072361023,10.567216072361022,Critical,BTP051 - SAFINA PLAZA JUNCTION|12.98184|77.60898,BTP051 - Safina Plaza Junction (Cluster 74),BTP051 - Safina Plaza Junction (Cluster 74) | Critical | CCS=10.567,12
341,819,110,28,1426,1.7411477411477412,528,12.992328987859814,77.5888701927762,High ground,BTP032 - Windsor Circle,8,SCOOTER,72.0,28.0,140.0,132.0,97.57487967124092,0.4285714285683674,127.0,188.33333333333331,0.4829396325421291,1.4829396325421291,0.2075471698113207,2.571428571428572,BTP032 - Windsor Circle,12.992328987859814,77.5888701927762,0.8656898656898657,BTP032 - Windsor Circle,28.0,132.0,97.57487967124092,0.4842767284332284,141,19,['WRONG PARKING'],12.9923,77.5889,osmnx,residential,2,7.0,124.98632531789193,6,9.384352974474292e-05,1500.0,3000.0,0.0598904937048855,2820.328518885344,0.0598904937051989,30.0,0.2499726506357755,6.918238993708386e-05,7.358971425544228e-05,60.0,1.3934788593777991,34,,2820.328518885344,0.9999999999830509,0.010919197934704467,0.041072463768114756,0.06036745406022021,0.4987691386799036,0.09901490965174267,9.901490965174267,Critical,BTP032 - WINDSOR CIRCLE|12.99233|77.58887,BTP032 - Windsor Circle (Cluster 341),BTP032 - Windsor Circle (Cluster 341) | Critical | CCS=9.901,13
29,621,231,51,700,1.1272141706924317,542,13.03533621900161,77.58903224975846,Hebbala,No Junction,7,SCOOTER,60.0,32.0,129.65625,66.5,134.815987872127,0.4627621113485639,56.0,79.4,0.4178571428496812,1.4178571428496811,0.4358490566037736,1.1764705882352942,POLICE_STATION::Hebbala,13.03533621900161,77.58903224975846,1.1207729468599037,POLICE_STATION::Hebbala,32.0,66.5,134.815987872127,0.941842568726718,66,0,['NO PARKING'],13.0353,77.589,osmnx,tertiary,3,10.5,161.8838493249486,4,0.003065265664471,1700.0,5100.0,0.1005325401075631,4587.284045451428,0.1005325401077396,35.0,0.2775151702713325,8.546059933405649e-05,9.501244141091492e-05,60.0,1.2560217749770544,21,,4587.284045451428,0.9999999999830509,0.022930315662879387,0.020028985507245797,0.05223214284968112,0.32453016761949666,0.0920448070908668,9.204480709086681,Critical,POLICE_STATION::HEBBALA|13.03534|77.58903,POLICE_STATION::Hebbala (Cluster 29),POLICE_STATION::Hebbala (Cluster 29) | Critical | CCS=9.204,14
227,397,181,14,773,1.9471032745591936,373,12.96486541536524,77.7177672,HAL Old Airport,No Junction,10,MAXI-CAB,81.0,4.0,106.5,41.0,128.11225546371432,0.5633802816848509,94.0,151.5,0.611702127653067,1.611702127653067,0.3415094339622641,5.785714285714286,POLICE_STATION::HAL Old Airport,12.96486541536524,77.7177672,1.600503778337531,POLICE_STATION::HAL Old Airport,4.0,41.0,128.11225546371432,0.6061792442127425,16,1,['WRONG PARKING'],12.9649,77.7178,osmnx,tertiary,2,7.0,20.4388642681544,4,4.103240755299974e-05,1700.0,3400.0,0.1385988815105263,2928.7638028642104,0.1385988815107797,35.0,0.0350380530311208,0.0001004439511653,0.000116605317789,60.0,1.2359861267764258,39,,2928.7638028642104,0.9999999999830509,0.01796704387437735,0.022144927536231245,0.07646276594707553,0.29913321742063953,0.09113022020358885,9.113022020358885,Critical,POLICE_STATION::HAL OLD AIRPORT|12.96487|77.71777,POLICE_STATION::HAL Old Airport (Cluster 227),POLICE_STATION::HAL Old Airport (Cluster 227) | Critical | CCS=9.113,15
240,593,249,72,822,1.386172006745363,553,12.957646907944977,77.70153484887044,HAL Old Airport,No Junction,18,MOTOR CYCLE,76.0,13.0,40.38461538461539,28.0,48.18480204306119,1.4857142856774967,38.333333333333336,60.5,0.5782608695501322,1.578260869550132,0.469811320754717,1.0555555555555556,POLICE_STATION::HAL Old Airport,12.957646907944977,77.70153484887044,1.3011804384485666,POLICE_STATION::HAL Old Airport,13.0,28.0,48.18480204306119,0.3162191579952806,30,1,['NO PARKING'],12.9576,77.7015,osmnx,tertiary,2,7.0,37.4506938966808,4,0.0010040549672517,1700.0,3400.0,0.0587797403696222,3200.148882743284,0.0587797403698991,35.0,0.0642011895371652,0.0001381798002219,0.0001468092073115,40.88462951961741,1.2423661839929963,33,,3200.148882743284,0.6760102668259486,0.024717093506740118,0.023565217391303666,0.07228260868473116,0.3072205023326403,0.09074578183805704,9.074578183805704,Critical,POLICE_STATION::HAL OLD AIRPORT|12.95765|77.70153,POLICE_STATION::HAL Old Airport (Cluster 240),POLICE_STATION::HAL Old Airport (Cluster 240) | Critical | CCS=9.075,16
342,266,129,13,278,1.045112781954887,243,12.973605712030077,77.5511454537594,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",7,SCOOTER,46.0,15.0,71.53333333333333,43.0,141.36990092975552,0.8387698042753201,23.0,121.5,4.282608695465973,5.282608695465973,0.2433962264150943,3.5384615384615383,"BTP070 - Cholurpalya Junction, Magadi Road",12.973605712030077,77.5511454537594,0.8984962406015038,"BTP070 - Cholurpalya Junction, Magadi Road",15.0,43.0,141.36990092975552,0.2901823895952016,21,0,['NO PARKING'],12.9736,77.5511,osmnx,residential,2,7.0,117.90088085945987,6,0.0122294596584982,1500.0,3000.0,0.0372468265861146,2888.259520241656,0.0372468265864356,30.0,0.2358017617189118,8.113207547167108e-05,8.42708990342549e-05,60.0,1.4738777290408374,40,,2888.259520241656,0.9999999999830509,0.012805241214335239,0.007797101449275137,0.5353260868663308,0.6006817929863676,0.0869938894148877,8.69938894148877,Critical,"BTP070 - CHOLURPALYA JUNCTION, MAGADI ROAD|12.97361|77.55115","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 342)","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 342) | Critical | CCS=8.699",17
290,135,119,8,256,1.8962962962962964,124,13.071124075555556,77.58794889925926,Kodigehalli,No Junction,5,SCOOTER,59.0,3.0,251.66666666666663,328.0,129.00215329813514,0.2384105960255427,7.0,128.0,8.0,9.0,0.2245283018867924,7.375,POLICE_STATION::Kodigehalli,13.071124075555556,77.58794889925926,0.9170370370370372,POLICE_STATION::Kodigehalli,3.0,328.0,129.00215329813514,0.9417714845231356,7,1,['WRONG PARKING'],13.0711,77.5879,osmnx,secondary,2,9.0,312.5093325877144,6,0.0004911981462599,1800.0,3600.0,0.0959599257374564,3254.5442673451566,0.0959599257377076,40.0,0.4687639988815599,6.236897274631392e-05,6.898916820384162e-05,60.0,1.396111347228788,23,,3254.5442673451566,0.9999999999830509,0.011812586856634832,0.0071594202898548655,0.999999999875,0.5021060490798658,0.08648186292524833,8.648186292524834,Critical,POLICE_STATION::KODIGEHALLI|13.07112|77.58795,POLICE_STATION::Kodigehalli (Cluster 290),POLICE_STATION::Kodigehalli (Cluster 290) | Critical | CCS=8.648,18
123,333,176,20,509,1.5285285285285286,245,12.981368157657656,77.59847802402403,Shivajinagar,BTP042 - Minsk Square Junction (CTO),7,SCOOTER,59.0,13.0,187.84615384615384,193.0,138.6283610420577,0.3194103194086191,71.0,95.5,0.3450704225303511,1.3450704225303511,0.3320754716981132,2.95,BTP042 - Minsk Square Junction (CTO),12.981368157657656,77.59847802402403,0.9633633633633634,BTP042 - Minsk Square Junction (CTO),13.0,193.0,138.6283610420577,1.0396516658362562,43,6,['WRONG PARKING'],12.9814,77.5985,osmnx,residential,2,7.0,123.74213174435968,6,4.956071186793694e-06,1500.0,3000.0,0.1430803321976084,2570.759003407175,0.1430803321978939,30.0,0.2474842634887111,0.0001106918238993,0.0001291740965441,60.0,1.3928899769412209,18,,2570.759003407175,0.9999999999830509,0.01747071669552715,0.014492753623187988,0.043133802810902164,0.49802267828266567,0.0829725715747189,8.29725715747189,Critical,BTP042 - MINSK SQUARE JUNCTION (CTO)|12.98137|77.59848,BTP042 - Minsk Square Junction (CTO) (Cluster 123),BTP042 - Minsk Square Junction (CTO) (Cluster 123) | Critical | CCS=8.297,19
19,2934,1677,86,4795,1.634287661895024,2620,13.010220852010905,77.55368339362644,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",18,CAR,518.0,68.0,58.86764705882353,21.5,79.85812869077935,1.019235573302696,281.5,177.85714285714286,-0.3681806648045789,1.0,3.1641509433962263,6.023255813953488,"BTP001 - 10th Cross, Dr. Rajkumar Road",13.010220852010905,77.55368339362644,1.4985344239945466,"BTP001 - 10th Cross, Dr. Rajkumar Road",68.0,21.5,79.85812869077935,3.104435346618431,192,16,['WRONG PARKING'],13.0102,77.5537,osmnx,secondary,2,7.0,477.4568033850199,3,0.0135864898775471,1800.0,3600.0,0.6645861761869393,1207.4897657270187,0.6645861761870324,40.0,0.7161852050775119,0.0008789308176098,0.0026204370696993,60.0,1.247153814722715,4,"80 Feet Ring Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1207.4897657270187,0.9999999999830509,0.16646813578635813,0.13872463768115542,0.0,0.31328924630316834,0.08227407381451607,8.227407381451608,Critical,"BTP001 - 10TH CROSS, DR. RAJKUMAR ROAD|13.01022|77.55368","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 19)","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 19) | Critical | CCS=8.227",20
145,298,185,17,582,1.953020134228188,271,12.96510499161074,77.53820424395974,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",12,SCOOTER,73.0,5.0,486.0,484.0,8.07465169527454,0.1234567901232027,71.5,77.5,0.0839160839149102,1.0839160839149102,0.3490566037735849,4.294117647058823,"BTP016 - 5th Main Road, RPC Layout",12.96510499161074,77.53820424395974,1.2620805369127517,"BTP016 - 5th Main Road, RPC Layout",5.0,484.0,8.07465169527454,2.827358467670252,13,3,['WRONG PARKING'],12.9651,77.5382,osmnx,tertiary,2,7.0,55.04857105680446,8,0.0006984520322531,1700.0,3400.0,0.5097648703446174,1666.799440828301,0.5097648703447615,35.0,0.0943689789545192,0.0001026637069922,0.0002094172791418,60.0,1.5546272683939333,12,,1666.799440828301,0.9999999999830509,0.018364105617457514,0.016608695652173433,0.01048951048805259,0.7030389520358509,0.07946918470872244,7.9469184708722445,Critical,"BTP016 - 5TH MAIN ROAD, RPC LAYOUT|12.9651|77.5382","BTP016 - 5th Main Road, RPC Layout (Cluster 145)","BTP016 - 5th Main Road, RPC Layout (Cluster 145) | Critical | CCS=7.947",21
232,230,58,15,407,1.7695652173913043,185,12.99203542695652,77.58888548869565,High ground,BTP032 - Windsor Circle,7,SCOOTER,33.0,4.0,165.25,78.5,173.20706538706784,0.3630862329781356,18.0,106.0,4.888888888617284,5.888888888617284,0.1094339622641509,2.2,BTP032 - Windsor Circle,12.99203542695652,77.58888548869565,0.8721739130434784,BTP032 - Windsor Circle,4.0,78.5,173.20706538706784,0.3013993702409022,33,0,['WRONG PARKING'],12.992,77.5889,osmnx,residential,2,7.0,124.98632531789193,6,9.384352974474292e-05,1500.0,3000.0,0.0375532382991849,2887.3402851024453,0.0375532382995057,30.0,0.2499726506357755,3.647798742137149e-05,3.790130412710611e-05,60.0,1.3934788593777991,61,,2887.3402851024453,0.9999999999830509,0.005757395274662355,0.011536231884057637,0.6111111110007716,0.4987691386799036,0.07742290455719082,7.742290455719083,Critical,BTP032 - WINDSOR CIRCLE|12.99204|77.58889,BTP032 - Windsor Circle (Cluster 232),BTP032 - Windsor Circle (Cluster 232) | Critical | CCS=7.742,22
