st_dbscan_cluster_id,records_total,peak_window_records,distinct_days,severity_sum,severity_mean,unique_vehicles,centroid_lat,centroid_lon,dominant_police_station,dominant_junction_name,unique_vehicle_types,dominant_vehicle_type,records_peak_hour,gap_count,mean_dwell_minutes,median_dwell_minutes,std_dwell_minutes,mu_departures_per_hour,growth_first_half_mean,growth_second_half_mean,growth_pct_change,growth_multiplier,lambda_hr_peak_window,lambda_hr_peak_hour,cluster_label,lat,lon,vehicle_width_avg_m,cluster_label_mu,gap_count_mu,median_dwell_minutes_mu,std_dwell_minutes_mu,blocking_vehicles_L,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,dominant_violation_tag,lat_key,lon_key,geometry_source,road_class,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality,base_saturation_per_lane_pcu_hr,base_capacity_pcu_hr,blocked_width_fraction,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_speed_kmh,free_flow_time_min,V_over_C0,V_over_Cp,delay_minutes_per_vehicle,criticality_factor,stage5_rank,mappls_address,reverse_geocode_ok,reverse_geocode_address,reverse_geocode_level,reverse_geocode_poi,reverse_geocode_street,reverse_geocode_locality,reverse_geocode_city,reverse_geocode_district,reverse_geocode_state,nearby_sensitive_poi_ok,nearby_sensitive_poi_count,nearby_sensitive_poi_names,nearby_sensitive_poi_addresses,nearby_sensitive_poi_min_distance_m,route_traffic_ok,route_traffic_distance_m,route_traffic_duration_sec,route_traffic_duration_min,route_optimal_ok,route_optimal_distance_m,route_optimal_duration_sec,route_optimal_duration_min,route_traffic_vs_optimal_ratio,distance_matrix_ok,distance_matrix_source,distance_matrix_distance_m,distance_matrix_duration_sec,distance_matrix_duration_min,distance_matrix_vs_route_ratio,context_multiplier,layer_b_priority_boost,layer_b_alert_flag,layer_b_error
13,1423,483,78,2079,1.460997891777934,1367,13.185280326141951,77.67998198784258,Chikkajala,,9,CAR,132.0,19.0,62.31578947368421,47.0,84.62303570390955,0.962837837822387,93.66666666666669,143.5,0.5320284697452096,1.5320284697452096,0.9113207547169812,1.6923076923076923,POLICE_STATION::Chikkajala,13.185280326141951,77.67998198784258,1.8957835558678848,POLICE_STATION::Chikkajala,19.0,47.0,84.62303570390955,0.946494537264536,53,0,['NO PARKING'],13.1853,77.68,osmnx,residential,2,7.0,32.21333224576199,4,6.436456086745057e-06,1500.0,3000.0,0.2563355398869363,2230.993380339191,0.2563355398871842,30.0,0.0644266644915218,0.0003037735849055,0.0004084820523214,1.1004758521392887e-09,1.214333093966791,11,,False,,,,,,,,,False,0.0,[],[],,True,912.4,153.5,2.558333333333333,False,,,,,True,distance_matrix,911.2,10230.0,170.5,66.64495114006515,1.0,0.0,False,
145,298,185,17,582,1.953020134228188,271,12.96510499161074,77.53820424395974,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",12,SCOOTER,73.0,5.0,486.0,484.0,8.07465169527454,0.1234567901232027,71.5,77.5,0.0839160839149102,1.0839160839149102,0.3490566037735849,4.294117647058823,"BTP016 - 5th Main Road, RPC Layout",12.96510499161074,77.53820424395974,1.2620805369127517,"BTP016 - 5th Main Road, RPC Layout",5.0,484.0,8.07465169527454,2.827358467670252,13,3,['WRONG PARKING'],12.9651,77.5382,osmnx,tertiary,2,7.0,55.04857105680446,8,0.0006984520322531,1700.0,3400.0,0.5097648703446174,1666.799440828301,0.5097648703447615,35.0,0.0943689789545192,0.0001026637069922,0.0002094172791418,6.535962111787391e-10,1.5051414093424658,12,,False,,,,,,,,,False,0.0,[],[],,True,636.6,87.4,1.4566666666666668,False,,,,,True,distance_matrix,636.4,6288.0,104.8,71.94508009153317,1.0,0.0,False,
23,700,406,46,1098,1.5685714285714285,671,12.997535074571427,77.571064959,Malleshwaram,,12,CAR,122.0,10.0,41.1,18.0,48.55193096057045,1.4598540145630206,94.0,81.0,-0.1382978723389542,1.0,0.7660377358490567,2.652173913043478,POLICE_STATION::Malleshwaram,12.997535074571427,77.571064959,1.5731428571428572,POLICE_STATION::Malleshwaram,10.0,18.0,48.55193096057045,0.5247358487099271,25,1,['WRONG PARKING'],12.9975,77.5711,osmnx,residential,2,7.0,75.12089377734061,4,9.223441572305669e-05,1500.0,3000.0,0.1179263503095557,2646.2209490713326,0.1179263503098497,30.0,0.1502417875546762,0.0002553459119496,0.0002894836639085,6.195068502456558e-10,1.2149646655236004,13,,False,,,,,,,,,False,0.0,[],[],,True,675.0,99.4,1.6566666666666667,False,,,,,True,distance_matrix,674.8,7674.0,127.9,77.20321931589537,1.0,0.0,False,
382,411,353,24,769,1.8710462287104623,386,13.071194625790756,77.58817191459855,Kodigehalli,,8,SCOOTER,99.0,10.0,56.8,33.0,52.691175731805416,1.0563380281504169,38.66666666666666,98.33333333333331,1.5431034482359545,2.5431034482359545,0.6660377358490566,4.125,POLICE_STATION::Kodigehalli,13.071194625790756,77.58817191459855,1.1420924574209246,POLICE_STATION::Kodigehalli,10.0,33.0,52.691175731805416,0.6305157226846525,21,0,['WRONG PARKING'],13.0712,77.5882,osmnx,secondary,2,9.0,312.5093325877144,6,0.0004911981462599,1800.0,3600.0,0.0800119167870481,3311.9570995666268,0.0800119167873036,40.0,0.4687639988815599,0.0001850104821802,0.0002011009550624,6.194816320119206e-10,1.3607586397893563,14,,False,,,,,,,,,False,0.0,[],[],,True,6983.8,565.9,9.431666666666667,False,,,,,True,distance_matrix,6952.7,37782.0,629.7,66.76444601519704,1.0,0.0,False,
348,657,218,14,970,1.4764079147640792,561,12.933367415041864,77.68994128087768,HAL Old Airport,,16,SCOOTER,144.0,48.0,82.89583333333333,65.5,71.083061620231,0.7237999497273832,229.0,214.0,-0.0655021834058275,1.0,0.4113207547169811,10.285714285714286,POLICE_STATION::HAL Old Airport,12.933367415041864,77.68994128087768,1.2987823439878234,POLICE_STATION::HAL Old Airport,48.0,65.5,71.083061620231,0.568279611381051,67,2,['NO PARKING'],12.9334,77.6899,osmnx,tertiary,2,7.0,288.5882116463493,3,0.0007973803623064,1700.0,3400.0,0.105438789372076,3041.5081161349417,0.105438789372339,35.0,0.4947226485365848,0.0001209766925637,0.0001352357906049,3.6600464620718257e-10,1.1487267784192838,15,,False,,,,,,,,,False,0.0,[],[],,True,3103.8,415.9,6.931666666666667,False,,,,,True,distance_matrix,3091.6,28494.0,474.9,68.51166145708103,1.0,0.0,False,
286,396,139,43,466,1.176767676767677,388,13.191321278434344,77.64629431666667,Chikkajala,,11,CAR,43.0,2.0,220.0,220.0,197.0,0.2727272727260331,64.75,34.25,-0.4710424710351962,1.0,0.2622641509433962,1.0,POLICE_STATION::Chikkajala,13.191321278434344,77.64629431666667,1.870959595959596,POLICE_STATION::Chikkajala,2.0,220.0,197.0,0.9616352166041612,6,0,['NO PARKING'],13.1913,77.6463,osmnx,residential,2,7.0,113.78832329278389,2,0.0,1500.0,3000.0,0.257025805151602,2228.922584545194,0.2570258051518497,30.0,0.2275766465855601,8.74213836477696e-05,0.000117664091504,2.7841820481739086e-10,1.0714285714183671,16,,False,,,,,,,,,False,0.0,[],[],,True,10557.0,769.3,12.821666666666665,False,,,,,True,distance_matrix,10539.6,45456.0,757.6,59.087482126608606,1.0,0.0,False,
131,495,256,42,824,1.6646464646464647,472,12.943914226702026,77.57132933553025,Basavanagudi,BTP108 - Tagore Park Junction,9,SCOOTER,70.0,6.0,80.16666666666667,36.5,117.21976037435932,0.7484407484314123,55.66666666666666,82.0,0.473053892207071,1.473053892207071,0.4830188679245283,1.6666666666666667,BTP108 - Tagore Park Junction,12.943914226702026,77.57132933553025,1.1812121212121214,BTP108 - Tagore Park Junction,6.0,36.5,117.21976037435932,0.6453668754560411,19,0,['WRONG PARKING'],12.9439,77.5713,osmnx,tertiary,2,7.0,147.22934632398545,6,0.0173343417100174,1700.0,3400.0,0.1089021679726524,3029.7326288929817,0.1089021679729145,35.0,0.252393165126825,0.0001420643729189,0.0001594262356084,2.728117751433511e-10,1.4847435276261398,17,,False,,,,,,,,,False,0.0,[],[],,True,782.6,117.1,1.9516666666666667,False,,,,,True,distance_matrix,781.5,6072.0,101.2,51.85311699402221,1.0,0.0,False,
123,333,176,20,509,1.5285285285285286,245,12.981368157657656,77.59847802402403,Shivajinagar,BTP042 - Minsk Square Junction (CTO),7,SCOOTER,59.0,13.0,187.84615384615384,193.0,138.6283610420577,0.3194103194086191,71.0,95.5,0.3450704225303511,1.3450704225303511,0.3320754716981132,2.95,BTP042 - Minsk Square Junction (CTO),12.981368157657656,77.59847802402403,0.9633633633633634,BTP042 - Minsk Square Junction (CTO),13.0,193.0,138.6283610420577,1.0396516658362562,43,6,['WRONG PARKING'],12.9814,77.5985,osmnx,residential,2,7.0,123.74213174435968,6,4.956071186793694e-06,1500.0,3000.0,0.1430803321976084,2570.759003407175,0.1430803321978939,30.0,0.2474842634887111,0.0001106918238993,0.0001291740965441,2.2044274531802959e-10,1.357179339469837,18,,False,,,,,,,,,False,0.0,[],[],,True,789.9,102.7,1.7116666666666667,False,,,,,True,distance_matrix,788.6,6312.0,105.2,61.46056475170399,1.0,0.0,False,
74,314,246,16,595,1.894904458598726,309,12.981843999681528,77.60897611878981,Shivajinagar,BTP051 - Safina Plaza Junction,10,SCOOTER,88.0,2.0,69.5,69.5,68.5,0.8633093525055638,40.0,137.0,2.4249999999393754,3.4249999999393754,0.4641509433962264,5.5,BTP051 - Safina Plaza Junction,12.981843999681528,77.60897611878981,1.247452229299363,BTP051 - Safina Plaza Junction,2.0,69.5,68.5,0.5376415088189301,5,0,['WRONG PARKING'],12.9818,77.609,osmnx,unclassified,2,7.0,91.07788523570986,4,2.233450262100535e-05,1650.0,3300.0,0.0958117283777479,2983.8212963534315,0.0958117283780219,30.0,0.1821557704714136,0.0001406518010291,0.0001555558786189,1.6570317684034812e-10,1.2144501218546615,19,,False,,,,,,,,,False,0.0,[],[],,True,789.9,108.4,1.8066666666666669,False,,,,,True,distance_matrix,789.2,7524.0,125.4,69.40959409594096,1.0,0.0,False,
16,379,191,43,387,1.0211081794195251,352,12.971356912928758,77.59757005382586,Cubbon Park,BTP063 - Siddalingaiah Circle,11,CAR,57.0,15.0,44.4,18.0,68.42494671779681,1.3513513513209157,62.5,32.25,-0.483999999992256,1.0,0.360377358490566,1.3255813953488371,BTP063 - Siddalingaiah Circle,12.971356912928758,77.59757005382586,1.624274406332454,BTP063 - Siddalingaiah Circle,15.0,18.0,68.42494671779681,0.2666792450916824,20,0,['NO PARKING'],12.9714,77.5976,osmnx,residential,2,7.0,136.84936500803127,8,0.0006529784700002,1500.0,3000.0,0.0618800389200856,2814.359883239743,0.0618800389203983,30.0,0.2736987300160534,0.0001201257861634,0.000128049493825,1.0857028548429084e-10,1.5048066716793855,20,,False,,,,,,,,,False,0.0,[],[],,True,939.8,234.2,3.9033333333333333,False,,,,,True,distance_matrix,937.4,13908.0,231.8,59.38514090520923,1.0,0.0,False,
29,621,231,51,700,1.1272141706924317,542,13.03533621900161,77.58903224975846,Hebbala,,7,SCOOTER,60.0,32.0,129.65625,66.5,134.815987872127,0.4627621113485639,56.0,79.4,0.4178571428496812,1.4178571428496811,0.4358490566037736,1.1764705882352942,POLICE_STATION::Hebbala,13.03533621900161,77.58903224975846,1.1207729468599037,POLICE_STATION::Hebbala,32.0,66.5,134.815987872127,0.941842568726718,66,0,['NO PARKING'],13.0353,77.589,osmnx,tertiary,3,10.5,161.8838493249486,4,0.003065265664471,1700.0,5100.0,0.1005325401075631,4587.284045451428,0.1005325401077396,35.0,0.2775151702713325,8.546059933405649e-05,9.501244141091492e-05,9.28866344505332e-11,1.236849591251149,21,,False,,,,,,,,,False,0.0,[],[],,True,1470.3,241.6,4.026666666666666,False,,,,,True,distance_matrix,1467.6,17436.0,290.6,72.16887417218543,1.0,0.0,False,
56,265,144,9,502,1.8943396226415092,255,12.999429728679246,77.5503542664151,Malleshwaram,BTP027 - Modi Bridge Junction,7,SCOOTER,77.0,,94.4,,,0.635593220338983,7.0,129.0,17.428571426081632,18.428571426081632,0.2716981132075471,8.555555555555555,BTP027 - Modi Bridge Junction,12.999429728679246,77.5503542664151,1.2377358490566035,,,,,0.4274716974406521,10,0,['WRONG PARKING'],12.9994,77.5504,osmnx,tertiary,2,7.0,215.80369731149315,6,0.0021462684644055,1700.0,3400.0,0.0755852920433982,3143.010007052446,0.0755852920436701,35.0,0.3699491953911206,7.991120976690213e-05,8.644519508299708e-05,7.731607747529807e-11,1.3729418588529774,22,,False,,,,,,,,,False,0.0,[],[],,True,857.5,131.8,2.1966666666666668,False,,,,,True,distance_matrix,856.6,7548.0,125.8,57.268588770864945,1.0,0.0,False,
290,135,119,8,256,1.8962962962962964,124,13.071124075555556,77.58794889925926,Kodigehalli,,5,SCOOTER,59.0,3.0,251.66666666666663,328.0,129.00215329813514,0.2384105960255427,7.0,128.0,17.285714283244896,18.285714283244896,0.2245283018867924,7.375,POLICE_STATION::Kodigehalli,13.071124075555556,77.58794889925926,0.9170370370370372,POLICE_STATION::Kodigehalli,3.0,328.0,129.00215329813514,0.9417714845231356,7,1,['WRONG PARKING'],13.0711,77.5879,osmnx,secondary,2,9.0,312.5093325877144,6,0.0004911981462599,1800.0,3600.0,0.0959599257374564,3254.5442673451566,0.0959599257377076,40.0,0.4687639988815599,6.236897274631392e-05,6.898916820384162e-05,7.618893477486709e-11,1.3607586397893563,23,,False,,,,,,,,,False,0.0,[],[],,True,1531.8,218.5,3.6416666666666666,False,,,,,True,distance_matrix,1527.3,16128.0,268.8,73.81235697940504,1.0,0.0,False,
646,139,88,11,254,1.8273381294964028,139,13.005555866330935,77.68554430352519,K.R. Pura,,10,CAR,31.0,,94.4,,,0.635593220338983,19.0,60.0,2.157894736728532,3.157894736728532,0.1660377358490566,2.8181818181818183,POLICE_STATION::K.R. Pura,13.005555866330935,77.68554430352519,1.506474820143885,,,,,0.2612327039915096,0,0,['WRONG PARKING'],13.0056,77.6855,osmnx,tertiary,2,7.0,819.2947925320815,6,0.0001945097029414,1700.0,3400.0,0.0562200701007271,3208.851761657528,0.0562200701010047,35.0,1.4045053586263854,4.883462819088463e-05,5.174366040618788e-05,7.437981830690327e-11,1.358574671979068,24,,False,,,,,,,,,False,0.0,[],[],,True,1443.1,199.0,3.316666666666667,False,,,,,True,distance_matrix,1442.3,10374.0,172.9,52.130653266331656,1.0,0.0,False,
473,337,207,13,645,1.913946587537092,316,12.939359207121663,77.69632467032642,HAL Old Airport,,11,CAR,94.0,14.0,46.85714285714285,41.5,37.378101195480646,1.2804878048507216,107.5,61.0,-0.4325581395308599,1.0,0.3905660377358491,7.230769230769231,POLICE_STATION::HAL Old Airport,12.939359207121663,77.69632467032642,1.82106824925816,POLICE_STATION::HAL Old Airport,14.0,41.5,37.378101195480646,0.3050134768572571,19,0,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",12.9394,77.6963,osmnx,residential,2,7.0,57.16978007414944,6,0.0001276027419197,1500.0,3000.0,0.0793500511744628,2761.949846476612,0.0793500511747696,30.0,0.114339560148295,0.0001301886792452,0.0001414095329189,7.105709546681309e-11,1.3580821598760642,25,,False,,,,,,,,,False,0.0,[],[],,True,735.5,167.5,2.7916666666666665,False,,,,,True,distance_matrix,734.7,10500.0,175.0,62.6865671641791,1.0,0.0,False,
