source_idx,target_idx,source_cluster_id,target_cluster_id,source_label,target_label,distance_m,decay_factor,source_pressure_norm,target_pressure_norm,source_road_centrality_norm,target_road_centrality_norm,influence_weight
0,313,3,716,BTP051 - Safina Plaza Junction (Cluster 3),POLICE_STATION::Shivajinagar (Cluster 716),678.8890381942315,0.322554962689315,0.45215352685184323,0.04357633500152175,5.958793655314083e-05,0.00010169674505069368,0.14585177993208906
313,0,716,3,POLICE_STATION::Shivajinagar (Cluster 716),BTP051 - Safina Plaza Junction (Cluster 3),678.8890381942315,0.322554962689315,0.04357633500152175,0.45215352685184323,0.00010169674505069368,5.958793655314083e-05,0.014056181887513158
0,466,3,449,BTP051 - Safina Plaza Junction (Cluster 3),BTP051 - Safina Plaza Junction (Cluster 449),843.9465691532802,0.24498026682430898,0.45215352685184323,0.08696508494875294,5.958793655314083e-05,0.8894913750917127,0.16003258958180422
466,0,449,3,BTP051 - Safina Plaza Junction (Cluster 449),BTP051 - Safina Plaza Junction (Cluster 3),843.9465691532802,0.24498026682430898,0.08696508494875294,0.45215352685184323,0.8894913750917127,5.958793655314083e-05,0.021305364467585464
0,522,3,321,BTP051 - Safina Plaza Junction (Cluster 3),POLICE_STATION::Ashok Nagar (Cluster 321),969.59174558554,0.19869461267657768,0.45215352685184323,0.13741318784489395,5.958793655314083e-05,0.8895080597139471,0.1297973809151857
522,0,321,3,POLICE_STATION::Ashok Nagar (Cluster 321),BTP051 - Safina Plaza Junction (Cluster 3),969.59174558554,0.19869461267657768,0.13741318784489395,0.45215352685184323,0.8895080597139471,5.958793655314083e-05,0.027304073607961336
0,552,3,650,BTP051 - Safina Plaza Junction (Cluster 3),BTP051 - Safina Plaza Junction (Cluster 650),822.6922494003678,0.2538139529627004,0.45215352685184323,0.04507870566596959,5.958793655314083e-05,0.8894913750917127,0.16580316729651254
552,0,650,3,BTP051 - Safina Plaza Junction (Cluster 650),BTP051 - Safina Plaza Junction (Cluster 3),822.6922494003678,0.2538139529627004,0.04507870566596959,0.45215352685184323,0.8894913750917127,5.958793655314083e-05,0.011441945370322714
0,584,3,786,BTP051 - Safina Plaza Junction (Cluster 3),POLICE_STATION::Ashok Nagar (Cluster 786),1137.3886046301825,0.15022100923252021,0.45215352685184323,0.028648431008210212,5.958793655314083e-05,0.002882467117529332,0.06802085197983855
584,0,786,3,POLICE_STATION::Ashok Nagar (Cluster 786),BTP051 - Safina Plaza Junction (Cluster 3),1137.3886046301825,0.15022100923252021,0.028648431008210212,0.45215352685184323,0.002882467117529332,5.958793655314083e-05,0.0043037244401907876
0,682,3,216,BTP051 - Safina Plaza Junction (Cluster 3),BTP042 - Minsk Square Junction (CTO) (Cluster 216),993.6342485855744,0.19089016265617254,0.45215352685184323,0.04461618033726739,5.958793655314083e-05,7.309453550518608e-05,0.08631481474166909
682,0,216,3,BTP042 - Minsk Square Junction (CTO) (Cluster 216),BTP051 - Safina Plaza Junction (Cluster 3),993.6342485855744,0.19089016265617254,0.04461618033726739,0.45215352685184323,7.309453550518608e-05,5.958793655314083e-05,0.008517043670646844
0,750,3,447,BTP051 - Safina Plaza Junction (Cluster 3),POLICE_STATION::Shivajinagar (Cluster 447),900.0176343649968,0.2231236023136566,0.45215352685184323,0.04198586396105889,5.958793655314083e-05,0.0024788581606104885,0.10101116490553338
750,0,447,3,POLICE_STATION::Shivajinagar (Cluster 447),BTP051 - Safina Plaza Junction (Cluster 3),900.0176343649968,0.2231236023136566,0.04198586396105889,0.45215352685184323,0.0024788581606104885,5.958793655314083e-05,0.009368316324246135
0,751,3,458,BTP051 - Safina Plaza Junction (Cluster 3),POLICE_STATION::Shivajinagar (Cluster 458),1168.3272995975797,0.14267126147366432,0.45215352685184323,0.04975096269560894,5.958793655314083e-05,0.023968651599134964,0.06528241469246919
751,0,458,3,POLICE_STATION::Shivajinagar (Cluster 458),BTP051 - Safina Plaza Junction (Cluster 3),1168.3272995975797,0.14267126147366432,0.04975096269560894,0.45215352685184323,0.023968651599134964,5.958793655314083e-05,0.0070982440858700716
1,9,2,37,BTP040 - Elite Junction (Cluster 2),BTP044 - Sagar Theatre Junction (Cluster 37),379.2303328503637,0.5315008113085434,0.46668892602635415,0.22523006821576189,0.0006951925931199764,0.0036873015139069956,0.24850285216448378
9,1,37,2,BTP044 - Sagar Theatre Junction (Cluster 37),BTP040 - Elite Junction (Cluster 2),379.2303328503637,0.5315008113085434,0.22523006821576189,0.46668892602635415,0.0036873015139069956,0.0006951925931199764,0.11975157472789949
1,27,2,20,BTP040 - Elite Junction (Cluster 2),BTP082 - KR Market Junction (Cluster 20),911.8519205521516,0.2187658715060395,0.46668892602635415,0.24901981567377565,0.0006951925931199764,0.9999999841998852,0.15314341362999825
27,1,20,2,BTP082 - KR Market Junction (Cluster 20),BTP040 - Elite Junction (Cluster 2),911.8519205521516,0.2187658715060395,0.24901981567377565,0.46668892602635415,0.9999999841998852,0.0006951925931199764,0.05449597301445496
1,43,2,244,BTP040 - Elite Junction (Cluster 2),BTP048 - Shanthala Junction (Cluster 244),873.5941960160067,0.2331693357061196,0.46668892602635415,0.03325590593029637,0.0006951925931199764,0.5097485785200353,0.1365523417786849
43,1,244,2,BTP048 - Shanthala Junction (Cluster 244),BTP040 - Elite Junction (Cluster 2),873.5941960160067,0.2331693357061196,0.03325590593029637,0.46668892602635415,0.5097485785200353,0.0006951925931199764,0.00775695284525992
1,140,2,444,BTP040 - Elite Junction (Cluster 2),BTP054 - Shivananda Circle (Cluster 444),1170.3855993359812,0.1421826663152843,0.46668892602635415,0.10819002294397594,0.0006951925931199764,0.1616207575659942,0.0717172546552297
140,1,444,2,BTP054 - Shivananda Circle (Cluster 444),BTP040 - Elite Junction (Cluster 2),1170.3855993359812,0.1421826663152843,0.10819002294397594,0.46668892602635415,0.1616207575659942,0.0006951925931199764,0.015388092916402784
1,173,2,140,BTP040 - Elite Junction (Cluster 2),BTP037 - KR Circle (Cluster 140),658.7123468869562,0.3335862216101797,0.46668892602635415,0.0463092870413443,0.0006951925931199764,0.09312720526853085,0.1629300635126337
173,1,140,2,BTP037 - KR Circle (Cluster 140),BTP040 - Elite Junction (Cluster 2),658.7123468869562,0.3335862216101797,0.0463092870413443,0.46668892602635415,0.09312720526853085,0.0006951925931199764,0.015453509805867183
1,193,2,64,BTP040 - Elite Junction (Cluster 2),"BTP080 - NR Road, SP Road Junction (Cluster 64)",1149.3794448326478,0.14724868188221477,0.46668892602635415,0.3629907543462679,0.0006951925931199764,0.0029913144149672824,0.06882210976642808
193,1,64,2,"BTP080 - NR Road, SP Road Junction (Cluster 64)",BTP040 - Elite Junction (Cluster 2),1149.3794448326478,0.14724868188221477,0.3629907543462679,0.46668892602635415,0.0029913144149672824,0.0006951925931199764,0.05346848910372548
1,221,2,733,BTP040 - Elite Junction (Cluster 2),BTP082 - KR Market Junction (Cluster 733),664.0713725418051,0.33061999287654836,0.46668892602635415,0.04250735256063602,0.0006951925931199764,0.0030866551134519364,0.15453481973105737
221,1,733,2,BTP082 - KR Market Junction (Cluster 733),BTP040 - Elite Junction (Cluster 2),664.0713725418051,0.33061999287654836,0.04250735256063602,0.46668892602635415,0.0030866551134519364,0.0006951925931199764,0.014058665642887916
1,244,2,335,BTP040 - Elite Junction (Cluster 2),BTP048 - Shanthala Junction (Cluster 335),833.6316202136585,0.24922827543216053,0.46668892602635415,0.2914273870905203,0.0006951925931199764,0.5097485785200353,0.14595703394986084
244,1,335,2,BTP048 - Shanthala Junction (Cluster 335),BTP040 - Elite Junction (Cluster 2),833.6316202136585,0.24922827543216053,0.2914273870905203,0.46668892602635415,0.5097485785200353,0.0006951925931199764,0.07265719169339917
1,251,2,97,BTP040 - Elite Junction (Cluster 2),BTP048 - Shanthala Junction (Cluster 97),846.6162923406883,0.24389263917471415,0.46668892602635415,0.17430765677486748,0.0006951925931199764,0.5097485785200353,0.14283229362486433
251,1,97,2,BTP048 - Shanthala Junction (Cluster 97),BTP040 - Elite Junction (Cluster 2),846.6162923406883,0.24389263917471415,0.17430765677486748,0.46668892602635415,0.5097485785200353,0.0006951925931199764,0.042527131576143774
1,253,2,28,BTP040 - Elite Junction (Cluster 2),BTP054 - Shivananda Circle (Cluster 28),1191.1692474629804,0.13734186738136345,0.46668892602635415,0.06335467154618306,0.0006951925931199764,0.16160804547286192,0.0692751374574918
253,1,28,2,BTP054 - Shivananda Circle (Cluster 28),BTP040 - Elite Junction (Cluster 2),1191.1692474629804,0.13734186738136345,0.06335467154618306,0.46668892602635415,0.16160804547286192,0.0006951925931199764,0.008704273419377927
1,256,2,514,BTP040 - Elite Junction (Cluster 2),BTP075 - Police Corner (Cluster 514),1141.862720034807,0.14910499848536055,0.46668892602635415,0.040704678966390836,0.0006951925931199764,0.10029920931206594,0.07307534452618247
256,1,514,2,BTP075 - Police Corner (Cluster 514),BTP040 - Elite Junction (Cluster 2),1141.862720034807,0.14910499848536055,0.040704678966390836,0.46668892602635415,0.10029920931206594,0.0006951925931199764,0.006071380751786453
1,276,2,695,BTP040 - Elite Junction (Cluster 2),BTP048 - Shanthala Junction (Cluster 695),868.239526049769,0.23525955693531259,0.46668892602635415,0.04105845588556666,0.0006951925931199764,0.5097485785200353,0.13777645044124745
276,1,695,2,BTP048 - Shanthala Junction (Cluster 695),BTP040 - Elite Junction (Cluster 2),868.239526049769,0.23525955693531259,0.04105845588556666,0.46668892602635415,0.5097485785200353,0.0006951925931199764,0.009662751709716599
1,280,2,399,BTP040 - Elite Junction (Cluster 2),BTP054 - Shivananda Circle (Cluster 399),1193.8729238774542,0.13672437971930526,0.46668892602635415,0.2217160019386597,0.0006951925931199764,0.16160804547286192,0.06896367713237035
280,1,399,2,BTP054 - Shivananda Circle (Cluster 399),BTP040 - Elite Junction (Cluster 2),1193.8729238774542,0.13672437971930526,0.2217160019386597,0.46668892602635415,0.16160804547286192,0.0006951925931199764,0.030324519867076318
1,300,2,134,BTP040 - Elite Junction (Cluster 2),BTP048 - Shanthala Junction (Cluster 134),872.810706455008,0.23347401082175484,0.46668892602635415,0.041181291583426656,0.0006951925931199764,0.5097485785200353,0.13673077047470397
300,1,134,2,BTP048 - Shanthala Junction (Cluster 134),BTP040 - Elite Junction (Cluster 2),872.810706455008,0.23347401082175484,0.041181291583426656,0.46668892602635415,0.5097485785200353,0.0006951925931199764,0.009618103372228825
1,325,2,338,BTP040 - Elite Junction (Cluster 2),BTP082 - KR Market Junction (Cluster 338),584.8239230604526,0.37730306126531704,0.46668892602635415,0.041175228773240063,0.0006951925931199764,9.057366356077407e-05,0.17609113469683307
325,1,338,2,BTP082 - KR Market Junction (Cluster 338),BTP040 - Elite Junction (Cluster 2),584.8239230604526,0.37730306126531704,0.041175228773240063,0.46668892602635415,9.057366356077407e-05,0.0006951925931199764,0.015540939960565181
1,332,2,220,BTP040 - Elite Junction (Cluster 2),BTP054 - Shivananda Circle (Cluster 220),1183.492068529736,0.13911048841992976,0.46668892602635415,0.043837433359215666,0.0006951925931199764,0.16160804547286192,0.07016722861580323
332,1,220,2,BTP054 - Shivananda Circle (Cluster 220),BTP040 - Elite Junction (Cluster 2),1183.492068529736,0.13911048841992976,0.043837433359215666,0.46668892602635415,0.16160804547286192,0.0006951925931199764,0.0061003664936678725
1,467,2,177,BTP040 - Elite Junction (Cluster 2),BTP075 - Police Corner (Cluster 177),1141.5746565583536,0.14917660184627982,0.46668892602635415,0.15959238005425147,0.0006951925931199764,0.10029920931206594,0.07311043684583346
467,1,177,2,BTP075 - Police Corner (Cluster 177),BTP040 - Elite Junction (Cluster 2),1141.5746565583536,0.14917660184627982,0.15959238005425147,0.46668892602635415,0.10029920931206594,0.0006951925931199764,0.0238157243181343
1,578,2,553,BTP040 - Elite Junction (Cluster 2),BTP048 - Shanthala Junction (Cluster 553),852.8720664263252,0.2413629542855887,0.46668892602635415,0.08845567471519346,0.0006951925931199764,0.5097485785200353,0.14135081925120307
578,1,553,2,BTP048 - Shanthala Junction (Cluster 553),BTP040 - Elite Junction (Cluster 2),852.8720664263252,0.2413629542855887,0.08845567471519346,0.46668892602635415,0.5097485785200353,0.0006951925931199764,0.021357344126741253
1,607,2,703,BTP040 - Elite Junction (Cluster 2),BTP058 - Subbanna Junction (Cluster 703),1155.6665162863208,0.1457137992161794,0.46668892602635415,0.030876876650188262,0.0006951925931199764,0.16369203424058051,0.0735687925131149
607,1,703,2,BTP058 - Subbanna Junction (Cluster 703),BTP040 - Elite Junction (Cluster 2),1155.6665162863208,0.1457137992161794,0.030876876650188262,0.46668892602635415,0.16369203424058051,0.0006951925931199764,0.00450075090536861
2,21,32,56,BTP027 - Modi Bridge Junction (Cluster 32),BTP027 - Modi Bridge Junction (Cluster 56),38.67995835009143,0.9375674310693783,0.09953639278463729,0.2616229486269701,0.00129901701685847,0.00129901701685847,0.09338269356604191
21,2,56,32,BTP027 - Modi Bridge Junction (Cluster 56),BTP027 - Modi Bridge Junction (Cluster 32),38.67995835009143,0.9375674310693783,0.2616229486269701,0.09953639278463729,0.00129901701685847,0.00129901701685847,0.24544847324673624
2,70,32,219,BTP027 - Modi Bridge Junction (Cluster 32),BTP023 - Mahalaxmi Layout Entrance (Cluster 219),953.2133850682125,0.2041931386150343,0.09953639278463729,0.24681106002423595,0.00129901701685847,0.0015937786763404287,0.0203408449447651
70,2,219,32,BTP023 - Mahalaxmi Layout Entrance (Cluster 219),BTP027 - Modi Bridge Junction (Cluster 32),953.2133850682125,0.2041931386150343,0.24681106002423595,0.09953639278463729,0.0015937786763404287,0.00129901701685847,0.05042985835273455
2,85,32,99,BTP027 - Modi Bridge Junction (Cluster 32),BTP023 - Mahalaxmi Layout Entrance (Cluster 99),975.3201915373296,0.19680662081795544,0.09953639278463729,0.09714260649603053,0.00129901701685847,0.0005593320977788153,0.01959489960835571
85,2,99,32,BTP023 - Mahalaxmi Layout Entrance (Cluster 99),BTP027 - Modi Bridge Junction (Cluster 32),975.3201915373296,0.19680662081795544,0.09714260649603053,0.09953639278463729,0.0005593320977788153,0.00129901701685847,0.019130725625724102
2,88,32,391,BTP027 - Modi Bridge Junction (Cluster 32),"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 391)",866.7035114593743,0.23586259869338505,0.09953639278463729,0.0632111607108779,0.00129901701685847,0.01898074405672631,0.023699716898238753
88,2,391,32,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 391)",BTP027 - Modi Bridge Junction (Cluster 32),866.7035114593743,0.23586259869338505,0.0632111607108779,0.09953639278463729,0.01898074405672631,0.00129901701685847,0.014918832250582582
2,90,32,457,BTP027 - Modi Bridge Junction (Cluster 32),"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 457)",955.4545262217214,0.20343185188232044,0.09953639278463729,0.020754861251706492,0.00129901701685847,0.1648265885525531,0.021917649019595406
90,2,457,32,"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 457)",BTP027 - Modi Bridge Junction (Cluster 32),955.4545262217214,0.20343185188232044,0.020754861251706492,0.09953639278463729,0.1648265885525531,0.00129901701685847,0.004224942214728623
2,141,32,396,BTP027 - Modi Bridge Junction (Cluster 32),"BTP170 - Dr. Bheem Rao Palace, Chord Road (Cluster 396)",1089.9277101401433,0.16258632563885395,0.09953639278463729,0.0760969458620598,0.00129901701685847,0.019296957373367948,0.016339400174368926
141,2,396,32,"BTP170 - Dr. Bheem Rao Palace, Chord Road (Cluster 396)",BTP027 - Modi Bridge Junction (Cluster 32),1089.9277101401433,0.16258632563885395,0.0760969458620598,0.09953639278463729,0.019296957373367948,0.00129901701685847,0.01238035874899175
2,151,32,289,BTP027 - Modi Bridge Junction (Cluster 32),"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 289)",918.686185707609,0.2162881694007597,0.09953639278463729,0.024509095357938226,0.00129901701685847,0.1648265885525531,0.02330278243133188
151,2,289,32,"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 289)",BTP027 - Modi Bridge Junction (Cluster 32),918.686185707609,0.2162881694007597,0.024509095357938226,0.09953639278463729,0.1648265885525531,0.00129901701685847,0.0053044704310164625
2,162,32,483,BTP027 - Modi Bridge Junction (Cluster 32),BTP009 - Prakash Nagar Junction (Cluster 483),1172.9856554935839,0.1415678611888317,0.09953639278463729,0.039010012118393916,0.00129901701685847,0.006746148923636019,0.014138684749466831
162,2,483,32,BTP009 - Prakash Nagar Junction (Cluster 483),BTP027 - Modi Bridge Junction (Cluster 32),1172.9856554935839,0.1415678611888317,0.039010012118393916,0.09953639278463729,0.006746148923636019,0.00129901701685847,0.005526150932845145
2,168,32,771,BTP027 - Modi Bridge Junction (Cluster 32),BTP009 - Prakash Nagar Junction (Cluster 771),1160.0946333071715,0.14464236153143675,0.09953639278463729,0.03998446558647024,0.00129901701685847,0.006746148923636019,0.014445741667196477
168,2,771,32,BTP009 - Prakash Nagar Junction (Cluster 771),BTP027 - Modi Bridge Junction (Cluster 32),1160.0946333071715,0.14464236153143675,0.03998446558647024,0.09953639278463729,0.006746148923636019,0.00129901701685847,0.00578720392537636
2,199,32,150,BTP027 - Modi Bridge Junction (Cluster 32),BTP023 - Mahalaxmi Layout Entrance (Cluster 150),996.7221283571329,0.18991027650803993,0.09953639278463729,0.04328923012810677,0.00129901701685847,0.0005593320977788153,0.018908270399156255
199,2,150,32,BTP023 - Mahalaxmi Layout Entrance (Cluster 150),BTP027 - Modi Bridge Junction (Cluster 32),996.7221283571329,0.18991027650803993,0.04328923012810677,0.09953639278463729,0.0005593320977788153,0.00129901701685847,0.00822640931814373
2,205,32,43,BTP027 - Modi Bridge Junction (Cluster 32),BTP205 - Modi Hospital Junction (Cluster 43),642.6234113306976,0.3426523101766369,0.09953639278463729,0.04083095576632997,0.00129901701685847,0.0,0.0341063749343051
205,2,43,32,BTP205 - Modi Hospital Junction (Cluster 43),BTP027 - Modi Bridge Junction (Cluster 32),642.6234113306976,0.3426523101766369,0.04083095576632997,0.09953639278463729,0.0,0.00129901701685847,0.013999908477540325
2,216,32,661,BTP027 - Modi Bridge Junction (Cluster 32),BTP023 - Mahalaxmi Layout Entrance (Cluster 661),975.3645690843282,0.19679206503114555,0.09953639278463729,0.04553859074099332,0.00129901701685847,0.0015937786763404287,0.01960358172810776
216,2,661,32,BTP023 - Mahalaxmi Layout Entrance (Cluster 661),BTP027 - Modi Bridge Junction (Cluster 32),975.3645690843282,0.19679206503114555,0.04553859074099332,0.09953639278463729,0.0015937786763404287,0.00129901701685847,0.008967453967612891
2,236,32,417,BTP027 - Modi Bridge Junction (Cluster 32),"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 417)",974.6541130982878,0.19702522321210222,0.09953639278463729,0.03879908006140096,0.00129901701685847,0.16818258113922463,0.021260309442428304
236,2,417,32,"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 417)",BTP027 - Modi Bridge Junction (Cluster 32),974.6541130982878,0.19702522321210222,0.03879908006140096,0.09953639278463729,0.16818258113922463,0.00129901701685847,0.007649362510681048
2,281,32,21,BTP027 - Modi Bridge Junction (Cluster 32),"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 21)",813.6922004070137,0.25764988067274885,0.09953639278463729,0.17787552853401806,0.00129901701685847,0.013183235083016788,0.025814585313060908
281,2,21,32,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 21)",BTP027 - Modi Bridge Junction (Cluster 32),813.6922004070137,0.25764988067274885,0.17787552853401806,0.09953639278463729,0.013183235083016788,0.00129901701685847,0.04585937542218142
2,326,32,247,BTP027 - Modi Bridge Junction (Cluster 32),BTP008 - Navarang Theatre (Cluster 247),337.4769224167839,0.5698047405033109,0.09953639278463729,0.2987677581506771,0.00129901701685847,0.03488198355238708,0.05770549713073521
326,2,247,32,BTP008 - Navarang Theatre (Cluster 247),BTP027 - Modi Bridge Junction (Cluster 32),337.4769224167839,0.5698047405033109,0.2987677581506771,0.09953639278463729,0.03488198355238708,0.00129901701685847,0.17034985676781642
2,327,32,613,BTP027 - Modi Bridge Junction (Cluster 32),BTP023 - Mahalaxmi Layout Entrance (Cluster 613),902.2811584415008,0.22228344532993183,0.09953639278463729,0.06580987936977419,0.00129901701685847,0.07898420715409744,0.022999066660009795
