cluster_id,cluster_label_display,road_node_id,road_node_distance_m,road_node_degree,road_node_betweenness,road_node_degree_norm,road_node_betweenness_norm,source_pressure_score,source_pressure_norm,spillover_out_score,spillover_in_score,spillover_total_score,influence_asymmetry,neighbor_count,in_neighbor_count,out_neighbor_count,propagation_radius_m,network_pagerank,network_component_id,network_component_size,layer_d_alert_flag,network_vulnerability_score,network_rank,propagation_class
316,POLICE_STATION::HSR Layout (Cluster 316),7173999129,22.686488185067887,6,0.0202499959755371,0.7142857141836735,0.31995226103425434,26.937442711865035,0.26937442711865034,1.9063340264950066,0.8122909305391915,2.7186249570341983,1.094043095955815,18,9,9,135.21096837775679,0.0014325956374582694,7,27,True,51.23147202105618,38,Severe Propagator
573,POLICE_STATION::HSR Layout (Cluster 573),7479619964,15.21498874715961,3,1.7247690919949643e-05,0.2857142856734694,0.0002725154965030307,32.37365494469301,0.3237365494469301,2.1153029468695954,0.8369873322129947,2.95229027908259,1.2783156146566008,30,15,15,342.03496743787815,0.0012607893117369182,7,27,True,51.02230629739765,39,Severe Propagator
285,POLICE_STATION::Byatarayanapura (Cluster 285),11727973846,27.649742427702762,4,0.0159887603372328,0.4285714285102041,0.2526242487757708,33.473071595787815,0.3347307159578781,1.69971031524286,0.35560467427603126,2.0553149895188914,1.3441056409668288,28,14,14,490.9106648005893,0.001480348517209626,1,502,True,50.142925528913985,40,Strong Propagator
678,POLICE_STATION::Jeevanbheemanagar (Cluster 678),1842455499,67.72748086496387,6,0.0063579614933746,0.7142857141836735,0.10045652146456649,22.71832872387429,0.2271832872387429,2.5977105846308,0.8380921867193742,3.435802771350174,1.7596183979114257,46,23,23,312.45718537671786,0.0016457190806835257,1,502,True,49.645718616700464,41,Severe Propagator
367,"BTP115 - Sahasra Hospital, Jayanagar (Cluster 367)",248839215,32.944749991238844,3,0.0260005672105384,0.2857142856734694,0.4108119466904837,27.903157589691062,0.27903157589691063,1.9499305750357476,0.2820473398309435,2.231977914866691,1.667883235204804,16,8,8,127.18256013949505,0.0015409497204409383,1,502,True,49.22063834897791,42,Severe Propagator
157,"BTP210 - 50th cross, 12th Main , Rajajinagar (Cluster 157)",1520838573,4.709975570155878,4,0.0011253741189168,0.4285714285102041,0.017781040267456735,21.060026214225385,0.21060026214225386,3.1435949799102714,0.9217088593835647,4.065303839293836,2.2218861205267064,74,37,37,512.9338392256499,0.0014942794024201584,1,502,True,49.20417856285278,43,Severe Propagator
416,BTP034 - LRDE Junction (Cluster 416),9996923764,51.84676410235017,4,0.0236499533337338,0.4285714285102041,0.3736719775956415,19.83051739649214,0.19830517396492142,2.098643054711685,1.0214073445324299,3.120050399244115,1.0772357101792551,62,31,31,601.5359292533188,0.001476362460004648,1,502,True,49.01325494689034,44,Severe Propagator
56,BTP027 - Modi Bridge Junction (Cluster 56),1109138338,39.149707091607844,3,8.221566954553255e-05,0.2857142856734694,0.00129901701685847,26.16229486269701,0.2616229486269701,2.612432675513116,0.8596860688561317,3.472118744369248,1.7527466066569843,74,37,37,736.9100711974174,0.0012733286549772246,1,502,True,48.96328481371174,45,Severe Propagator
437,POLICE_STATION::Mahadevapura (Cluster 437),12712338634,33.50107757981891,3,0.0145549894590972,0.2857142856734694,0.22997050430990867,25.354232694360267,0.2535423269436027,2.1183713185849777,0.6449641767208439,2.763335495305822,1.4734071418641337,34,17,17,292.1102101998603,0.0015423228688430423,5,43,True,48.91365057167853,46,Severe Propagator
101,POLICE_STATION::Yeshwanthpura (Cluster 101),610334163,38.270091619276634,4,0.0219205077541133,0.4285714285102041,0.3463465389040124,23.85213219540834,0.2385213219540834,1.9841321994298418,0.5877216823414748,2.5718538817713164,1.396410517088367,22,11,11,175.1946948013876,0.0015433402373016515,8,20,True,48.20762990326048,47,Severe Propagator
776,BTP067 - Jai Muni Rao Circle (Cluster 776),1524589746,8.897463205362861,4,0.0002391545714731,0.4285714285102041,0.0037786696832895054,30.288751697783656,0.30288751697783656,2.579554703670754,0.5126910269739817,3.092245730644736,2.066863676696772,58,29,29,655.2819720204363,0.0011276142848740986,1,502,True,48.18903796961451,48,Severe Propagator
119,BTP135 - UCO Bank Junction (Cluster 119),568949761,44.2255178325488,4,0.000189624030493,0.4285714285102041,0.002996081449890488,32.56468634567739,0.32564686345677385,2.093965508032769,0.37789826987693115,2.4718637779097,1.716067238155838,30,15,15,360.1786250169446,0.0014986543366237897,1,502,True,48.10272130338525,49,Severe Propagator
219,BTP023 - Mahalaxmi Layout Entrance (Cluster 219),13652131823,20.642178097821343,4,0.0001008713352344,0.4285714285102041,0.0015937786763404287,24.681106002423594,0.24681106002423595,2.3867051748570023,0.9082309588360671,3.2949361336930694,1.4784742160209352,42,21,21,389.55194590558216,0.0013891505278893017,1,502,True,47.96798123317584,50,Severe Propagator
78,"BTP163 - 16th Main Road, BTM Layout (Cluster 78)",10842132439,6.939857587890124,4,5.385503491331215e-05,0.4285714285102041,0.0008509157339788509,34.738097328645004,0.34738097328645007,1.920648424829266,0.2031525701673106,2.1238009949965764,1.7174958546619554,18,9,9,184.47510379147937,0.0016211522520842426,1,502,True,47.88852419010454,51,Strong Propagator
82,POLICE_STATION::Malleshwaram (Cluster 82),11898868421,43.37786315883137,4,0.0005936122195626,0.4285714285102041,0.009379141213462812,26.990165379271097,0.26990165379271097,2.5029427546373353,0.6889827395371756,3.191925494174511,1.8139600151001596,56,28,28,588.5070829891824,0.0012161790788471868,1,502,True,47.46128906282876,52,Severe Propagator
657,BTP100 - Richmond Circle (Cluster 657),10060658553,36.14131648682399,8,0.0058520459879938,0.9999999998571428,0.09246299840241777,26.99760007499097,0.2699760007499097,2.470135435672467,0.5470784548669486,3.0172138905394155,1.9230569808055185,36,18,18,292.6826975434798,0.0012439573588066517,1,502,True,47.27769210785029,53,Severe Propagator
775,POLICE_STATION::Sheshadripuram (Cluster 775),429724007,60.148058054522224,6,0.0172223976589212,0.7142857141836735,0.2721158600752133,16.88140987280594,0.1688140987280594,2.079363875416671,1.2632997865317466,3.342663661948418,0.8160640888849244,52,26,26,430.79653752907245,0.0015339665963210252,1,502,True,47.21151189818368,54,Severe Propagator
456,POLICE_STATION::Mahadevapura (Cluster 456),12712338634,36.657967735331106,3,0.0145549894590972,0.2857142856734694,0.22997050430990867,23.259899842589874,0.23259899842589873,1.9502965677814685,0.6692888384349802,2.6195854062164488,1.2810077293464883,34,17,17,289.17626840809004,0.0015472040802957834,5,43,True,46.79640602021482,55,Severe Propagator
97,BTP048 - Shanthala Junction (Cluster 97),12121597668,178.9820920394279,4,0.0322623338563041,0.4285714285102041,0.5097485785200353,17.430765677486747,0.17430765677486748,1.48438021475246,1.15167907542572,2.63605929017818,0.33270113932674006,36,18,18,317.77768501066714,0.0013121104057800949,1,502,True,46.198785428220745,56,Severe Propagator
602,POLICE_STATION::HAL Old Airport (Cluster 602),1275552789,38.136881038825855,4,0.0025241970518939,0.4285714285102041,0.03988260318792638,29.28092526487815,0.2928092526487815,2.299580198329976,0.3899266711901591,2.689506869520135,1.9096535271398172,38,19,19,451.73248094289323,0.0012412493210448015,2,76,True,45.95951362576397,57,Severe Propagator
21,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 21)",1520846293,69.52578258944315,6,0.0008343759050575,0.7142857141836735,0.013183235083016788,17.787552853401806,0.17787552853401806,2.75862323388629,1.0144531530225762,3.7730763869088664,1.7441700808637137,84,42,42,497.9522992566434,0.001581892039305607,1,502,True,45.824524587624964,58,Severe Propagator
449,BTP051 - Safina Plaza Junction (Cluster 449),248459794,10.012624904210334,3,0.0562965134475288,0.2857142856734694,0.8894913750917127,8.696508494875294,0.08696508494875294,1.1551949088502265,1.159584046008617,2.3147789548588436,-0.004389137158390621,56,28,28,417.4969730176267,0.0019757624506257375,1,502,True,45.533731140218656,59,Severe Propagator
166,POLICE_STATION::HSR Layout (Cluster 166),10081706689,11.129995229611874,2,0.0,0.1428571428367347,0.0,26.08811425349354,0.2608811425349354,1.7048918098638133,0.9032133070616045,2.608105116925418,0.8016785028022088,30,15,15,352.96399108001447,0.0012608312064705397,7,27,True,45.229341538077044,60,Severe Propagator
523,BTP047 - Vidhan Soudha Metro Station (Cluster 523),11854384389,94.7892994124081,3,0.0107627099884881,0.2857142856734694,0.17005205333535311,24.58013121728112,0.2458013121728112,2.03619276129013,0.6747966439193877,2.7109894052095176,1.361396117370742,46,23,23,577.5081858114578,0.0011063737745877738,1,502,True,45.153688501065844,61,Severe Propagator
267,POLICE_STATION::Bellandur (Cluster 267),3170006921,8.566774576648964,6,0.000572190889149,0.7142857141836735,0.009040681733842527,24.76611266825293,0.2476611266825293,2.4048294431943478,0.620006550951195,3.0248359941455427,1.7848228922431528,34,17,17,295.57458321608675,0.0011891818947937006,2,76,True,44.58115368561486,62,Severe Propagator
389,BTP076 - Hudson Circle (Cluster 389),3943325840,13.370317867789689,3,0.0111443214356936,0.2857142856734694,0.17608155800870975,24.997601955583058,0.24997601955583057,1.7279636281224653,0.606700540881074,2.3346641690035392,1.1212630872413913,42,21,21,530.9731493455752,0.0010992773872788547,1,502,True,43.38759919968265,63,Severe Propagator
206,"BTP095 - Satellite Bus Stand, Mysore Road (Cluster 206)",11900286915,64.26329099383229,3,0.0105946581428482,0.2857142856734694,0.16739681488254454,25.65367019798487,0.2565367019798487,2.043250440055295,0.2922048662411317,2.3354553062964265,1.7510455738141633,16,8,8,124.94483848677338,0.001194772300536376,10,9,True,42.71855138131049,64,Severe Propagator
81,POLICE_STATION::Jnanabharathi (Cluster 81),4798470974,14.670609082968198,4,0.0114191279397097,0.4285714285102041,0.18042353231888184,26.22174578314468,0.2622174578314468,1.3803259512077484,0.387165556909399,1.7674915081171474,0.9931603942983493,16,8,8,173.56597990677213,0.0013927405673723942,1,502,True,42.17421031537907,65,Strong Propagator
246,POLICE_STATION::Yeshwanthpura (Cluster 246),427594204,32.672189474978516,3,0.0086939424895445,0.2857142856734694,0.1373652893655826,24.791513954458036,0.24791513954458036,1.8348282292915998,0.37239847918901475,2.2072267084806145,1.4624297501025851,22,11,11,191.45366154723976,0.0013096678666478687,1,502,True,42.10566670164451,66,Severe Propagator
92,POLICE_STATION::Banaswadi (Cluster 92),1681877280,37.16936119682624,3,0.0163735397276685,0.2857142856734694,0.25870380731583215,27.614858298073518,0.2761485829807352,1.3805262677869932,0.25245313326724916,1.6329794010542424,1.128073134519744,20,10,10,423.3438724654255,0.001176754220159514,5,43,True,42.099071418518484,67,Strong Propagator
232,BTP032 - Windsor Circle (Cluster 232),461789804,32.65931177939972,6,9.83570945755729e-05,0.7142857141836735,0.001554053385305913,22.59001422561822,0.22590014225618218,2.1597205940002655,0.6299109054037197,2.7896314994039852,1.5298096885965458,52,26,26,515.1761725745873,0.0012582098503832679,1,502,True,42.014928366494175,68,Severe Propagator
83,"BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 83)",4912560016,31.238461990631954,3,0.0136340733905608,0.2857142856734694,0.21541992470945112,21.248236123816874,0.21248236123816874,1.6066736559000365,0.6967550477744336,2.30342870367447,0.9099186081256029,46,23,23,618.4078927221251,0.0012583242380676048,1,502,True,41.854034236164004,69,Severe Propagator
756,POLICE_STATION::HAL Old Airport (Cluster 756),11399572672,35.95212952675293,4,0.0058184054479779,0.4285714285102041,0.09193147400836342,38.73802491980926,0.3873802491980926,0.40330534646573774,0.04096842597285675,0.4442737724385945,0.36233692049288097,2,1,1,2.7920502082820033,0.0012737230925996689,34,2,True,41.62127352137406,70,Localized
102,BTP051 - Safina Plaza Junction (Cluster 102),248459794,37.33285996875352,3,0.0562965134475288,0.2857142856734694,0.8894913750917127,6.039224689287051,0.06039224689287051,0.8030804437140793,1.188301185162478,1.9913816288765573,-0.3852207414483988,52,26,26,387.617203156517,0.0019562166962403993,1,502,True,41.26724829189115,71,Strong Propagator
549,BTP042 - Minsk Square Junction (CTO) (Cluster 549),294081383,37.10875279028725,6,4.626202812348009e-06,0.7142857141836735,7.309453550518608e-05,17.428511294932207,0.17428511294932206,2.1632060273742457,0.9999131905422242,3.1631192179164698,1.1632928368320217,64,32,32,471.3899922989508,0.0014126640208103275,1,502,True,41.15504770976642,72,Severe Propagator
356,POLICE_STATION::HSR Layout (Cluster 356),13285069336,5.480772718952974,4,0.0056860055348811,0.4285714285102041,0.08983954018243898,21.744383171535492,0.21744383171535492,1.556287742339629,0.6324500310369054,2.1887377733765345,0.9238377113027236,30,15,15,330.8271349353019,0.0014495064781790197,7,27,True,40.69585426459012,73,Strong Propagator
290,POLICE_STATION::Kodigehalli (Cluster 290),2829453028,114.7936275998651,6,0.0004444674636776,0.7142857141836735,0.00702263694924199,26.08276647270803,0.2608276647270803,1.6535691950043627,0.4030338994670862,2.056603094471449,1.2505352955372766,28,14,14,380.2364926303235,0.001336754217441282,1,502,True,40.61877477465244,74,Strong Propagator
512,BTP184 - Lalbagh West Gate (Cluster 512),12000425047,4.249182245699845,3,0.0038933519450962,0.2857142856734694,0.061515407674178624,29.927947002008903,0.29927947002008903,1.5562214449228255,0.2615434943649778,1.8177649392878035,1.2946779505578476,44,22,22,877.1416882163437,0.0009339051146856312,1,502,True,40.56868928009862,75,Strong Propagator
84,BTP207 - 8th Main Road Basaveshwara Nagar (Cluster 84),9161008246,3.8342793282025127,6,0.0076023094802699,0.7142857141836735,0.12011736250382077,29.383900331298424,0.29383900331298424,1.3679228958795688,0.297139869601261,1.6650627654808299,1.0707830262783078,28,14,14,644.8407853489539,0.0009446515170038355,1,502,True,40.49371987780201,76,Strong Propagator
468,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 468),10020022531,20.047336705246625,4,0.0381695422843539,0.4285714285102041,0.6030831498077714,12.533866122598292,0.12533866122598292,1.2567319842040503,0.771983784902594,2.028715769106644,0.4847481993014563,34,17,17,285.14014167693205,0.0016962014371296086,1,502,True,40.35377803244021,77,Strong Propagator
748,POLICE_STATION::Yeshwanthpura (Cluster 748),10010420479,46.46359291691705,3,0.037625108612079,0.2857142856734694,0.5944810352869602,14.79974196379867,0.1479974196379867,1.1267481095368561,0.6819865156747327,1.8087346252115888,0.44476159386212344,22,11,11,246.5917418056243,0.0015705936614379729,8,20,True,40.33847511930843,78,Strong Propagator
651,POLICE_STATION::HAL Old Airport (Cluster 651),1285577038,23.190926529408372,4,0.0003065362211312,0.4285714285102041,0.00484330748303876,26.582194126761266,0.26582194126761266,1.4079211362332198,0.42276967737902327,1.830690813612243,0.9851514588541965,28,14,14,547.9036256080956,0.001320519677537786,2,76,True,40.173660594149084,79,Strong Propagator
762,POLICE_STATION::Kodigehalli (Cluster 762),10094772738,11.527139706061908,4,0.0047251130398685,0.4285714285102041,0.07465732845451921,32.12142932097214,0.3212142932097214,0.7753353611824346,0.08319022838327536,0.85852558956571,0.6921451327991592,6,3,3,144.00708286180773,0.0014010496310310982,18,4,True,39.39960124984528,80,Localized
