physical_hotspot_key,merged_cluster_ids,cluster_id,cluster_label,cluster_label_display,risk_band,lat,lon,ccs_score,delay_minutes_per_vehicle,records_total,distinct_days,severity_sum,severity_mean,growth_pct_change,growth_multiplier,context_multiplier,layer_b_priority_boost,layer_b_alert_flag,validation_uncertainty,resurgence_score,persistence_score,anomaly_score,rop,tvs,vdi,nearby_sensitive_poi_count,road_class,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality,geometry_source,mappls_address,road_node_id,road_node_distance_m,road_node_degree,road_node_betweenness,source_pressure_score,source_pressure_norm,spillover_out_score,spillover_in_score,spillover_total_score,propagation_radius_m,network_pagerank,network_component_id,network_component_size,neighbor_count,in_neighbor_count,out_neighbor_count,influence_asymmetry,network_vulnerability_score,layer_d_alert_flag,road_node_betweenness_norm,road_node_degree_norm,road_node_distance_norm,context_boost,growth_surge,layer_d_pressure_ccs_score_norm,layer_d_pressure_delay_minutes_per_vehicle_norm,layer_d_pressure_growth_surge_norm,layer_d_pressure_layer_b_priority_boost_norm,layer_d_pressure_context_boost_norm,layer_d_pressure_persistence_score_norm,layer_d_pressure_resurgence_score_norm,layer_d_pressure_validation_uncertainty_norm,layer_d_pressure_anomaly_score_norm,layer_d_pressure_rop_norm,layer_d_pressure_tvs_norm,layer_d_pressure_vdi_norm,layer_d_pressure_raw,layer_d_pressure_score,source_idx,layer_d_vulnerability_source_pressure_score_norm,layer_d_vulnerability_spillover_out_score_norm,layer_d_vulnerability_spillover_in_score_norm,layer_d_vulnerability_road_node_betweenness_norm,layer_d_vulnerability_network_pagerank_norm,layer_d_vulnerability_resurgence_score_norm,layer_d_vulnerability_validation_uncertainty_norm,layer_d_vulnerability_raw,layer_d_vulnerability_score,secondary_risk_score,network_rank,propagation_class
police_station::mahadevapura|13.00037|77.67722,437,437,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 437),Watch,13.00036687878788,77.67722462121212,0.0,8.900284683813057e-18,33.0,6.0,50.0,1.5151515151515151,14.49999999275,15.49999999275,1.0,0.0,False,6.060574264665775e-11,5.0,1.49698264187867,0.0,,,,0.0,trunk,3.0,10.5,110.64726978853082,3.0,0.0130233321522373,osmnx,,12712338634,33.50107757981891,3,0.0145549894590972,25.354232694360267,0.2535423269436027,2.1183713185849777,0.6449641767208439,2.763335495305822,292.1102101998603,0.0015423228688430423,5,43,34,17,17,1.4734071418641337,48.91365057167853,True,0.22997050430990867,0.2857142856734694,0.003732037847118738,0.0,14.49999999275,,5.3809999367761476e-14,0.23015873015507687,,,0.014858739011811627,0.9999999997944319,0.04538833151322433,,,,,0.2535423269436027,25.354232694360267,684,0.5290437580562055,0.5340822928254872,0.4071997963622332,0.22997050430990867,0.7376659545165111,0.9999999997944319,0.04538833151322433,0.4891365057167853,48.91365057167853,0.6449641767208439,46,Severe Propagator
police_station::yeshwanthpura|13.03047|77.53682,101,101,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 101),Watch,13.0304705,77.53682315538461,0.0,9.809433132861012e-15,65.0,12.0,126.0,1.9384615384615385,9.333333330222224,10.333333330222224,1.0,0.0,False,3.0769387038276363e-11,5.0,3.3062749363114556,0.0,,,,0.0,trunk,3.0,10.5,215.7089489932688,4.0,0.022796447074351,osmnx,,610334163,38.270091619276634,4,0.0219205077541133,23.85213219540834,0.2385213219540834,1.9841321994298418,0.5877216823414748,2.5718538817713164,175.1946948013876,0.0015433402373016515,8,20,22,11,11,1.396410517088367,48.20762990326048,True,0.3463465389040124,0.4285714285102041,0.004271665316261661,0.0,9.333333330222224,,5.930659629768271e-11,0.148148148170488,,,0.032953702396971055,0.9999999997944319,0.023009518639132153,,,,,0.2385213219540834,23.85213219540834,413,0.4958542251704165,0.5002380201447472,0.37105959990503656,0.3463465389040124,0.7382213440260431,0.9999999997944319,0.023009518639132153,0.48207629903260485,48.20762990326048,0.5877216823414748,47,Severe Propagator
btp067 - jai muni rao circle|12.97868|77.54185,776,776,BTP067 - Jai Muni Rao Circle,BTP067 - Jai Muni Rao Circle (Cluster 776),Watch,12.97867793125,77.541853878125,0.0,1.0264961023841033e-13,32.0,6.0,62.0,1.9375,29.99999997,30.99999997,1.0,0.0,False,6.249978312666826e-11,5.0,1.495371742997094,0.0,,,,0.0,primary,2.0,7.0,92.0228813015165,4.0,0.0002445853312963,osmnx,,1524589746,8.897463205362861,4,0.0002391545714731,30.288751697783656,0.30288751697783656,2.579554703670754,0.5126910269739817,3.092245730644736,655.2819720204363,0.0011276142848740986,1,502,58,29,29,2.066863676696772,48.18903796961451,True,0.0037786696832895054,0.4285714285102041,0.000948069075626962,0.0,29.99999997,,6.20606605098323e-10,0.47619047594482244,,,0.014842628206294462,0.9999999997944319,0.046808960025447995,,,,,0.30288751697783656,30.288751697783656,210,0.6380739999434452,0.6503555247932237,0.3236888021315783,0.0037786696832895054,0.5112732497887778,0.9999999997944319,0.046808960025447995,0.4818903796961451,48.18903796961451,0.5126910269739817,48,Severe Propagator
btp135 - uco bank junction|12.93534|77.61528,119,119,BTP135 - UCO Bank Junction,BTP135 - UCO Bank Junction (Cluster 119),Watch,12.93534355949367,77.61527929873418,0.0,4.580216377507823e-12,79.0,6.0,90.0,1.139240506329114,37.999999962,38.999999962,1.0,0.0,False,2.531663767513237e-11,5.0,1.5710839904311589,0.0,,,,0.0,tertiary,2.0,7.0,348.93247723829813,4.0,0.000179866765344,osmnx,,568949761,44.2255178325488,4,0.000189624030493,32.56468634567739,0.32564686345677385,2.093965508032769,0.37789826987693115,2.4718637779097,360.1786250169446,0.0014986543366237897,1,502,30,15,15,1.716067238155838,48.10272130338525,True,0.002996081449890488,0.4285714285102041,0.004945538688943304,0.0,37.999999962,,2.7691410908029273e-08,0.6031746028634417,,,0.01559983606560115,0.9999999997944319,0.018919674046555767,,,,,0.32564686345677385,32.56468634567739,61,0.6883617189708212,0.5279291169664527,0.2385870473022095,0.002996081449890488,0.713826956476029,0.9999999997944319,0.018919674046555767,0.48102721303385254,48.10272130338525,0.37789826987693115,49,Severe Propagator
btp023 - mahalaxmi layout entrance|13.00791|77.54848,219,219,BTP023 - Mahalaxmi Layout Entrance,BTP023 - Mahalaxmi Layout Entrance (Cluster 219),Watch,13.007906886363635,77.54848440909092,0.0,2.8317000526785015e-12,44.0,6.0,71.0,1.6136363636363635,12.666666662444444,13.666666662444444,1.0,0.0,False,4.545430698499331e-11,5.0,1.6096049156930896,0.0,,,,0.0,residential,2.0,7.0,279.636773096363,4.0,8.695652173192571e-05,osmnx,,13652131823,20.642178097821343,4,0.0001008713352344,24.681106002423594,0.24681106002423595,2.3867051748570023,0.9082309588360671,3.2949361336930694,389.55194590558216,0.0013891505278893017,1,502,42,21,21,1.4784742160209352,47.96798123317584,True,0.0015937786763404287,0.4285714285102041,0.002277016887645402,0.0,12.666666662444444,,1.7120101598709806e-08,0.20105820108851935,,,0.015985088760437624,0.9999999997944319,0.0340239695952766,,,,,0.24681106002423595,24.681106002423594,70,0.5141707449030093,0.6017344366886306,0.5734139582266974,0.0015937786763404287,0.6540479588962594,0.9999999997944319,0.0340239695952766,0.4796798123317584,47.96798123317584,0.9082309588360671,50,Severe Propagator
"btp163 - 16th main road, btm layout|12.91366|77.60613",78,78,"BTP163 - 16th Main Road, BTM Layout","BTP163 - 16th Main Road, BTM Layout (Cluster 78)",Watch,12.913656329347829,77.60613122934782,0.0,1.09422095386427e-14,92.0,8.0,92.0,1.0,44.4999999555,45.4999999555,1.0,0.0,False,2.173927704518519e-11,5.0,2.254765927108167,0.0,,,,0.0,tertiary,2.0,7.0,33.65561692497364,4.0,6.059923405670471e-05,osmnx,,10842132439,6.939857587890124,4,5.385503491331215e-05,34.738097328645004,0.34738097328645007,1.920648424829266,0.2031525701673106,2.1238009949965764,184.47510379147937,0.0016211522520842426,1,502,18,9,9,1.7174958546619554,47.88852419010454,True,0.0008509157339788509,0.4285714285102041,0.0007265604459193211,0.0,44.4999999555,,6.615521966697628e-11,0.70634920598482,,,0.022437426459000646,0.9999999997944319,0.016236468189529334,,,,,0.34738097328645007,34.738097328645004,401,0.7363841351432876,0.48423253536574246,0.12826089911408825,0.0008509157339788509,0.7806995399639028,0.9999999997944319,0.016236468189529334,0.4788852419010454,47.88852419010454,0.2031525701673106,51,Strong Propagator
police_station::malleshwaram|12.99966|77.57132,82,82,POLICE_STATION::Malleshwaram,POLICE_STATION::Malleshwaram (Cluster 82),Watch,12.99966464090909,77.57132123636364,0.0,9.97231705296729e-13,44.0,6.0,63.0,1.431818181818182,19.99999999,20.99999999,1.0,0.0,False,4.545430698499331e-11,5.0,1.5147025295760044,0.0,,,,0.0,primary,2.0,7.0,195.47462627322403,4.0,0.0005954043703043,osmnx,,11898868421,43.37786315883137,4,0.0005936122195626,26.990165379271097,0.26990165379271097,2.5029427546373353,0.6889827395371756,3.191925494174511,588.5070829891824,0.0012161790788471868,1,502,56,28,28,1.8139600151001596,47.46128906282876,True,0.009379141213462812,0.4285714285102041,0.004849624157658484,0.0,19.99999999,,6.02913719480479e-09,0.3174603174552784,,,0.015035957872500427,0.9999999997944319,0.0340239695952766,,,,,0.26990165379271097,26.990165379271097,106,0.5651903685411029,0.6310401738730983,0.4349910295220347,0.009379141213462812,0.5596214731588622,0.9999999997944319,0.0340239695952766,0.4746128906282876,47.46128906282876,0.6889827395371756,52,Severe Propagator
btp100 - richmond circle|12.96221|77.59795,657,657,BTP100 - Richmond Circle,BTP100 - Richmond Circle (Cluster 657),Watch,12.962210283333333,77.59794663444444,0.0,1.5835277756549786e-13,90.0,6.0,92.0,1.022222222222222,20.499999994875,21.499999994875,1.0,0.0,False,2.2222224060897133e-11,5.0,1.62947632932153,0.0,,,,0.0,residential,2.0,7.0,107.63479630521668,8.0,0.001898851092431,osmnx,,10060658553,36.14131648682399,8,0.0058520459879938,26.99760007499097,0.2699760007499097,2.470135435672467,0.5470784548669486,3.0172138905394155,292.6826975434798,0.0012439573588066517,1,502,36,18,18,1.9230569808055185,47.27769210785029,True,0.09246299840241777,0.9999999998571428,0.0040307883702943486,0.0,20.499999994875,,9.573809336885353e-10,0.32539682547300963,,,0.016183825306834463,0.9999999997944319,0.016598703478402307,,,,,0.2699760007499097,26.99760007499097,185,0.5653546412234319,0.6227688155987057,0.3453993934184146,0.09246299840241777,0.5747858564771935,0.9999999997944319,0.016598703478402307,0.47277692107850294,47.27769210785029,0.5470784548669486,53,Severe Propagator
police_station::sheshadripuram|12.98729|77.574,775,775,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 775),Watch,12.987291130769233,77.57399528846153,0.0,3.824512771356952e-14,26.0,7.0,26.0,1.0,6.666666664444445,7.666666664444445,1.0,0.0,False,7.692313452878352e-11,3.5,1.789961507853876,0.0,,,,0.0,secondary,2.0,7.0,148.02715126248836,6.0,0.0152170694802826,osmnx,,429724007,60.148058054522224,6,0.0172223976589212,16.88140987280594,0.1688140987280594,2.079363875416671,1.2632997865317466,3.342663661948418,430.79653752907245,0.0015339665963210252,1,502,52,26,26,0.8160640888849244,47.21151189818368,True,0.2721158600752133,0.7142857141836735,0.0067472192902625055,0.0,6.666666664444445,,2.3122522157408768e-10,0.10582010583606283,,,0.017788858080333328,0.6916479188679431,0.05762722101823963,,,,,0.1688140987280594,16.88140987280594,287,0.34183322729101895,0.5242477635803947,0.7975875783296895,0.2721158600752133,0.7331041990794855,0.6916479188679431,0.05762722101823963,0.4721151189818368,47.21151189818368,1.2632997865317466,54,Severe Propagator
police_station::mahadevapura|13.00046|77.6772,456,456,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 456),Watch,13.000463831428572,77.67720102285715,0.0,1.7433419178650452e-14,35.0,10.0,49.0,1.4,7.249999996375,8.249999996375,1.0,0.0,False,5.714273498824696e-11,5.0,2.662995137302719,0.0,,,,0.0,road,2.0,7.0,250.0,4.0,0.0,fallback,,12712338634,36.657967735331106,3,0.0145549894590972,23.259899842589874,0.23259899842589873,1.9502965677814685,0.6692888384349802,2.6195854062164488,289.17626840809004,0.0015472040802957834,5,43,34,17,17,1.2810077293464883,46.79640602021482,True,0.22997050430990867,0.2857142856734694,0.004089248924898446,0.0,7.249999996375,,1.0540025497018198e-10,0.11507936507753844,,,0.026520178944020634,0.9999999997944319,0.0427908963108046,,,,,0.23259899842589873,23.259899842589874,359,0.482768605956781,0.49170740439696936,0.4225572342697708,0.22997050430990867,0.7403306465577465,0.9999999997944319,0.0427908963108046,0.4679640602021482,46.79640602021482,0.6692888384349802,55,Severe Propagator
btp048 - shanthala junction|12.97694|77.57076,97,97,BTP048 - Shanthala Junction,BTP048 - Shanthala Junction (Cluster 97),Watch,12.976944883783784,77.57076306554055,0.0,6.31474720217844e-14,148.0,12.0,210.0,1.4189189189189189,3.124999999804688,4.124999999804688,1.0,0.0,False,1.3513412611132479e-11,3.941176470588236,3.467094510944275,0.0,,,,0.0,primary,2.0,7.0,515.5257102177723,4.0,0.0319701026588257,osmnx,,12121597668,178.9820920394279,4,0.0322623338563041,17.430765677486747,0.17430765677486748,1.48438021475246,1.15167907542572,2.63605929017818,317.77768501066714,0.0013121104057800949,1,502,36,18,18,0.33270113932674006,46.198785428220745,True,0.5097485785200353,0.4285714285102041,0.020193627389872622,0.0,3.124999999804688,,3.8178165646182447e-10,0.04960317462408865,,,0.03456207950859197,0.7823397073757341,0.010066643586500265,,,,,0.17430765677486748,17.430765677486747,251,0.3539714714086227,0.37424089986704606,0.7271155544984275,0.5097485785200353,0.6119911452900952,0.7823397073757341,0.010066643586500265,0.46198785428220746,46.198785428220745,1.15167907542572,56,Severe Propagator
police_station::hal old airport|12.94754|77.69894,602,602,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 602),Watch,12.947538113636364,77.69894035,0.0,3.167658986726638e-14,88.0,8.0,113.0,1.2840909090909092,27.33333332422222,28.33333332422222,1.0,0.0,False,2.272737553710158e-11,5.0,2.180534912926803,0.0,,,,0.0,trunk,3.0,10.5,1781.3542851225627,4.0,0.003814533517529,osmnx,,1275552789,38.136881038825855,4,0.0025241970518939,29.28092526487815,0.2928092526487815,2.299580198329976,0.3899266711901591,2.689506869520135,451.73248094289323,0.0012412493210448015,2,76,38,19,19,1.9096535271398172,45.95951362576397,True,0.03988260318792638,0.4285714285102041,0.0042565921611405055,0.0,27.33333332422222,,1.9151266968240335e-10,0.43386243392785756,,,0.02169503260269114,0.9999999997944319,0.01697759326331542,,,,,0.2928092526487815,29.28092526487815,304,0.6158056573382574,0.5797685486416743,0.24618120949306496,0.03988260318792638,0.5733075171876069,0.9999999997944319,0.01697759326331542,0.45959513625763965,45.95951362576397,0.3899266711901591,57,Severe Propagator
"btp011 - rr kalyana mantapa, dr. rajkumar road|12.99323|77.55393",21,21,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 21)",Watch,12.993228379790455,77.55393182070699,0.0,4.114847926755599e-14,70.0,6.0,142.0,2.0285714285714285,3.4999999995,4.4999999995,1.0,0.0,False,2.8571589538728404e-11,4.0625,1.597258351690013,0.0,,,,0.0,tertiary,2.0,7.0,206.30069626263943,6.0,0.0008419850029875,osmnx,,1520846293,69.52578258944315,6,0.0008343759050575,17.787552853401806,0.17787552853401806,2.75862323388629,1.0144531530225762,3.7730763869088664,497.9522992566434,0.001581892039305607,1,502,84,42,42,1.7441700808637137,45.824524587624964,True,0.013183235083016788,0.7142857141836735,0.007808335427734453,0.0,3.4999999995,,2.487785191184388e-10,0.055555555574515,,,0.015861609196491194,0.8072799492153764,0.021361056621079417,,,,,0.17787552853401806,17.787552853401806,281,0.3618548318871812,0.6955021571854556,0.6404776144778218,0.013183235083016788,0.7592670784650899,0.8072799492153764,0.021361056621079417,0.45824524587624965,45.824524587624964,1.0144531530225762,58,Severe Propagator
btp051 - safina plaza junction|12.97437|77.60781,449,449,BTP051 - Safina Plaza Junction,BTP051 - Safina Plaza Junction (Cluster 449),Watch,12.974372883333332,77.60781235,0.0,4.909803222476418e-15,12.0,4.0,15.0,1.25,1.9999999993333333,2.9999999993333333,1.0,0.0,False,1.6666668045672847e-10,1.75,0.8817584165351283,0.0,,,,0.0,secondary,2.0,7.0,72.93114226165291,3.0,0.0537714414398855,osmnx,,248459794,10.012624904210334,3,0.0562965134475288,8.696508494875294,0.08696508494875294,1.1551949088502265,1.159584046008617,2.3147789548588436,417.4969730176267,0.0019757624506257375,1,502,56,28,28,-0.004389137158390621,45.533731140218656,True,0.8894913750917127,0.2857142856734694,0.0010742527857723425,0.0,1.9999999993333333,,2.9684051430150695e-11,0.031746031750818846,,,0.008705802935363851,0.331903824453706,0.12493953111869997,,,,,0.08696508494875295,8.696508494875294,466,0.16098444011645074,0.2912469311523626,0.7321063780631886,0.8894913750917127,0.9742840594921014,0.331903824453706,0.12493953111869997,0.45533731140218653,45.533731140218656,1.159584046008617,59,Severe Propagator
police_station::hsr layout|12.90667|77.6297,166,166,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 166),Watch,12.906668755555556,77.6296993888889,0.0,2.88241227203812e-14,18.0,4.0,36.0,2.0,15.999999984,16.999999984,1.0,0.0,False,1.1111112030448568e-10,5.0,0.8914238098245835,0.0,,,,0.0,residential,2.0,7.0,48.73842415417055,2.0,0.0,osmnx,,10081706689,11.129995229611874,2,0.0,26.08811425349354,0.2608811425349354,1.7048918098638133,0.9032133070616045,2.608105116925418,352.96399108001447,0.0012608312064705397,7,27,30,15,15,0.8016785028022088,45.229341538077044,True,0.0,0.1428571428367347,0.0012006864082785994,0.0,15.999999984,,1.742670128496948e-10,0.25396825383723864,,,0.008802467768466833,0.9999999997944319,0.08326998202627782,,,,,0.2608811425349354,26.08811425349354,312,0.545259175172519,0.4298361287480458,0.5702460508381572,0.0,0.5839974237305914,0.9999999997944319,0.08326998202627782,0.45229341538077045,45.229341538077044,0.9032133070616045,60,Severe Propagator
btp047 - vidhan soudha metro station|12.98002|77.59337,523,523,BTP047 - Vidhan Soudha Metro Station,BTP047 - Vidhan Soudha Metro Station (Cluster 523),Watch,12.980022926923075,77.59337310384616,0.0,1.7808707537346898e-14,26.0,7.0,30.0,1.1538461538461535,11.4999999885,12.4999999885,1.0,0.0,False,7.692313452878352e-11,5.0,1.7764040241228636,0.0,,,,0.0,primary,3.0,10.5,464.4512614542751,3.0,0.03685424644885,osmnx,,11854384389,94.7892994124081,3,0.0107627099884881,24.58013121728112,0.2458013121728112,2.03619276129013,0.6747966439193877,2.7109894052095176,577.5081858114578,0.0011063737745877738,1,502,46,23,23,1.361396117370742,45.153688501065844,True,0.17005205333535311,0.2857142856734694,0.01066697403354078,0.0,11.4999999885,,1.0766920108388453e-10,0.18253968244551527,,,0.017653267953485156,0.9999999997944319,0.05762722101823963,,,,,0.2458013121728112,24.58013121728112,356,0.5119396651886626,0.5133634925301543,0.42603460146721167,0.17005205333535311,0.4996778867811039,0.9999999997944319,0.05762722101823963,0.4515368850106585,45.153688501065844,0.6747966439193877,61,Severe Propagator
police_station::bellandur|12.92572|77.67612,267,267,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 267),Watch,12.925723204444443,77.67612351999999,0.0,2.312609981878765e-15,45.0,6.0,67.0,1.488888888888889,12.999999995666666,13.999999995666666,1.0,0.0,False,4.4444226077189335e-11,5.0,1.5434283959196045,0.0,,,,0.0,trunk,3.0,10.5,747.9219496253924,6.0,0.0070592475776985,osmnx,,3170006921,8.566774576648964,6,0.000572190889149,24.76611266825293,0.2476611266825293,2.4048294431943478,0.620006550951195,3.0248359941455427,295.57458321608675,0.0011891818947937006,2,76,34,17,17,1.7848228922431528,44.58115368561486,True,0.009040681733842527,0.7142857141836735,0.0009106507190629467,0.0,12.999999995666666,,1.3981748459023676e-11,0.2063492063803225,,,0.015323248931713931,0.9999999997944319,0.03326635657041078,,,,,0.2476611266825293,24.76611266825293,521,0.5160490024051023,0.6063039145249618,0.39144273496580684,0.009040681733842527,0.5448834962898836,0.9999999997944319,0.03326635657041078,0.4458115368561486,44.58115368561486,0.620006550951195,62,Severe Propagator
btp076 - hudson circle|12.96797|77.5886,389,389,BTP076 - Hudson Circle,BTP076 - Hudson Circle (Cluster 389),Watch,12.96797454137931,77.58859860689655,0.0,9.086255939955485e-16,29.0,7.0,31.0,1.0689655172413792,12.999999987,13.999999987,1.0,0.0,False,6.896549997748025e-11,5.0,1.781236720767591,0.0,,,,0.0,unclassified,2.0,7.0,46.49778350116507,3.0,0.0131834068151146,osmnx,,3943325840,13.370317867789689,3,0.0111443214356936,24.997601955583058,0.24997601955583057,1.7279636281224653,0.606700540881074,2.3346641690035392,530.9731493455752,0.0010992773872788547,1,502,42,21,21,1.1212630872413913,43.38759919968265,True,0.17608155800870975,0.2857142856734694,0.001454185270999699,0.0,12.999999987,,5.4934358141773034e-12,0.20634920624275638,,,0.017701600370036645,0.9999999997944319,0.05165858272737542,,,,,0.24997601955583057,24.997601955583058,574,0.521163854121024,0.43565297940455144,0.3830419511912807,0.17608155800870975,0.49580391267310214,0.9999999997944319,0.05165858272737542,0.43387599199682647,43.38759919968265,0.606700540881074,63,Severe Propagator
"btp095 - satellite bus stand, mysore road|12.95329|77.54248",206,206,"BTP095 - Satellite Bus Stand, Mysore Road","BTP095 - Satellite Bus Stand, Mysore Road (Cluster 206)",Watch,12.953292750154924,77.54247975876544,0.0,8.332914204937067e-13,162.0,15.0,278.0,1.7160493827160497,14.69999999706,15.69999999706,1.0,0.0,False,1.2345457989226816e-11,5.0,4.4862576833959995,0.0,,,,0.0,trunk,2.0,7.0,309.4733907490982,3.0,0.008064171466522,osmnx,,11900286915,64.26329099383229,3,0.0105946581428482,25.65367019798487,0.2565367019798487,2.043250440055295,0.2922048662411317,2.3354553062964265,124.94483848677338,0.001194772300536376,10,9,16,8,8,1.7510455738141633,42.71855138131049,True,0.16739681488254454,0.2857142856734694,0.007212869573025353,0.0,14.69999999706,,5.037974896631884e-09,0.23333333339962967,,,0.04475486060082471,0.9999999997944319,0.009190617094789072,,,,,0.2565367019798487,25.65367019798487,112,0.5356599537639638,0.5151428695562005,0.18448429590988324,0.16739681488254454,0.5479353431180758,0.9999999997944319,0.009190617094789072,0.4271855138131049,42.71855138131049,0.2922048662411317,64,Severe Propagator
police_station::jnanabharathi|12.96094|77.51166,81,81,POLICE_STATION::Jnanabharathi,POLICE_STATION::Jnanabharathi (Cluster 81),Watch,12.960943275675676,77.51165639729729,0.0,3.671089268765114e-13,37.0,8.0,54.0,1.4594594594594594,16.999999983,17.999999983,1.0,0.0,False,5.4053872489134847e-11,5.0,2.1119365536974466,0.0,,,,0.0,secondary,2.0,7.0,89.08410999914251,4.0,0.0089713899519487,osmnx,,4798470974,14.670609082968198,4,0.0114191279397097,26.22174578314468,0.2622174578314468,1.3803259512077484,0.387165556909399,1.7674915081171474,173.56597990677213,0.0013927405673723942,1,502,16,8,8,0.9931603942983493,42.17421031537907,True,0.18042353231888184,0.4285714285102041,0.0016013169111647467,0.0,16.999999983,,2.2194942998903732e-09,0.269841269702066,,,0.021008971648163965,0.9999999997944319,0.04047408936666117,,,,,0.2622174578314468,26.22174578314468,135,0.5482118191873697,0.348006811836932,0.2444379728708781,0.18042353231888184,0.6560077899199586,0.9999999997944319,0.04047408936666117,0.42174210315379074,42.17421031537907,0.387165556909399,65,Strong Propagator
police_station::yeshwanthpura|13.01852|77.55845,246,246,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 246),Watch,13.018523011764708,77.55845398235294,0.0,1.4347050616435778e-15,17.0,4.0,17.0,1.0,14.999999985,15.999999985,1.0,0.0,False,1.1764700325045396e-10,4.75,0.8898129109430075,0.0,,,,0.0,secondary,2.0,7.0,89.95300201847832,3.0,0.0080063077263021,osmnx,,427594204,32.672189474978516,3,0.0086939424895445,24.791513954458036,0.24791513954458036,1.8348282292915998,0.37239847918901475,2.2072267084806145,191.45366154723976,0.0013096678666478687,1,502,22,11,11,1.4624297501025851,42.10566670164451,True,0.1373652893655826,0.2857142856734694,0.003638246806346596,0.0,14.999999985,,8.674045966234249e-12,0.23809523797241122,,,0.008786356962949668,0.9486079863066837,0.08817223293569207,,,,,0.24791513954458036,24.791513954458036,542,0.5166102543482538,0.46259560778776476,0.23511474026720378,0.1373652893655826,0.6106577438078886,0.9486079863066837,0.08817223293569207,0.42105666701644506,42.10566670164451,0.37239847918901475,66,Severe Propagator
police_station::banaswadi|12.99399|77.66314,92,92,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 92),Watch,12.993987852173914,77.66313821304348,0.0,7.157747575090726e-15,23.0,6.0,44.0,1.9130434782608696,20.999999979,21.999999979,1.0,0.0,False,8.695644204692599e-11,5.0,1.4944311367939236,0.0,,,,0.0,primary,3.0,10.5,767.8723841714408,3.0,0.0163053454754295,osmnx,,1681877280,37.16936119682624,3,0.0163735397276685,27.614858298073518,0.2761485829807352,1.3805262677869932,0.25245313326724916,1.6329794010542424,423.3438724654255,0.001176754220159514,5,43,20,10,10,1.128073134519744,42.099071418518484,True,0.25870380731583215,0.2857142856734694,0.00414711454598482,0.0,20.999999979,,4.327483964537849e-11,0.33333333316137564,,,0.014833221083488161,0.9999999997944319,0.06515272159893583,,,,,0.2761485829807352,27.614858298073518,436,0.5789932174094569,0.34805731551256025,0.1593869367754442,0.25870380731583215,0.5380991301526241,0.9999999997944319,0.06515272159893583,0.42099071418518486,42.099071418518484,0.25245313326724916,67,Strong Propagator
btp032 - windsor circle|12.99204|77.58889,232,232,BTP032 - Windsor Circle,BTP032 - Windsor Circle (Cluster 232),Watch,12.99203542695652,77.58888548869565,0.0,4.619491573925244e-12,230.0,15.0,407.0,1.7695652173913043,4.888888888617284,5.888888888617284,1.0,0.0,False,8.695488773469151e-12,5.0,4.878005754409533,0.0,,,,0.0,residential,2.0,7.0,124.98632531789193,6.0,9.384352974474292e-05,osmnx,,461789804,32.65931177939972,6,9.83570945755729e-05,22.59001422561822,0.22590014225618218,2.1597205940002655,0.6299109054037197,2.7896314994039852,515.1761725745873,0.0012582098503832679,1,502,52,26,26,1.5298096885965458,42.014928366494175,True,0.001554053385305913,0.7142857141836735,0.0036367896585554425,0.0,4.888888888617284,,2.7928863795152508e-08,0.07760141096800202,,,0.04867278310732553,0.9999999997944319,0.0064529510357113915,,,,,0.22590014225618218,22.59001422561822,60,0.4679672056978031,0.5445072431761278,0.3976958746931519,0.001554053385305913,0.5825664046545638,0.9999999997944319,0.0064529510357113915,0.42014928366494175,42.014928366494175,0.6299109054037197,68,Severe Propagator
