network_rank,cluster_id,cluster_label,cluster_label_display,risk_band,network_vulnerability_score,source_pressure_score,spillover_out_score,spillover_in_score,spillover_total_score,secondary_risk_score,propagation_radius_m,neighbor_count,road_node_betweenness,road_node_degree,road_node_distance_m,network_pagerank,network_component_id,network_component_size,layer_d_alert_flag,propagation_class,ccs_score,delay_minutes_per_vehicle,growth_pct_change,growth_multiplier,layer_b_priority_boost,context_multiplier,validation_uncertainty,resurgence_score,persistence_score,anomaly_score,rop,tvs,vdi,records_total,distinct_days,severity_sum,nearby_sensitive_poi_count,road_class,geometry_source,mappls_address,lat,lon,merged_cluster_ids,physical_hotspot_key
11,64,"BTP080 - NR Road, SP Road Junction","BTP080 - NR Road, SP Road Junction (Cluster 64)",Watch,57.35837302324621,36.299075434626786,2.9476995602991463,0.83921132858519,3.786910888884336,0.83921132858519,788.5766689035136,56,0.000189322321614,6,20.932106504366544,0.0011649607239605023,1,502,True,Severe Propagator,0.0,1.312962149142994e-13,49.4999999505,50.4999999505,0.0,1.0,1.960787088250981e-11,5.0,2.2030874972688643,0.0,,,,102.0,8.0,161.0,0.0,living_street,osmnx,,12.964301476470586,77.58299856470587,64,"btp080 - nr road, sp road junction|12.9643|77.583"
12,558,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 558),Watch,57.02306290087882,36.038395391486446,3.4593099012412303,0.465740278744684,3.9250501799859143,0.465740278744684,356.87464530193233,34,0.0002924061886283,4,21.611232725031815,0.001294780338570719,1,502,True,Severe Propagator,0.0,4.990382631084546e-16,48.999999951,49.999999951,0.0,1.0,3.9215519720414704e-11,5.0,0.9581409566475985,0.0,,,,51.0,4.0,96.0,0.0,tertiary,osmnx,,12.995434701960784,77.61082448235294,558,police_station::pulikeshinagar(f.town)|12.99543|77.61082
13,257,"BTP189 - New Diagonal Road, Jayanagar","BTP189 - New Diagonal Road, Jayanagar (Cluster 257)",Watch,56.053289597527744,33.8494727570322,3.074177227665342,0.7594967200195234,3.8336739476848654,0.7594967200195234,421.3177286628664,42,0.0001234492163512,8,13.623008363793456,0.0012829553202586819,1,502,True,Severe Propagator,0.0,3.6124895578144688e-12,41.999999958,42.999999958,0.0,1.0,2.2988499992493416e-11,5.0,1.7331035025248995,0.0,,,,87.0,6.0,87.0,0.0,tertiary,osmnx,,12.928616228735631,77.58070089425287,257,"btp189 - new diagonal road, jayanagar|12.92862|77.5807"
14,63,BTP104 - Medical College Circle,BTP104 - Medical College Circle (Cluster 63),Watch,55.876459512416154,32.21402690376059,3.035704186808683,0.8401900196759826,3.8758942064846655,0.8401900196759826,551.2826934124871,50,0.0005171290187194,4,20.95085485665573,0.0013567972954992042,1,502,True,Severe Propagator,0.0,2.2795787541276332e-14,36.4999999635,37.4999999635,0.0,1.0,2.6315838397295007e-11,5.0,2.1612041263478923,0.0,,,,76.0,8.0,151.0,0.0,primary,osmnx,,12.959891055263157,77.57751601578947,63,btp104 - medical college circle|12.95989|77.57752
15,96,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 96),Watch,55.64740702155255,30.222221363072382,3.822545845861262,0.5445738137299108,4.3671196595911725,0.5445738137299108,304.61041895124083,46,5.083794612265041e-05,6,75.06574534133328,0.0014052513767636708,2,76,True,Severe Propagator,0.0,5.881037599495506e-14,30.666666656444445,31.666666656444445,0.0,1.0,2.0408341683264556e-11,5.0,1.683035971567173,0.0,,,,98.0,6.0,174.0,0.0,primary,osmnx,,12.933721112840656,77.69087792219547,96,police_station::hal old airport|12.93372|77.69088
16,247,BTP008 - Navarang Theatre,BTP008 - Navarang Theatre (Cluster 247),Watch,54.391278386492935,29.876775815067706,3.0849604543270455,0.8521074735599926,3.937067927887038,0.8521074735599926,761.389165748069,80,0.0022077044377535,4,6.17464778191586,0.0012582240830316188,1,502,True,Severe Propagator,0.0,2.4594333952044942e-14,28.999999971,29.999999971,0.0,1.0,3.2786662274020266e-11,5.0,2.137040643124255,0.0,,,,61.0,8.0,119.0,0.0,secondary,osmnx,,12.998487081967212,77.55294844918032,247,btp008 - navarang theatre|12.99849|77.55295
17,342,"BTP070 - Cholurpalya Junction, Magadi Road","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 342)",Watch,54.03256687843962,22.251486834641913,3.1520356864752515,0.8937404733788369,4.045776159854088,0.8937404733788369,442.27928970103557,72,0.0117840448289402,6,28.90312972871009,0.0017368664756698398,1,502,True,Severe Propagator,0.0,2.352102583878796e-11,4.282608695465973,5.282608695465973,0.0,1.0,7.518652367366485e-12,5.0,4.191912960543669,0.0,,,,266.0,13.0,278.0,0.0,residential,osmnx,,12.973605712030077,77.5511454537594,342,"btp070 - cholurpalya junction, magadi road|12.97361|77.55115"
18,3,BTP051 - Safina Plaza Junction,BTP051 - Safina Plaza Junction (Cluster 3),Watch,53.8249174056196,45.21535268518432,2.874636840085268,0.4102706973833976,3.2849075374686656,0.4102706973833976,773.9602132544329,46,3.7713609883271817e-06,3,43.3567073273941,0.0008420403433026325,1,502,True,Severe Propagator,0.0,0.000165401058881,-0.1437795953506538,1.0,0.0,1.0,2.1538326677728042e-13,0.8210578348986654,61.98303693794115,0.0,,,,9287.0,87.0,15028.0,0.0,unclassified,osmnx,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.981962282368803,77.60773290754804,3,btp051 - safina plaza junction|12.98196|77.60773
19,347,"BTP148 - 17th Main, Doopanahalli Bus Stop","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 347)",Watch,53.35546130146543,25.059343755567838,2.6954607116664313,0.8041576485764206,3.499618360242852,0.8041576485764206,366.4483283107177,44,0.0147126826332224,6,4.31372306852082,0.001652756974073994,1,502,True,Severe Propagator,0.0,9.777517261215663e-14,13.7499999965625,14.7499999965625,0.0,1.0,1.6393553181615058e-11,5.0,2.8709307586548785,0.0,,,,122.0,10.0,189.0,0.0,tertiary,osmnx,,12.970347181732814,77.6449368902705,347,"btp148 - 17th main, doopanahalli bus stop|12.97035|77.64494"
20,767,BTP023 - Mahalaxmi Layout Entrance,BTP023 - Mahalaxmi Layout Entrance (Cluster 767),Watch,53.32661113913839,28.315800814612167,2.842258649866814,0.9111831764050312,3.753441826271845,0.9111831764050312,468.0271292995744,50,0.0005439308241431,6,18.92949973792901,0.0014381791975968436,1,502,True,Severe Propagator,0.0,4.2881000835465044e-15,23.999999976,24.999999976,0.0,1.0,7.692313452878352e-11,5.0,0.6136133264619658,0.0,,,,26.0,3.0,46.0,0.0,tertiary,osmnx,,13.007117619230767,77.54853532692309,767,btp023 - mahalaxmi layout entrance|13.00712|77.54854
21,162,POLICE_STATION::Sadashivanagar,POLICE_STATION::Sadashivanagar (Cluster 162),Watch,53.30051230087077,36.408668268199655,2.143701907596407,0.35063045379193514,2.4943323613883424,0.35063045379193514,123.28086704085395,14,0.0103634988566703,6,19.240012297898126,0.0015044976518926703,1,502,True,Severe Propagator,0.0,6.541441250435333e-13,49.99999995,50.99999995,0.0,1.0,3.84614562420893e-11,5.0,1.2504495299443987,0.0,,,,52.0,5.0,92.0,0.0,tertiary,osmnx,,13.028008001923077,77.57363048076924,162,police_station::sadashivanagar|13.02801|77.57363
22,754,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 754),Watch,53.25509098520046,30.180594903565893,2.8976880217365433,0.669162519628289,3.566850541364832,0.669162519628289,645.0324723999655,62,0.0030627976858402,6,10.710876095690116,0.001429461542253327,1,502,True,Severe Propagator,0.0,7.139357980189397e-18,29.99999997,30.99999997,0.0,1.0,6.249978312666826e-11,5.0,0.9546488453596816,0.0,,,,32.0,4.0,66.0,0.0,secondary,osmnx,,12.968520546875,77.649979059375,754,police_station::jeevanbheemanagar|12.96852|77.64998
23,132,BTP061 - Bhashyam Circle,BTP061 - Bhashyam Circle (Cluster 132),Watch,53.22908396170887,23.515322109253432,3.483999315480034,0.9419114707583609,4.425910786238395,0.9419114707583609,512.1820661355376,76,0.0006976012132141,6,36.88876858236862,0.0014821800057818833,1,502,True,Severe Propagator,0.0,7.423110831549578e-12,9.285714284387756,10.285714284387756,0.0,1.0,2.531663767513237e-11,5.0,1.90245411603942,0.0,,,,79.0,7.0,146.0,0.0,residential,osmnx,,12.985260350632911,77.55388748607595,132,btp061 - bhashyam circle|12.98526|77.55389
24,129,BTP192 - Urvashi Theater,BTP192 - Urvashi Theater (Cluster 129),Watch,52.75961178406048,17.96403104621666,2.1069938567580513,1.3019882400891007,3.408982096847152,1.3019882400891007,400.0304245199551,48,0.0290401835975037,4,6.901760618724435,0.0017987309123547568,1,502,True,Severe Propagator,0.0,2.0000864609448577e-15,7.333333330888888,8.333333330888888,0.0,1.0,7.142864077991362e-11,3.75,1.2117879567865786,0.0,,,,28.0,5.0,31.0,0.0,secondary,osmnx,,12.95712885,77.58613830357142,129,btp192 - urvashi theater|12.95713|77.58614
25,2,BTP040 - Elite Junction,BTP040 - Elite Junction (Cluster 2),Watch,52.720945946689426,46.66889260263542,2.3051019747680246,0.531253736250704,2.8363557110187285,0.531253736250704,837.7407013504891,38,4.3999211530483786e-05,5,15.792653871387063,0.000768275118729726,1,502,True,Severe Propagator,0.0,0.0001351019330269,-0.1246014030611549,1.0,0.0,1.0,9.2148511043888e-14,0.6619268418341061,99.99999999959672,0.0,,,,21733.0,87.0,34509.0,0.0,tertiary,osmnx,"AS Char Main Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",12.973168894409923,77.5775477916929,2,btp040 - elite junction|12.97317|77.57755
26,20,BTP082 - KR Market Junction,BTP082 - KR Market Junction (Cluster 20),Watch,52.567068054668596,24.901981567377565,1.018469378022501,0.7946736512192214,1.8131430292417223,0.7946736512192214,677.5051331678211,26,0.0632906783972277,6,93.23921184165667,0.0009874602091526445,1,502,True,Strong Propagator,0.0,6.494523487766822e-11,12.88461538362426,13.88461538362426,0.0,1.0,5.347500220409529e-12,5.0,3.871830109373453,0.0,,,,374.0,12.0,630.0,0.0,residential,osmnx,,12.965108344385026,77.57599985347593,20,btp082 - kr market junction|12.96511|77.576
27,321,POLICE_STATION::Ashok Nagar,POLICE_STATION::Ashok Nagar (Cluster 321),Watch,52.460882900579556,13.741318784489396,1.8363418517163834,1.0721494723890128,2.9084913241053965,1.0721494723890128,392.0506277998428,52,0.0562975694286055,5,55.97052573322313,0.001953210747451004,1,502,True,Severe Propagator,0.0,2.240526603611275e-15,4.999999998333333,5.999999998333333,0.0,1.0,9.523803967681488e-11,2.875,0.8962565064693109,0.0,,,,21.0,4.0,29.0,0.0,secondary,osmnx,,12.97326211904762,77.6071335047619,321,police_station::ashok nagar|12.97326|77.60713
28,654,POLICE_STATION::Malleshwaram,POLICE_STATION::Malleshwaram (Cluster 654),Watch,52.32815859500618,35.10343102539621,2.678600334938931,0.5301657817744302,3.2087661167133614,0.5301657817744302,388.83270378227917,34,0.0004026807839269,6,42.08479506768895,0.0011270925998919028,1,502,True,Severe Propagator,0.0,8.225215901272275e-15,45.999999954,46.999999954,0.0,1.0,4.1666448069577193e-11,5.0,0.9533082600028709,0.0,,,,48.0,4.0,72.0,0.0,tertiary,osmnx,,13.005530591666668,77.56884992291667,654,police_station::malleshwaram|13.00553|77.56885
29,272,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 272),Watch,52.2665717778398,39.18620895760249,1.9194384365438202,0.5012836289491946,2.420722065493015,0.5012836289491946,571.0648199921425,28,0.006049061886024,4,38.500480619345964,0.0010600418097251648,1,502,True,Severe Propagator,0.0,6.777116370933612e-13,57.4999999425,58.4999999425,0.0,1.0,1.694910878313749e-11,5.0,4.039845251026276,0.0,,,,118.0,13.0,138.0,0.0,residential,osmnx,,12.973449623039484,77.62197173472174,272,police_station::halasur|12.97345|77.62197
30,399,BTP054 - Shivananda Circle,BTP054 - Shivananda Circle (Cluster 399),Watch,52.18525699112727,22.17160019386597,2.734226344293338,1.1123352231640649,3.8465615674574027,1.1123352231640649,495.61894756907105,62,0.0102282829940355,3,8.218209987177156,0.001511465685293163,1,502,True,Severe Propagator,0.0,4.1395350939826255e-14,10.49999999475,11.49999999475,0.0,1.0,8.000000661922968e-11,4.5,1.484095450826063,0.0,,,,25.0,6.0,33.0,0.0,tertiary,osmnx,,12.983898124,77.577960308,399,btp054 - shivananda circle|12.9839|77.57796
31,639,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 639),Watch,51.901572362608164,23.509856018663676,2.8486161815792364,0.6989820866737667,3.547598268253003,0.6989820866737667,431.0133407131676,56,0.0156380237653184,6,54.48287205700364,0.001598801468120481,2,76,True,Severe Propagator,0.0,2.443382791645049e-13,8.208333332649305,9.208333332649303,0.0,1.0,8.583578292586935e-12,5.0,4.212531232170695,0.0,,,,233.0,14.0,464.0,0.0,tertiary,osmnx,,12.939469399820071,77.69590168597882,639,police_station::hal old airport|12.93947|77.6959
32,115,BTP166 - Coffee Board Junction,BTP166 - Coffee Board Junction (Cluster 115),Watch,51.89574204112326,27.495854311058864,3.0134045728305536,0.8242042773216737,3.837608850152227,0.8242042773216737,675.7890365368658,64,1.2420348854890852e-05,4,93.38521500699589,0.0012881094491200267,1,502,True,Severe Propagator,0.0,1.7811826389834006e-16,20.999999979,21.999999979,0.0,1.0,8.695644204692599e-11,5.0,0.8994783042324626,0.0,,,,23.0,4.0,38.0,0.0,tertiary,osmnx,,12.9856881,77.59447585217391,115,btp166 - coffee board junction|12.98569|77.59448
33,691,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 691),Watch,51.78762317202034,18.077611475925696,2.1944618186724734,1.3066314623953916,3.501093281067865,1.3066314623953916,508.31997008999446,66,0.026618768703745,3,64.27999920779548,0.0016119659651876283,1,502,True,Severe Propagator,0.0,2.723456451395192e-13,7.333333330888888,8.333333330888888,0.0,1.0,7.142864077991362e-11,3.75,1.779625821886015,0.0,,,,28.0,7.0,29.0,0.0,residential,osmnx,,12.990909071428572,77.57219061071429,691,police_station::sheshadripuram|12.99091|77.57219
34,673,BTP104 - Medical College Circle,BTP104 - Medical College Circle (Cluster 673),Watch,51.629936181287206,28.982801408038245,2.68472318702771,0.8375726531071801,3.5222958401348903,0.8375726531071801,546.2405422319907,50,6.14983265163219e-05,6,49.843669058597996,0.001340245604648688,1,502,True,Severe Propagator,0.0,2.4988235613817773e-13,26.49999998675,27.49999998675,0.0,1.0,3.508748847025345e-11,5.0,1.5492016987675024,0.0,,,,57.0,6.0,109.0,0.0,tertiary,osmnx,,12.959671845614036,77.57687036491228,673,btp104 - medical college circle|12.95967|77.57687
35,222,POLICE_STATION::Madiwala,POLICE_STATION::Madiwala (Cluster 222),Watch,51.49894020923911,33.95874937053148,2.001025419021424,0.799891817561449,2.800917236582873,0.799891817561449,376.9025374732202,28,0.0032093779162532,6,13.19778010404425,0.0011784953270280334,7,27,True,Severe Propagator,0.0,1.141040757557886e-12,41.4999999585,42.4999999585,0.0,1.0,2.3255841696823157e-11,5.0,3.0629636221403365,0.0,,,,86.0,11.0,134.0,0.0,tertiary,osmnx,,12.906594509302328,77.62902934069767,222,police_station::madiwala|12.90659|77.62903
36,194,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 194),Watch,51.456622647490725,18.372926828815643,2.1741803192333182,1.265813712392728,3.4399940316260462,1.265813712392728,530.5565819198414,66,0.026618768703745,3,24.703393602789845,0.0015776536202272823,1,502,True,Severe Propagator,0.0,1.1186383374334218e-15,9.99999999,10.99999999,0.0,1.0,1.6666668045672847e-10,3.5,0.591060742119904,0.0,,,,12.0,3.0,13.0,0.0,residential,osmnx,,12.991039925,77.57183428333333,194,police_station::sheshadripuram|12.99104|77.57183
37,497,POLICE_STATION::Ashok Nagar,POLICE_STATION::Ashok Nagar (Cluster 497),Watch,51.38910304490256,17.46566982079326,2.2925586824256396,0.7705891019597042,3.063147784385344,0.7705891019597042,272.8699780480064,40,0.0435997992594133,4,16.609593406817048,0.0017433178856777341,1,502,True,Severe Propagator,0.0,1.72287486191037e-15,6.7499999983125,7.7499999983125,0.0,1.0,5.714273498824696e-11,3.7,1.2095067652265974,0.0,,,,35.0,5.0,40.0,0.0,secondary,osmnx,,12.970145297142857,77.60669892285713,497,police_station::ashok nagar|12.97015|77.6067
38,316,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 316),Watch,51.23147202105618,26.937442711865035,1.9063340264950066,0.8122909305391915,2.7186249570341983,0.8122909305391915,135.21096837775679,18,0.0202499959755371,6,22.686488185067887,0.0014325956374582694,7,27,True,Severe Propagator,0.0,0.0,19.99999999,20.99999999,0.0,1.0,4.545430698499331e-11,5.0,1.2511198226228042,0.0,,,,44.0,5.0,154.0,0.0,trunk,osmnx,,12.89206713191548,77.63809091456743,316,police_station::hsr layout|12.89207|77.63809
39,573,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 573),Watch,51.02230629739765,32.37365494469301,2.1153029468695954,0.8369873322129947,2.95229027908259,0.8369873322129947,342.03496743787815,30,1.7247690919949643e-05,3,15.21498874715961,0.0012607893117369182,7,27,True,Severe Propagator,0.0,1.0618587317535292e-15,36.999999963,37.999999963,0.0,1.0,5.128186764125076e-11,5.0,1.229507844483913,0.0,,,,39.0,5.0,74.0,0.0,secondary,osmnx,,12.906212033333333,77.62976247179488,573,police_station::hsr layout|12.90621|77.62976
40,285,POLICE_STATION::Byatarayanapura,POLICE_STATION::Byatarayanapura (Cluster 285),Watch,50.142925528913985,33.473071595787815,1.69971031524286,0.35560467427603126,2.0553149895188914,0.35560467427603126,490.9106648005893,28,0.0159887603372328,4,27.649742427702762,0.001480348517209626,1,502,True,Strong Propagator,0.0,1.2515131601479758e-13,40.4999999595,41.4999999595,0.0,1.0,2.3809620941506182e-11,5.0,2.2012062848625233,0.0,,,,84.0,8.0,97.0,0.0,trunk,osmnx,,12.957983126190475,77.51905888809523,285,police_station::byatarayanapura|12.95798|77.51906
41,678,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 678),Watch,49.645718616700464,22.71832872387429,2.5977105846308,0.8380921867193742,3.435802771350174,0.8380921867193742,312.45718537671786,46,0.0063579614933746,6,67.72748086496387,0.0016457190806835257,1,502,True,Severe Propagator,0.0,2.084348361843819e-14,5.999999998,6.999999998,0.0,1.0,4.4444226077189335e-11,5.0,2.4155214191652776,0.0,,,,45.0,9.0,47.0,0.0,tertiary,osmnx,,12.970349842224538,77.64653041019761,678,police_station::jeevanbheemanagar|12.97035|77.64653
42,367,"BTP115 - Sahasra Hospital, Jayanagar","BTP115 - Sahasra Hospital, Jayanagar (Cluster 367)",Watch,49.22063834897791,27.903157589691062,1.9499305750357476,0.2820473398309435,2.231977914866691,0.2820473398309435,127.18256013949505,16,0.0260005672105384,3,32.944749991238844,0.0015409497204409383,1,502,True,Severe Propagator,0.0,5.750665066670881e-14,21.999999978,22.999999978,0.0,1.0,4.255307217704285e-11,5.0,3.013696049489891,0.0,,,,47.0,11.0,62.0,0.0,primary,osmnx,,12.917262141785084,77.57363615540712,367,"btp115 - sahasra hospital, jayanagar|12.91726|77.57364"
43,157,"BTP210 - 50th cross, 12th Main , Rajajinagar","BTP210 - 50th cross, 12th Main , Rajajinagar (Cluster 157)",Watch,49.20417856285278,21.060026214225385,3.1435949799102714,0.9217088593835647,4.065303839293836,0.9217088593835647,512.9338392256499,74,0.0011253741189168,4,4.709975570155878,0.0014942794024201584,1,502,True,Severe Propagator,0.0,3.313013254406346e-16,11.999999988,12.999999988,0.0,1.0,1.4285705951522232e-10,4.0,1.466375563128729,0.0,,,,14.0,6.0,20.0,0.0,tertiary,osmnx,,12.986501457142856,77.55589266428571,157,"btp210 - 50th cross, 12th main , rajajinagar|12.9865|77.55589"
44,416,BTP034 - LRDE Junction,BTP034 - LRDE Junction (Cluster 416),Watch,49.01325494689034,19.83051739649214,2.098643054711685,1.0214073445324299,3.120050399244115,1.0214073445324299,601.5359292533188,62,0.0236499533337338,4,51.84676410235017,0.001476362460004648,1,502,True,Severe Propagator,0.0,1.0104127149975524e-15,8.333333330555556,9.333333330555556,0.0,1.0,6.451617018399247e-11,4.125,1.5073183278465305,0.0,,,,31.0,6.0,44.0,0.0,tertiary,osmnx,,12.98894868064516,77.59245887096773,416,btp034 - lrde junction|12.98895|77.59246
45,56,BTP027 - Modi Bridge Junction,BTP027 - Modi Bridge Junction (Cluster 56),Watch,48.96328481371174,26.16229486269701,2.612432675513116,0.8596860688561317,3.472118744369248,0.8596860688561317,736.9100711974174,74,8.221566954553255e-05,3,39.149707091607844,0.0012733286549772246,1,502,True,Severe Propagator,0.0,7.731607747529807e-11,17.428571426081632,18.428571426081632,0.0,1.0,7.547074076796889e-12,5.0,2.878379042960061,0.0,,,,265.0,9.0,502.0,0.0,tertiary,osmnx,,12.999429728679246,77.5503542664151,56,btp027 - modi bridge junction|12.99943|77.55035
