layer_c_rank,st_dbscan_cluster_id,cluster_label,cluster_label_display,records_total,distinct_days,active_days,observation_days,ROP,TVS,VDI,cluster_area_m2,validation_uncertainty,validation_confidence,review_total,review_present,approved_count,resurgence_score,dominant_vehicle_type,dominant_violation_tag,layer_c_index,lat,lon
16,139,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 139),40,5,5.0,134,0.03731343283554244,0.8499999999575,0.01662100219448479,2406.59375,4.9999782092413625e-11,0.9999999999500002,40,40,40,5.0,CAR,['NO PARKING'],0.3497143073175549,12.9718839475,77.658056415
17,389,BTP076 - Hudson Circle,BTP076 - Hudson Circle (Cluster 389),29,7,7.0,134,0.05223880596975942,0.9898413857187974,0.007838102638600537,3699.875,6.896549997748025e-11,0.9999999999310345,29,29,29,5.0,SCOOTER,['NO PARKING'],0.3490054417798599,12.96797454137931,77.58859860689655
18,678,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 678),45,9,9.0,134,0.06716417910397639,1.1313708498230513,0.0006835370979969589,65834.02734375,4.444422607718934e-11,0.9999999999555558,45,45,45,5.0,CAR,['NO PARKING'],0.3475756235990951,12.970349842224538,77.64653041019761
19,19,"BTP001 - 10th Cross, Dr. Rajkumar Road","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 19)",2934,86,86.0,134,0.64179104477133,0.4222806228781144,0.004062239296865,722261.734375,6.816769371198461e-13,0.9999999999993183,2934,2934,2934,0.8964088397790055,CAR,['WRONG PARKING'],0.3454355430253744,13.010220852010905,77.55368339362644
20,290,POLICE_STATION::Kodigehalli,POLICE_STATION::Kodigehalli (Cluster 290),135,8,8.0,134,0.059701492536867906,0.8962962962830178,0.012112758000692872,11145.2734375,1.4814593995993164e-11,0.9999999999851854,135,135,135,5.0,SCOOTER,['WRONG PARKING'],0.34459649426832517,13.071124075555556,77.58794889925926
21,92,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 92),23,6,6.0,134,0.04477611940265093,0.9130434781814745,0.009790765618578333,2349.15234375,8.695644204692599e-11,0.9999999999130436,23,23,23,5.0,SCOOTER,['WRONG PARKING'],0.344150335336299,12.993987852173914,77.66313821304348
22,13,POLICE_STATION::Chikkajala,POLICE_STATION::Chikkajala (Cluster 13),1423,78,78.0,134,0.582089552234462,0.4214399832331218,0.006890879005495525,206504.859375,1.4055423491754482e-12,0.9999999999985945,1423,1423,1423,1.1906816220880068,CAR,['NO PARKING'],0.34088657910505793,13.185280326141951,77.67998198784258
23,574,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 574),31,9,9.0,134,0.06716417910397639,1.0160010159032011,0.0018021135776631334,17202.0234375,6.451617018399247e-11,0.9999999999354838,31,31,31,5.0,CAR,['WRONG PARKING'],0.3374156526290525,12.920921317691231,77.66547566230389
24,431,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 431),56,8,8.0,134,0.059701492536867906,1.016760060337442,0.0037016265880894825,15128.484375,3.5714098345351886e-11,0.9999999999642859,56,56,56,5.0,CAR,['NO PARKING'],0.336778780117296,12.986521382142858,77.57447258214286
25,61,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 61),63,11,11.0,134,0.08208955223819336,1.0168645953831312,0.0005480567399119351,114951.6015625,3.174593921073665e-11,0.9999999999682541,63,63,63,5.0,SCOOTER,['NO PARKING'],0.33416347761935605,12.972047244444443,77.61903253015873
26,285,POLICE_STATION::Byatarayanapura,POLICE_STATION::Byatarayanapura (Cluster 285),84,8,8.0,134,0.059701492536867906,1.0526125579717207,0.00165092818646641,50880.46875,2.3809620941506182e-11,0.9999999999761904,84,84,84,5.0,CAR,['NO PARKING'],0.3332770349026595,12.957983126190475,77.51905888809523
27,621,POLICE_STATION::Jalahalli,POLICE_STATION::Jalahalli (Cluster 621),15,4,4.0,134,0.029850746268433953,0.8666666665511111,0.014999999999985001,1000.0,1.333333443653828e-10,0.9999999998666667,15,15,15,4.25,SCOOTER,['NO PARKING'],0.3331067111579368,13.050838053333331,77.55280202
28,796,POLICE_STATION::Mico Layout,POLICE_STATION::Mico Layout (Cluster 796),15,4,4.0,134,0.029850746268433953,0.8666666665511111,0.014999999999985001,1000.0,1.333333443653828e-10,0.9999999998666667,15,15,15,4.25,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.3331067111579368,12.92649444,77.60894778000001
29,84,BTP207 - 8th Main Road Basaveshwara Nagar,BTP207 - 8th Main Road Basaveshwara Nagar (Cluster 84),29,6,6.0,134,0.04477611940265093,0.9310344826944114,0.006273788678784718,4622.40625,6.896549997748025e-11,0.9999999999310345,29,29,29,5.0,CAR,['WRONG PARKING'],0.3321044941899717,12.991571986206896,77.53836329655172
30,756,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 756),60,2,2.0,134,0.014925373134216977,0.9666666666344444,0.009431066029740759,6361.953125,3.3333114046740775e-11,0.9999999999666669,60,60,60,5.0,CAR,['WRONG PARKING'],0.33114660473008595,12.958595678333332,77.66816897
31,2,BTP040 - Elite Junction,BTP040 - Elite Junction (Cluster 2),21733,87,87.0,134,0.6492537313384384,0.29661021975419405,0.006412734913145442,3389037.640625,9.214851104388799e-14,0.9999999999999079,21733,21733,21733,0.6619268418341061,SCOOTER,['WRONG PARKING'],0.33053812023441737,12.973168894409923,77.5775477916929
32,259,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 259),75,9,9.0,134,0.06716417910397639,0.9197100992155067,0.004938861016334958,15185.6875,2.666666887307656e-11,0.9999999999733333,75,75,75,5.0,CAR,['NO PARKING'],0.32825959606249766,12.90001818812421,77.675490821958
33,456,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 456),35,10,10.0,134,0.07462686567108488,0.9398219543993597,0.0017985351573476462,19460.28125,5.714273498824696e-11,0.9999999999428573,35,35,35,5.0,PASSENGER AUTO,['NO PARKING'],0.3279882457665336,13.000463831428572,77.67720102285715
34,35,BTP020 - Hosahalli Metro Station,BTP020 - Hosahalli Metro Station (Cluster 35),1650,69,69.0,134,0.5149253731304857,0.577563992371758,0.0063727728109510065,258913.984375,1.212141498285746e-12,0.9999999999987879,1650,1650,1650,0.9272467902995721,SCOOTER,['NO PARKING'],0.32779116144015596,12.97446412018182,77.5454475259394
35,776,BTP067 - Jai Muni Rao Circle,BTP067 - Jai Muni Rao Circle (Cluster 776),32,6,6.0,134,0.04477611940265093,0.9374999999414062,0.004896546117908463,6535.21875,6.249978312666826e-11,0.9999999999375002,32,32,32,5.0,SCOOTER,['WRONG PARKING'],0.3273889384102052,12.97867793125,77.541853878125
36,12,POLICE_STATION::Banashankari,POLICE_STATION::Banashankari (Cluster 12),31,5,5.0,134,0.03731343283554244,0.8709677418792924,0.008147609719636309,3804.796875,6.451617018399247e-11,0.9999999999354838,31,31,31,5.0,SCOOTER,['NO PARKING'],0.3260775793289179,12.935002870967743,77.53645193225806
37,512,BTP184 - Lalbagh West Gate,BTP184 - Lalbagh West Gate (Cluster 512),31,5,5.0,134,0.03731343283554244,0.9354838709073882,0.0049264447531741536,6292.5703125,6.451617018399247e-11,0.9999999999354838,31,31,31,5.0,SCOOTER,['WRONG PARKING'],0.3245895793208685,12.948309722580644,77.58003117419355
38,335,BTP048 - Shanthala Junction,BTP048 - Shanthala Junction (Cluster 335),28,7,7.0,134,0.05223880596975942,0.928571428505102,0.0031746903481083342,8819.7578125,7.142864077991362e-11,0.9999999999285714,28,28,28,5.0,PASSENGER AUTO,['WRONG PARKING'],0.3244477597611147,12.976819435714289,77.57082801785714
39,658,"BTP189 - New Diagonal Road, Jayanagar","BTP189 - New Diagonal Road, Jayanagar (Cluster 658)",130,8,8.0,134,0.059701492536867906,0.9692307692158579,0.0027787725490336286,46783.24609375,1.5384360452230794e-11,0.9999999999846156,130,130,130,5.0,SCOOTER,['NO PARKING'],0.3235835012796975,12.92831098,77.58075038615384
40,688,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 688),20,3,3.0,134,0.022388059701325465,0.89999999991,0.0055933055124632045,3575.703125,1.000000082740371e-10,0.9999999999,20,20,20,5.0,MAXI-CAB,['WRONG PARKING'],0.3211487287896649,12.97424603,77.71093716
41,349,BTP192 - Urvashi Theater,BTP192 - Urvashi Theater (Cluster 349),18,6,6.0,134,0.04477611940265093,0.8888888887901234,0.002891265091612733,6225.6484375,1.1111112030448567e-10,0.9999999998888889,18,18,18,5.0,CAR,['NO PARKING'],0.3206842577274074,12.95800022777778,77.58638065555556
42,195,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 195),31,2,2.0,134,0.014925373134216977,0.9354838709073882,0.006300322796275051,4920.3828125,6.451617018399247e-11,0.9999999999354838,31,31,31,5.0,SCOOTER,['WRONG PARKING'],0.3205547432171409,13.022619385204935,77.63775712277321
43,572,BTP192 - Urvashi Theater,BTP192 - Urvashi Theater (Cluster 572),38,9,9.0,134,0.06716417910397639,0.8511032435536618,0.0042565517555208324,8927.4140625,5.2631454749985096e-11,0.9999999999473685,38,38,38,5.0,CAR,['NO PARKING'],0.3197261210208951,12.957942210526316,77.58636156578947
44,206,"BTP095 - Satellite Bus Stand, Mysore Road","BTP095 - Satellite Bus Stand, Mysore Road (Cluster 206)",162,15,15.0,134,0.11194029850662732,0.799090704073773,0.0031417486825290834,51563.640625,1.2345457989226816e-11,0.9999999999876545,162,162,162,5.0,SCOOTER,['WRONG PARKING'],0.3196642643199528,12.953292750154924,77.54247975876544
45,571,BTP020 - Hosahalli Metro Station,BTP020 - Hosahalli Metro Station (Cluster 571),45,6,6.0,134,0.04477611940265093,0.9555555555130865,0.0023314033145592095,19301.6796875,4.444422607718934e-11,0.9999999999555558,45,45,45,5.0,SCOOTER,['NO PARKING'],0.31858947338853266,12.970889755555554,77.5464585
46,236,POLICE_STATION::Banashankari,POLICE_STATION::Banashankari (Cluster 236),18,4,4.0,134,0.029850746268433953,0.8888888887901234,0.0039040690261084618,4610.57421875,1.1111112030448567e-10,0.9999999998888889,18,18,18,5.0,SCOOTER,['NO PARKING'],0.3183248281639306,12.934945572222222,77.53664699444444
47,83,"BTP001 - 10th Cross, Dr. Rajkumar Road","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 83)",199,11,11.0,134,0.08208955223819336,0.9361581117932731,0.0015333216953702861,129783.59375,1.0050182908116767e-11,0.9999999999899498,199,199,199,4.815789473684211,CAR,['WRONG PARKING'],0.3167066386957169,13.009942601005024,77.5542728798995
48,162,POLICE_STATION::Sadashivanagar,POLICE_STATION::Sadashivanagar (Cluster 162),52,5,5.0,134,0.03731343283554244,0.9615384615014793,0.0024647826040264105,21097.1953125,3.84614562420893e-11,0.9999999999615385,52,52,52,5.0,CAR,['WRONG PARKING'],0.3161208384787919,13.028008001923077,77.57363048076924
49,316,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 316),44,5,5.0,134,0.03731343283554244,0.9090909090495868,0.004358907084539301,10094.2734375,4.545430698499331e-11,0.9999999999545457,44,44,44,5.0,SCOOTER,['WRONG PARKING'],0.3159083954762877,12.89206713191548,77.63809091456743
50,115,BTP166 - Coffee Board Junction,BTP166 - Coffee Board Junction (Cluster 115),23,4,4.0,134,0.029850746268433953,0.9130434781814745,0.003214170298620427,7155.8125,8.695644204692599e-11,0.9999999999130436,23,23,23,5.0,CAR,['WRONG PARKING'],0.31590459121738523,12.9856881,77.59447585217391
51,762,POLICE_STATION::Kodigehalli,POLICE_STATION::Kodigehalli (Cluster 762),38,6,6.0,134,0.04477611940265093,0.9473684210027701,0.001492923041413209,25453.421875,5.2631454749985096e-11,0.9999999999473685,38,38,38,5.0,SCOOTER,['WRONG PARKING'],0.3157522928141605,13.047442221052632,77.5754682
52,247,BTP008 - Navarang Theatre,BTP008 - Navarang Theatre (Cluster 247),61,8,8.0,134,0.059701492536867906,0.8763977969814007,0.003684850864533371,16554.265625,3.278666227402027e-11,0.9999999999672133,61,61,61,5.0,SCOOTER,['WRONG PARKING'],0.31561643069480805,12.998487081967212,77.55294844918032
53,602,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 602),88,8,8.0,134,0.059701492536867906,0.9318181817970042,0.0016064353251476718,54779.671875,2.272737553710158e-11,0.9999999999772726,88,88,88,5.0,CAR,['NO PARKING'],0.3151779866647518,12.947538113636364,77.69894035
54,32,BTP027 - Modi Bridge Junction,BTP027 - Modi Bridge Junction (Cluster 32),3168,82,82.0,134,0.611940298502896,0.3417812916625749,0.00500967574424546,632376.2578125,6.31272811801864e-13,0.9999999999993687,3168,3168,3168,0.5600969864911673,SCOOTER,['WRONG PARKING'],0.3148092205190414,12.999462385332253,77.54999883660976
55,677,BTP074 - Leprosy Hospital Junction,BTP074 - Leprosy Hospital Junction (Cluster 677),18,2,2.0,134,0.014925373134216977,0.8888888887901234,0.004572961965419783,3936.1796875,1.1111112030448567e-10,0.9999999998888889,18,18,18,5.0,SCOOTER,['NO PARKING'],0.3147923692338418,12.973841394444444,77.5662741
56,573,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 573),39,5,5.0,134,0.03731343283554244,0.9487179486692965,0.001944381421264043,20057.79296875,5.1281867641250756e-11,0.9999999999487181,39,39,39,5.0,MOTOR CYCLE,['WRONG PARKING'],0.3143814168227956,12.906212033333333,77.62976247179488
57,754,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 754),32,4,4.0,134,0.029850746268433953,0.9374999999414062,0.0026622192353137008,12020.046875,6.249978312666826e-11,0.9999999999375002,32,32,32,5.0,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING', 'NO PARKING']",0.3139540275186732,12.968520546875,77.649979059375
58,528,POLICE_STATION::Thalagattapura,POLICE_STATION::Thalagattapura (Cluster 528),21,4,4.0,134,0.029850746268433953,0.9047619046757369,0.002513032617068875,8356.4375,9.523803967681488e-11,0.999999999904762,21,21,21,5.0,SCOOTER,['NO PARKING'],0.31353611760749756,12.888092295238096,77.56215407619048
59,654,POLICE_STATION::Malleshwaram,POLICE_STATION::Malleshwaram (Cluster 654),48,4,4.0,134,0.029850746268433953,0.9583333332934028,0.002288860617552665,20971.1328125,4.16664480695772e-11,0.9999999999583336,48,48,48,5.0,CAR,['NO PARKING'],0.31262269868352255,13.005530591666668,77.56884992291667
60,82,POLICE_STATION::Malleshwaram,POLICE_STATION::Malleshwaram (Cluster 82),44,6,6.0,134,0.04477611940265093,0.9090909090495868,0.002410186117550362,18255.8515625,4.545430698499331e-11,0.9999999999545457,44,44,44,5.0,CAR,['NO PARKING'],0.3121685741966348,12.99966464090909,77.57132123636364
61,767,BTP023 - Mahalaxmi Layout Entrance,BTP023 - Mahalaxmi Layout Entrance (Cluster 767),26,3,3.0,134,0.022388059701325465,0.9230769230059171,0.0029766270379337654,8734.71875,7.692313452878352e-11,0.9999999999230769,26,26,26,5.0,MOTOR CYCLE,['WRONG PARKING'],0.3121595456670978,13.007117619230767,77.54853532692309
62,96,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 96),98,6,6.0,134,0.04477611940265093,0.938775510184923,0.0021864611792893323,44821.28515625,2.0408341683264553e-11,0.9999999999795917,98,98,98,5.0,SCOOTER,"['WRONG PARKING', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC']",0.31201888585330717,12.933721112840656,77.69087792219547
63,359,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 359),116,12,12.0,134,0.08955223880530186,0.824977929997302,0.0018257774494351091,63534.578125,1.7241541527823756e-11,0.9999999999827585,116,116,116,5.0,PASSENGER AUTO,['NO PARKING'],0.3110006737190811,12.973447327586204,77.61519790258622
64,166,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 166),18,4,4.0,134,0.029850746268433953,0.8888888887901234,0.0015250910239058711,11802.57421875,1.1111112030448567e-10,0.9999999998888889,18,18,18,5.0,SCOOTER,['WRONG PARKING'],0.3102104872496161,12.906668755555556,77.6296993888889
65,219,BTP023 - Mahalaxmi Layout Entrance,BTP023 - Mahalaxmi Layout Entrance (Cluster 219),44,6,6.0,134,0.04477611940265093,0.8636363635971074,0.003615071871377089,12171.265625,4.545430698499331e-11,0.9999999999545457,44,44,44,5.0,SCOOTER,['WRONG PARKING'],0.30958584284303836,13.007906886363635,77.54848440909092
66,118,BTP108 - Tagore Park Junction,BTP108 - Tagore Park Junction (Cluster 118),26,5,5.0,134,0.03731343283554244,0.8461538460887574,0.006808385279319997,3818.8203125,7.692313452878352e-11,0.9999999999230769,26,26,26,4.666666666666667,SCOOTER,['WRONG PARKING'],0.30943902495357123,12.943131688461538,77.5711089
67,651,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 651),20,3,3.0,134,0.022388059701325465,0.89999999991,0.0018799787768019132,10638.41796875,1.000000082740371e-10,0.9999999999,20,20,20,5.0,MOTOR CYCLE,['WRONG PARKING'],0.30848312236896774,12.967386200000002,77.716176425
68,673,BTP104 - Medical College Circle,BTP104 - Medical College Circle (Cluster 673),57,6,6.0,134,0.04477611940265093,0.9298245613708833,0.0008608410757115259,66214.3125,3.508748847025345e-11,0.9999999999649125,57,57,57,5.0,SCOOTER,['WRONG PARKING'],0.30838153979399696,12.959671845614036,77.57687036491228
69,267,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 267),45,6,6.0,134,0.04477611940265093,0.8666666666281482,0.003134907136539682,14354.4921875,4.444422607718934e-11,0.9999999999555558,45,45,45,5.0,CAR,['NO PARKING'],0.30824271077625964,12.925723204444443,77.67612351999999
70,437,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 437),33,6,6.0,134,0.04477611940265093,0.8787878787346189,0.0016834144619011044,19603.015625,6.060574264665775e-11,0.9999999999393943,33,33,33,5.0,CAR,['NO PARKING'],0.30750092441750876,13.00036687878788,77.67722462121212
71,552,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 552),19,3,3.0,134,0.022388059701325465,0.8947368420110803,0.0014714686642820715,12912.26953125,1.0526313154457512e-10,0.9999999998947369,19,19,19,5.0,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.307104366498105,12.976316878947369,77.6264914368421
72,246,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 246),17,4,4.0,134,0.029850746268433953,0.8823529410726644,0.0027937246473656273,6085.06640625,1.1764700325045396e-10,0.999999999882353,17,17,17,4.75,CAR,['NO PARKING'],0.306846947977223,13.018523011764708,77.55845398235294
73,100,POLICE_STATION::Chikkajala,POLICE_STATION::Chikkajala (Cluster 100),144,7,7.0,134,0.05223880596975942,0.9166666666539351,0.000999926817422047,144010.5390625,1.3888667993455783e-11,0.9999999999861113,144,144,144,5.0,CAR,['NO PARKING'],0.306645595726486,13.185167209722222,77.68018128819443
74,532,BTP171 - Indian Express (Balekundri),BTP171 - Indian Express (Balekundri) (Cluster 532),68,8,8.0,134,0.059701492536867906,0.8235294117404846,0.0034807193779971884,19536.19140625,2.941180632376472e-11,0.9999999999705882,68,68,68,5.0,CAR,['WRONG PARKING'],0.3066299239661363,12.988731555882351,77.59869265441176
75,558,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 558),51,4,4.0,134,0.029850746268433953,0.9607843136878124,0.0005206805201875912,97948.73828125,3.9215519720414704e-11,0.9999999999607845,51,51,51,5.0,CAR,['WRONG PARKING'],0.3065848997915241,12.995434701960784,77.61082448235294
76,763,POLICE_STATION::Byatarayanapura,POLICE_STATION::Byatarayanapura (Cluster 763),31,3,3.0,134,0.022388059701325465,0.9354838709073882,0.0013395282011533273,23142.4765625,6.451617018399247e-11,0.9999999999354838,31,31,31,5.0,LORRY/GOODS VEHICLE,"['NO PARKING', 'PARKING IN A MAIN ROAD']",0.3065411857974074,12.95050138064516,77.5216967548387
77,21,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road","BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 21)",70,6,6.0,134,0.04477611940265093,1.1133695867179252,0.0009833839393756834,71182.77734375,2.8571589538728404e-11,0.9999999999714284,70,70,70,4.0625,CAR,['WRONG PARKING'],0.305937975441239,12.993228379790455,77.55393182070699
78,657,BTP100 - Richmond Circle,BTP100 - Richmond Circle (Cluster 657),90,6,6.0,134,0.04477611940265093,0.9111111110908643,0.001261332696535489,71353.1015625,2.2222224060897133e-11,0.9999999999777778,90,90,90,5.0,SCOOTER,['NO PARKING'],0.3050623932456929,12.962210283333333,77.59794663444444
79,75,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 75),31,6,6.0,134,0.04477611940265093,0.8709677418792924,0.0008904973297422936,34812.0078125,6.451617018399247e-11,0.9999999999354838,31,31,31,5.0,SCOOTER,['NO PARKING'],0.3042316226952624,12.989603558064516,77.57334065806451
80,230,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 230),515,36,36.0,134,0.26865671641590555,0.3944663897920457,0.03274011737172937,15729.9375,3.8835601401387976e-12,0.9999999999961164,515,515,515,1.1452513966480449,SCOOTER,['NO PARKING'],0.3019609415774596,12.971777659360194,77.6580884973399
81,81,POLICE_STATION::Jnanabharathi,POLICE_STATION::Jnanabharathi (Cluster 81),37,8,8.0,134,0.059701492536867906,0.761567719052055,0.0036616782485793453,10104.65625,5.4053872489134847e-11,0.9999999999459461,37,37,37,5.0,CAR,['NO PARKING'],0.30182089530250916,12.960943275675676,77.51165639729729
82,224,BTP098 - Nayandahalli Junction,BTP098 - Nayandahalli Junction (Cluster 224),49,4,4.0,134,0.029850746268433953,0.8367346938433986,0.0040768915262144245,12018.9609375,4.0816239277319255e-11,0.9999999999591838,49,49,49,5.0,SCOOTER,['WRONG PARKING'],0.3006905107170611,12.940712863265306,77.52468388979592
83,209,BTP074 - Leprosy Hospital Junction,BTP074 - Leprosy Hospital Junction (Cluster 209),92,12,12.0,134,0.08955223880530186,0.8216413560151316,0.0055112457306094546,16693.140625,2.173927704518519e-11,0.9999999999782607,92,92,92,4.25,SCOOTER,['NO PARKING'],0.30062830551988706,12.975713723913044,77.5598548902174
