st_dbscan_cluster_id,records_total,peak_window_records,distinct_days,severity_sum,severity_mean,unique_vehicles,centroid_lat,centroid_lon,dominant_police_station,dominant_junction_name,unique_vehicle_types,dominant_vehicle_type,records_peak_hour,gap_count,mean_dwell_minutes,median_dwell_minutes,std_dwell_minutes,mu_departures_per_hour,growth_first_half_mean,growth_second_half_mean,growth_pct_change,growth_multiplier,lambda_hr_peak_window,lambda_hr_peak_hour,cluster_label,lat,lon,vehicle_width_avg_m,cluster_label_mu,gap_count_mu,median_dwell_minutes_mu,std_dwell_minutes_mu,blocking_vehicles_L,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,dominant_violation_tag,lat_key,lon_key,geometry_source,road_class,lane_count,carriageway_width_m,link_length_m,junction_degree,betweenness_centrality,base_saturation_per_lane_pcu_hr,base_capacity_pcu_hr,blocked_width_fraction,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_speed_kmh,free_flow_time_min,V_over_C0,V_over_Cp,delay_minutes_per_vehicle,criticality_factor,stage5_rank,mappls_address,unique_hotspots,weekly_count_list,active_days,observation_days,ROP,TVS,resurgence_score,cluster_area_m2,VDI,review_total,review_present,approved_count,reviewed_ratio,approval_rate,validation_confidence,validation_uncertainty,ROP_norm,TVS_norm,VDI_norm,validation_uncertainty_norm,resurgence_norm,layer_c_index,cluster_label_display,layer_c_rank
8,59,33,5,68,1.152542372881356,49,12.996288523728817,77.56310235423729,Sheshadripuram,,5,SCOOTER,12.0,2.0,2.0,2.0,1.0,29.999999985,13.0,46.0,2.5384615382662723,3.5384615382662723,0.0622641509433962,2.4,POLICE_STATION::Sheshadripuram,12.996288523728817,77.56310235423729,0.9254237288135594,POLICE_STATION::Sheshadripuram,2.0,2.0,1.0,0.0020754716990817,8,0,['NO PARKING'],12.9963,77.5631,osmnx,residential,2,7.0,52.11999199358087,4,0.0029934669968233,1500.0,3000.0,0.0002743843940766,2999.17684681777,0.0002743843944098,30.0,0.1042399839871582,2.075471698112516e-05,2.0760413314553248e-05,4.012279743234764e-15,1.236321070567262,479,,1,"[13, 46]",5.0,134,0.03731343283554244,0.559322033879345,2.1785714285714284,1000.0,0.058999999999941,59,59,59,0.9999999999830509,0.9999999999830509,0.9999999999661018,3.389821756627498e-11,0.04651162783450514,0.4117538439563998,0.999999982945742,0.025356303676147825,0.4200044190041313,0.36205059592490396,POLICE_STATION::Sheshadripuram (Cluster 8),11
342,266,129,13,278,1.045112781954887,243,12.973605712030077,77.5511454537594,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",7,SCOOTER,46.0,15.0,71.53333333333333,43.0,141.36990092975552,0.8387698042753201,23.0,121.5,4.282608695465973,5.282608695465973,0.2433962264150943,3.5384615384615383,"BTP070 - Cholurpalya Junction, Magadi Road",12.973605712030077,77.5511454537594,0.8984962406015038,"BTP070 - Cholurpalya Junction, Magadi Road",15.0,43.0,141.36990092975552,0.2901823895952016,21,0,['NO PARKING'],12.9736,77.5511,osmnx,residential,2,7.0,117.90088085945987,6,0.0122294596584982,1500.0,3000.0,0.0372468265861146,2888.259520241656,0.0372468265864356,30.0,0.2358017617189118,8.113207547167108e-05,8.42708990342549e-05,2.352102583878796e-11,1.4471657306916332,40,,2,"[23, 204, 39]",13.0,134,0.09701492537241034,0.9227160060603243,5.0,23051.796875,0.011539230604988942,266,266,266,0.9999999999962407,0.9999999999962407,0.9999999999924813,7.518652367366485e-12,0.13953488350351542,0.6792721176033498,0.19059177788931256,0.0055702627455841425,0.9999999997944319,0.35997055249269294,"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 342)",12
37,798,337,14,1232,1.543859649122807,766,12.97657935526316,77.57756462882205,Upparpet,BTP044 - Sagar Theatre Junction,16,CAR,92.0,4.0,181.25,89.0,193.0380467679882,0.3310344827567943,67.0,365.5,4.455223880530519,5.455223880530519,0.6358490566037736,6.571428571428571,BTP044 - Sagar Theatre Junction,12.97657935526316,77.57756462882205,1.4521303258145364,BTP044 - Sagar Theatre Junction,4.0,89.0,193.0380467679882,1.9207940193654311,30,0,['WRONG PARKING'],12.9766,77.5776,osmnx,tertiary,2,7.0,83.18813294372666,3,2.896405239035276e-05,1700.0,3400.0,0.3984633206807533,2045.2247096854387,0.3984633206809302,35.0,0.1426082279035273,0.0001870144284128,0.0003108944721781,1.931652538697757e-09,1.1430703515393337,10,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",8,"[67, 692, 39]",14.0,134,0.10447761193951884,1.1332492522576094,5.0,813543.625,0.0009808939256330587,798,798,798,0.9999999999987469,0.9999999999987469,0.9999999999974938,2.5062174557888284e-12,0.15116279046214173,0.8342595276309892,0.010527180349773674,0.0018106768094836691,0.9999999997944319,0.3571101745427495,BTP044 - Sagar Theatre Junction (Cluster 37),13
523,26,13,7,30,1.1538461538461535,26,12.980022926923075,77.59337310384616,Cubbon Park,BTP047 - Vidhan Soudha Metro Station,5,CAR,8.0,,94.4,,,0.635593220338983,1.0,12.5,11.4999999885,12.4999999885,0.0245283018867924,1.1428571428571428,BTP047 - Vidhan Soudha Metro Station,12.980022926923075,77.59337310384616,1.553846153846154,,,,,0.0385911949078366,0,0,['NO PARKING'],12.98,77.5934,osmnx,primary,3,10.5,464.4512614542751,3,0.03685424644885,1900.0,5700.0,0.0057109314070626,5667.447690979742,0.0057109314072373,45.0,0.6192683486056864,4.303210857331254e-06,4.327927353582309e-06,1.7808707537346898e-14,1.414146738806341,357,,2,"[1, 23, 2]",7.0,134,0.05223880596975942,1.1703941579190267,5.0,26172.05078125,0.0009934261635555798,26,26,26,0.9999999999615384,0.9999999999615384,0.9999999999230769,7.692313452878352e-11,0.06976744175175771,0.8616043428949373,0.010740908368335607,0.05762722101823963,0.9999999997944319,0.35343635486340674,BTP047 - Vidhan Soudha Metro Station (Cluster 523),14
119,79,51,6,90,1.139240506329114,79,12.93534355949367,77.61527929873418,Adugodi,BTP135 - UCO Bank Junction,7,SCOOTER,19.0,,94.4,,,0.635593220338983,1.0,39.0,37.999999962,38.999999962,0.0962264150943396,3.1666666666666665,BTP135 - UCO Bank Junction,12.93534355949367,77.61527929873418,1.2531645569620251,,,,,0.1513962261768976,0,0,['NO PARKING'],12.9353,77.6153,osmnx,tertiary,2,7.0,348.93247723829813,4,0.000179866765344,1700.0,3400.0,0.0271034835250844,3307.848156014713,0.0271034835253706,35.0,0.5981699609799227,2.830188679244451e-05,2.9090336241505075e-05,4.580216377507823e-12,1.2156097402982415,62,,2,"[1, 72, 6]",6.0,134,0.04477611940265093,1.2286960401933156,5.0,59884.921875,0.001319196844990435,79,79,79,0.9999999999873417,0.9999999999873417,0.9999999999746834,2.531663767513237e-11,0.05813953479313143,0.9045242042310462,0.016296685610923695,0.018919674046555767,0.9999999997944319,0.3524829964451528,BTP135 - UCO Bank Junction (Cluster 119),15
139,40,22,5,56,1.4,40,12.9718839475,77.658056415,Jeevanbheemanagar,,5,CAR,12.0,,94.4,,,0.635593220338983,3.0,37.0,11.333333329555556,12.333333329555556,0.0415094339622641,2.4,POLICE_STATION::Jeevanbheemanagar,12.9718839475,77.658056415,1.38,,,,,0.0653081759978774,0,0,['NO PARKING'],12.9719,77.6581,osmnx,unclassified,2,7.0,26.99551662268189,4,4.344607858552913e-05,1650.0,3300.0,0.0128750404091708,3257.512366649736,0.0128750404094699,30.0,0.0539910332453619,1.2578616352197444e-05,1.2742678857407606e-05,3.440375968148651e-14,1.2146055273090004,297,,1,"[3, 37]",5.0,134,0.03731343283554244,0.8499999999575,5.0,2406.59375,0.01662100219448479,40,40,40,0.9999999999750001,0.9999999999750001,0.9999999999500002,4.9999782092413625e-11,0.04651162783450514,0.6257410689115442,0.2772576215576218,0.037433311479653,0.9999999997944319,0.3497143073175549,POLICE_STATION::Jeevanbheemanagar (Cluster 139),16
389,29,6,7,31,1.0689655172413792,29,12.96797454137931,77.58859860689655,Halasuru Gate,BTP076 - Hudson Circle,5,SCOOTER,3.0,,94.4,,,0.635593220338983,1.0,14.0,12.999999987,13.999999987,0.0113207547169811,0.4285714285714285,BTP076 - Hudson Circle,12.96797454137931,77.58859860689655,1.2379310344827583,,,,,0.0178113207266938,0,0,['NO PARKING'],12.968,77.5886,osmnx,unclassified,2,7.0,46.49778350116507,3,0.0131834068151146,1650.0,3300.0,0.0031498838127929,3289.6053834177837,0.003149883813095,30.0,0.092995567002327,3.430531732417485e-06,3.4413716532819592e-06,9.086255939955485e-16,1.2399021635059069,576,,2,"[1, 23, 5]",7.0,134,0.05223880596975942,0.9898413857187974,5.0,3699.875,0.007838102638600537,29,29,29,0.9999999999655173,0.9999999999655173,0.9999999999310345,6.896549997748025e-11,0.06976744175175771,0.7286875373923926,0.1274717867440106,0.05165858272737542,0.9999999997944319,0.3490054417798599,BTP076 - Hudson Circle (Cluster 389),17
678,45,22,9,47,1.0444444444444445,43,12.970349842224538,77.64653041019761,Jeevanbheemanagar,,6,CAR,7.0,1.0,8.0,8.0,0.0,7.4999999990625,3.0,21.0,5.999999998,6.999999998,0.0415094339622641,0.7777777777777778,POLICE_STATION::Jeevanbheemanagar,12.970349842224538,77.64653041019761,1.6555555555555554,POLICE_STATION::Jeevanbheemanagar,1.0,8.0,0.0,0.0055345911949224,2,0,['NO PARKING'],12.9703,77.6465,osmnx,tertiary,2,7.0,203.61440050047483,6,0.0085425932474497,1700.0,3400.0,0.0013089747427391,3395.5494858746874,0.0013089747430327,35.0,0.349053258000804,1.2208657047721158e-05,1.222465881735167e-05,2.084348361843819e-14,1.4200261580392544,341,,1,"[3, 39, 3]",9.0,134,0.06716417910397639,1.1313708498230513,5.0,65834.02734375,0.0006835370979969589,45,45,45,0.9999999999777779,0.9999999999777779,0.9999999999555558,4.444422607718934e-11,0.09302325566901028,0.8328767116929829,0.005455980299995114,0.03326635657041078,0.9999999997944319,0.3475756235990951,POLICE_STATION::Jeevanbheemanagar (Cluster 678),18
19,2934,1677,86,4795,1.634287661895024,2620,13.010220852010905,77.55368339362644,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",18,CAR,518.0,68.0,58.86764705882353,21.5,79.85812869077935,1.019235573302696,281.5,177.85714285714286,-0.3681806648045789,1.0,3.1641509433962263,6.023255813953488,"BTP001 - 10th Cross, Dr. Rajkumar Road",13.010220852010905,77.55368339362644,1.4985344239945466,"BTP001 - 10th Cross, Dr. Rajkumar Road",68.0,21.5,79.85812869077935,3.104435346618431,192,16,['WRONG PARKING'],13.0102,77.5537,osmnx,secondary,2,7.0,477.4568033850199,3,0.0135864898775471,1800.0,3600.0,0.6645861761869393,1207.4897657270187,0.6645861761870324,40.0,0.7161852050775119,0.0008789308176098,0.0026204370696993,1.2163104127733747e-06,1.242869317950409,4,"80 Feet Ring Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",5,"[137, 256, 387, 353, 294, 262, 271, 55, 90, 194, 224, 275, 136]",86.0,134,0.64179104477133,0.4222806228781144,0.8964088397790055,722261.734375,0.004062239296865,2934,2934,2934,0.9999999999996592,0.9999999999996592,0.9999999999993183,6.816769371198461e-13,0.9883720914832342,0.3108686215924658,0.06307723922751812,0.00044217686986563115,0.15643275077730617,0.3454355430253744,"BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 19)",19
290,135,119,8,256,1.8962962962962964,124,13.071124075555556,77.58794889925926,Kodigehalli,,5,SCOOTER,59.0,3.0,251.66666666666663,328.0,129.00215329813514,0.2384105960255427,7.0,128.0,17.285714283244896,18.285714283244896,0.2245283018867924,7.375,POLICE_STATION::Kodigehalli,13.071124075555556,77.58794889925926,0.9170370370370372,POLICE_STATION::Kodigehalli,3.0,328.0,129.00215329813514,0.9417714845231356,7,1,['WRONG PARKING'],13.0711,77.5879,osmnx,secondary,2,9.0,312.5093325877144,6,0.0004911981462599,1800.0,3600.0,0.0959599257374564,3254.5442673451566,0.0959599257377076,40.0,0.4687639988815599,6.236897274631392e-05,6.898916820384162e-05,7.618893477486709e-11,1.3607586397893563,23,,1,"[7, 128]",8.0,134,0.059701492536867906,0.8962962962830178,5.0,11145.2734375,0.012112758000692872,135,135,135,0.9999999999925927,0.9999999999925927,0.9999999999851854,1.4814593995993164e-11,0.081395348710384,0.6598228265007484,0.20037286205262117,0.01104259705445228,0.9999999997944319,0.34459649426832517,POLICE_STATION::Kodigehalli (Cluster 290),20
92,23,10,6,44,1.9130434782608696,21,12.993987852173914,77.66313821304348,Banaswadi,,3,SCOOTER,4.0,,94.4,,,0.635593220338983,1.0,22.0,20.999999979,21.999999979,0.0188679245283018,0.6666666666666666,POLICE_STATION::Banaswadi,12.993987852173914,77.66313821304348,0.8608695652173913,,,,,0.0296855345444897,1,0,['WRONG PARKING'],12.994,77.6631,osmnx,primary,3,10.5,767.8723841714408,3,0.0163053454754295,1900.0,5700.0,0.002433845068012,5686.127083112331,0.0024338450681872,45.0,1.0238298455618984,3.3101621979471184e-06,3.318238275809184e-06,7.157747575090726e-15,1.2628832188633723,437,,1,"[1, 22]",6.0,134,0.04477611940265093,0.9130434781814745,5.0,2349.15234375,0.009790765618578333,23,23,23,0.9999999999565218,0.9999999999565218,0.9999999999130436,8.695644204692599e-11,0.05813953479313143,0.6721515317983018,0.16077300494701913,0.06515272159893583,0.9999999997944319,0.344150335336299,POLICE_STATION::Banaswadi (Cluster 92),21
13,1423,483,78,2079,1.460997891777934,1367,13.185280326141951,77.67998198784258,Chikkajala,,9,CAR,132.0,19.0,62.31578947368421,47.0,84.62303570390955,0.962837837822387,93.66666666666669,143.5,0.5320284697452096,1.5320284697452096,0.9113207547169812,1.6923076923076923,POLICE_STATION::Chikkajala,13.185280326141951,77.67998198784258,1.8957835558678848,POLICE_STATION::Chikkajala,19.0,47.0,84.62303570390955,0.946494537264536,53,0,['NO PARKING'],13.1853,77.68,osmnx,residential,2,7.0,32.21333224576199,4,6.436456086745057e-06,1500.0,3000.0,0.2563355398869363,2230.993380339191,0.2563355398871842,30.0,0.0644266644915218,0.0003037735849055,0.0004084820523214,1.1004758521392887e-09,1.214333093966791,11,,2,"[54, 125, 51, 121, 113, 98, 189, 124, 70, 204, 189, 85]",78.0,134,0.582089552234462,0.4214399832331218,1.1906816220880068,206504.859375,0.006890879005495525,1423,1423,1423,0.9999999999992972,0.9999999999992972,0.9999999999985945,1.4055423491754482e-12,0.8953488358142239,0.31024977129828535,0.11131759054296665,0.0009851134407740897,0.2169258339673116,0.34088657910505793,POLICE_STATION::Chikkajala (Cluster 13),22
